Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Fabio Vieira,23,221,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel,23,221,-1,90,0,0,0.14,0.01,0,1,0.41,0,0,1
Havertz,23,221,4,90,0,1,1.02,0.04,0,1,0.41,0,0,4
G.Jesus,23,221,0,0,0,0,0,0,0,0,0,0,0,0
Jorginho,23,221,2,90,0,0,0,0.08,0,1,0.41,0,0,11
Kiwior,23,221,3,45,0,1,0.26,0,0,0,0.31,0,0,8
Martinelli,23,221,10,73,1,0,0.87,0.19,0,1,0.36,0,3,33
Nketiah,23,221,0,0,0,0,0,0,0,0,0,0,0,0
Odegaard,23,221,2,90,0,0,0.22,0.6,0,1,0.41,0,0,17
Thomas,23,221,0,0,0,0,0,0,0,0,0,0,0,0
Ramsdale,23,221,0,0,0,0,0,0,0,0,0,0,0,0
Saka,23,221,9,78,1,0,1.18,0.03,0,1,0.39,0,2,24
Saliba,23,221,1,90,0,0,0,0,0,1,0.41,0,0,7
Smith Rowe,23,221,0,0,0,0,0,0,0,0,0,0,0,0
Tavares,23,222,2,90,0,0,0.01,0.04,0,1,0.96,0,0,10
Tomiyasu,23,221,0,0,0,0,0,0,0,0,0,0,0,0
Trossard,23,221,8,16,1,0,0.03,0,0,0,0.05,0,2,24
Turner,23,222,0,0,0,0,0,0,0,0,0,0,0,0
White,23,221,1,90,0,0,0,0.01,0,1,0.41,0,0,14
Zinchenko,23,221,1,45,0,0,0,0,0,1,0.1,0,0,2
Archer,23,230,1,25,0,0,0.12,0.03,0,0,0.37,0,0,5
Bailey,23,230,7,59,1,0,0.07,0.15,0,0,0.24,0,1,30
Cash,23,230,1,31,0,0,0,0.01,0,0,1.02,0,0,4
Coutinho,23,230,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,23,230,6,90,0,0,0,0.01,1,0,1.26,0,0,26
Digne,23,230,0,0,0,0,0,0,0,0,0,0,0,0
Douglas Luiz,23,230,5,45,0,1,0.01,0.45,0,0,0.22,0,1,30
Duran,23,230,0,0,0,0,0,0,0,0,0,0,0,0
Kamara,23,230,3,90,0,0,0,0.01,1,0,1.26,0,0,8
Konsa,23,230,1,58,0,0,0.13,0.01,0,0,0.24,0,0,7
Martinez,23,230,7,90,0,0,0,0,1,0,1.26,4,0,27
McGinn,23,230,8,70,1,0,1.02,0.01,1,0,0.24,0,0,28
Mings,23,230,0,0,0,0,0,0,0,0,0,0,0,0
Nakamba,23,229,0,0,0,0,0,0,0,0,0,0,0,0
Olsen,23,230,0,0,0,0,0,0,0,0,0,0,0,0
Tielemans,23,230,8,80,1,0,0.18,0.05,1,0,1.11,0,0,28
Bertrand Traore,23,230,0,0,0,0,0,0,0,0,0,0,0,0
Watkins,23,230,18,90,1,3,0.73,0.17,1,0,1.26,0,3,53
Billing,23,222,-2,27,0,0,0,0.02,0,0,0.07,0,0,-8
Brooks,23,222,0,0,0,0,0,0,0,0,0,0,0,0
Christie,23,222,1,55,0,0,0.04,0.01,0,1,0.51,0,0,4
L.Cook,23,222,2,90,0,0,0,0.31,0,1,0.56,0,0,15
Kelly,23,222,2,82,0,0,0,0.01,0,1,0.55,0,0,8
Kluivert,23,222,5,55,1,0,0.67,0.02,0,1,0.51,0,0,10
Lowe,23,222,0,0,0,0,0,0,0,0,0,0,0,0
Mepham,23,222,0,0,0,0,0,0,0,0,0,0,0,0
Moore,23,222,0,0,0,0,0,0,0,0,0,0,0,0
N.Neto,23,222,3,90,0,0,0,0,0,1,0.56,5,1,17
Rothwell,23,222,0,0,0,0,0,0,0,0,0,0,0,0
Semenyo,23,222,1,45,0,0,0.01,0.01,0,1,0.5,0,0,1
Senesi,23,222,1,90,0,0,0,0.01,0,1,0.56,0,0,4
Solanke,23,222,2,90,0,0,0,0.02,0,1,0.56,0,0,5
Tavernier,23,222,1,45,0,0,0.06,0.02,0,0,0.07,0,0,-4
Hamed Traorè,23,222,0,0,0,0,0,0,0,0,0,0,0,0
Zabarnyi,23,222,2,90,0,0,0,0,0,1,0.56,0,0,12
Ajer,23,223,1,11,0,0,0,0,0,0,0.18,0,0,3
Collins,23,223,1,90,0,0,0,0,0,3,2.15,0,0,10
Damsgaard,23,223,1,13,0,0,0,0.04,0,0,0.18,0,0,6
Dasilva,23,223,0,0,0,0,0,0,0,0,0,0,0,0
Flekken,23,223,10,90,0,1,0,0.01,0,3,2.15,12,2,45
Henry,23,223,0,0,0,0,0,0,0,0,0,0,0,0
Hickey,23,223,0,0,0,0,0,0,0,0,0,0,0,0
Janelt,23,223,2,75,0,0,0,0.01,0,3,1.97,0,0,12
Jensen,23,223,2,76,0,0,0,0.16,0,3,1.97,0,0,7
Lewis-Potter,23,223,1,14,0,0,0,0,0,0,0.18,0,0,2
Mbeumo,23,223,0,0,0,0,0,0,0,0,0,0,0,0
Mee,23,223,1,90,0,0,0,0.01,0,3,2.15,0,0,12
Norgaard,23,223,2,90,0,0,0.27,0,0,3,2.15,0,0,7
Onyeka,23,223,0,0,0,0,0,0,0,0,0,0,0,0
Pinnock,23,223,1,90,0,0,0,0.01,0,3,2.15,0,0,12
Raya,23,221,2,90,0,0,0,0,0,1,0.41,1,0,11
Schade,23,223,0,0,0,0,0,0,0,0,0,0,0,0
Toney,23,223,2,90,0,0,0.31,0.09,0,3,2.15,0,0,3
Wissa,23,223,0,0,0,0,0,0,0,0,0,0,0,0
Adingra,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Caicedo,23,226,4,62,0,1,0,0.24,0,2,0.66,0,0,17
Dahoud,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Dunk,23,224,9,90,1,0,0.33,0.02,0,1,0.32,0,1,32
Enciso,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Estupinan,23,224,1,10,0,0,0,0.01,0,0,0.13,0,0,4
Ferguson,23,224,2,68,0,0,0.02,0.02,1,0,0.14,0,0,4
Gilmour,23,224,2,90,0,0,0.01,0.03,0,1,0.32,0,0,16
Gross,23,224,11,90,0,2,0.1,0.38,0,1,0.32,0,3,45
Joao Pedro,23,224,8,87,1,0,0.66,0.07,0,1,0.28,0,2,38
Lallana,23,224,1,2,0,0,0,0,0,0,0.03,0,0,2
Lamptey,23,224,5,79,0,1,0.06,0.18,0,1,0.19,0,0,22
March,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Milner,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Mitoma,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Sanchez,23,226,0,0,0,0,0,0,0,0,0,0,0,0
Steele,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Van Hecke,23,224,2,90,0,0,0,0.02,0,1,0.32,0,0,13
Veltman,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Verbruggen,23,224,3,90,0,0,0,0,0,1,0.32,4,0,23
Webster,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Welbeck,23,224,3,21,0,1,0,0.43,0,1,0.18,0,0,12
Al-Dakhil,23,225,0,0,0,0,0,0,0,0,0,0,0,0
Benson,23,225,0,0,0,0,0,0,0,0,0,0,0,0
Beyer,23,225,0,0,0,0,0,0,0,0,0,0,0,0
Brownhill,23,225,2,90,0,0,0.25,0.09,0,2,1.28,0,0,14
Cork,23,225,0,0,0,0,0,0,0,0,0,0,0,0
Cullen,23,225,0,0,0,0,0,0,0,0,0,0,0,0
Foster,23,225,2,90,0,0,0.01,0.02,0,2,1.28,0,0,11
Gudmundsson,23,225,1,27,0,0,0,0,0,0,0.44,0,0,4
O'Shea,23,225,1,90,0,0,0,0,0,2,1.28,0,0,16
Roberts,23,225,0,0,0,0,0,0,0,0,0,0,0,0
Rodriguez,23,225,0,0,0,0,0,0,0,0,0,0,0,0
Taylor,23,225,0,0,0,0,0,0,0,0,0,0,0,0
Vitinho,23,225,1,86,0,0,0.03,0.01,0,2,1.28,0,0,11
Chalobah,23,226,0,0,0,0,0,0,0,0,0,0,0,0
Chilwell,23,226,0,80,0,0,0,0.24,0,3,0.93,0,0,22
Chukwuemeka,23,226,1,18,0,0,0.02,0.03,0,1,1.01,0,0,3
Colwill,23,226,0,0,0,0,0,0,0,0,0,0,0,0
Cucurella,23,226,0,0,0,0,0,0,0,0,0,0,0,0
Enzo,23,226,2,90,0,0,0.02,0.27,0,4,1.93,0,0,14
W.Fofana,23,226,0,0,0,0,0,0,0,0,0,0,0,0
Gallagher,23,226,2,90,0,0,0.18,0.06,0,4,1.93,0,0,6
Gusto,23,226,0,80,0,0,0,0.19,0,3,0.93,0,0,5
Hudson-Odoi,23,222,10,89,1,0,0.03,0.01,0,1,0.96,0,3,26
James,23,226,0,0,0,0,0,0,0,0,0,0,0,0
Madueke,23,226,0,0,0,0,0,0,0,0,0,0,0,0
Mount,23,228,0,0,0,0,0,0,0,0,0,0,0,0
Mudryk,23,226,4,18,0,1,0,0.04,0,1,1.01,0,0,14
N.Jackson,23,226,1,27,0,0,0.21,0,0,2,1.27,0,0,-2
Nkunku,23,226,2,71,0,0,0.62,0.01,0,3,0.93,0,0,3
M.Sarr,23,226,0,0,0,0,0,0,0,0,0,0,0,0
Sterling,23,226,2,71,0,0,0.21,0.05,0,3,0.93,0,0,-4
T.Silva,23,226,8,90,1,0,0.09,0.02,0,4,1.93,0,2,27
Ahamada,23,224,1,10,0,0,0,0,0,1,0.6,0,0,2
Andersen,23,224,3,90,0,1,0,0.07,0,4,1.53,0,0,22
J.Ayew,23,224,2,90,0,0,0.02,0.01,0,4,1.53,0,0,6
C.Doucoure,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Edouard,23,224,1,10,0,0,0,0,0,1,0.6,0,0,3
Eze,23,224,0,0,0,0,0,0,0,0,0,0,0,0
Guehi,23,224,0,27,0,0,0,0,0,1,0.35,0,0,2
Hughes,23,224,2,79,0,0,0,0,0,3,0.93,0,0,7
Johnstone,23,224,0,0,0,0,0,0,0,0,0,0,0,0
