Id,Name,Team,Position,Price,Week,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointRating,PointsInLastFive,MinutesInLastFive,GoalsInLastFive,xGoalsInLastFive,xAssistsInLastFive,CleanSheetsInLastFive,GoalsConcededInLastFive,xGoalsConcededInLastFive,SavesInLastFive,BonusPointsInLastFive,BonusPointsRatingInLastFive,Opponent,OpponentGoalsScored,OpponentGoalsConceded,OpponentGoalsScoredInLastFive,OpponentGoalsConcededInLastFive
17,Ramsdale,Arsenal,Goalkeeper,4.9,31,17,450,0,0,0,0.01,2,4,4.840000000000001,6,0,77,0,0,0,0,0,0,0,0,0,0,0,Luton,9,16,0,0
19,Saka,Arsenal,Midfielder,8.7,31,176,2175,13,10,11.440000000000001,8.72,10,22,17.319999999999993,0,23,610,56,332,2,4.17,1.71,3,1,0.7000000000000001,0,9,170,Luton,9,16,0,0
20,Saliba,Arsenal,Defender,5.2,31,110,2430,2,1,1.54,0.7600000000000002,11,23,18.84,0,6,537,27,450,0,0.37,0.13,3,2,1.27,0,0,118,Luton,9,16,0,0
22,Smith Rowe,Arsenal,Midfielder,5.3,31,17,227,0,1,1.35,0.35000000000000003,2,1,1.2700000000000002,0,0,47,2,20,0,0.3,0.07,0,1,0.16,0,0,4,Luton,9,16,0,0
25,Tomiyasu,Arsenal,Defender,4.5,31,39,628,1,1,0.48,0.41000000000000003,3,5,7.250000000000001,0,3,147,0,0,0,0,0,0,0,0,0,0,0,Luton,9,16,0,0
26,Trossard,Arsenal,Midfielder,6.6,31,85,929,7,2,5.190000000000001,1.6600000000000004,5,8,7.21,0,8,226,29,192,1,0.94,0.09999999999999999,2,1,0.42,0,2,76,Luton,9,16,0,0
29,White,Arsenal,Defender,5.5,31,108,2043,2,3,0.7900000000000001,2.6,10,22,16.2,0,8,506,31,388,1,0.04,0.38,3,2,0.89,0,1,125,Luton,9,16,0,0
31,Zinchenko,Arsenal,Defender,4.9,31,85,1427,1,2,0.49000000000000005,2.43,7,13,10.679999999999998,0,13,379,1,45,0,0,0,0,1,0.1,0,0,2,Luton,9,16,0,0
113,Raya,Arsenal,Goalkeeper,4.8,31,87,1980,0,0,0,0.02,9,19,14.000000000000002,33,3,378,22,450,0,0,0,3,2,1.27,3,0,85,Luton,9,16,0,0
540,Rice,Arsenal,Midfielder,5.4,31,112,2302,5,5,2.2,3.28,11,22,17.699999999999996,0,11,544,35,397,3,0.6100000000000001,1.8900000000000001,3,2,0.89,0,4,143,Luton,9,16,0,0
585,J.Timber,Arsenal,Defender,4.7,31,0,49,0,0,0,0.01,0,0,0.28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Luton,9,16,0,0
34,Bailey,AstonVilla,Midfielder,5.5,31,111,1329,8,9,4.419999999999999,5.58,4,19,22.28,0,8,358,30,379,3,1.37,1.81,0,6,7.25,0,3,108,ManCity,8,2,0,0
36,Cash,AstonVilla,Defender,4.7,31,57,1759,2,1,4.09,2.26,3,28,28.78,0,4,302,5,391,0,0.13,0.4,0,7,9.08,0,0,53,ManCity,8,2,0,0
38,Coutinho,AstonVilla,Midfielder,5.8,31,2,24,0,0,0.15000000000000002,0.02,0,1,0.68,0,0,7,0,0,0,0,0,0,0,0,0,0,0,ManCity,8,2,0,0
41,Diego Carlos,AstonVilla,Defender,4.4,31,38,1156,0,0,0.58,0.29000000000000004,4,17,17.189999999999998,0,1,222,7,180,0,0,0.02,1,2,3.06,0,0,40,ManCity,8,2,0,0
42,Digne,AstonVilla,Defender,4.6,31,66,1575,1,3,0.71,2.76,5,20,23.37,0,2,308,10,54,0,0.34,0.02,0,0,1.46,0,0,25,ManCity,8,2,0,0
43,Douglas Luiz,AstonVilla,Midfielder,5.4,31,134,2238,9,5,6.35,3.6599999999999993,5,36,35.959999999999994,0,25,580,36,405,2,1.33,0.7400000000000001,0,7,8.28,0,7,146,ManCity,8,2,0,0
44,Duran,AstonVilla,Forward,5,31,24,174,2,1,1.23,0.05,0,1,2.22,0,3,72,0,0,0,0,0,0,0,0,0,0,0,ManCity,8,2,0,0
47,Kamara,AstonVilla,Midfielder,5,31,40,1653,0,1,0.13,1.3900000000000001,7,22,24.679999999999996,0,1,247,5,154,0,0,0.05,1,1,2.66,0,0,27,ManCity,8,2,0,0
48,Konsa,AstonVilla,Defender,4.5,31,60,2086,0,1,1.87,0.78,5,32,31.249999999999996,0,4,391,2,148,0,0.13,0.01,0,2,2.5199999999999996,0,0,24,ManCity,8,2,0,0
49,Martinez,AstonVilla,Goalkeeper,4.9,31,86,2340,0,0,0,0.01,6,36,37.589999999999996,74,12,493,14,450,0,0,0.01,1,7,9.32,13,0,99,ManCity,8,2,0,0
50,McGinn,AstonVilla,Midfielder,5.5,31,101,2310,6,3,4.530000000000001,4.119999999999999,6,35,34.41,0,9,410,19,426,1,1.26,0.76,1,7,8.25,0,1,99,ManCity,8,2,0,0
51,Mings,AstonVilla,Defender,4.2,31,0,30,0,0,0.01,0.16,0,2,1.08,0,0,5,0,0,0,0,0,0,0,0,0,0,0,ManCity,8,2,0,0
53,Olsen,AstonVilla,Goalkeeper,4,31,2,90,0,0,0,0,0,1,0.73,1,0,12,0,0,0,0,0,0,0,0,0,0,0,ManCity,8,2,0,0
58,Tielemans,AstonVilla,Midfielder,5.8,31,49,989,1,4,0.92,1.5500000000000003,2,16,19.279999999999998,0,0,190,18,346,1,0.66,0.35000000000000003,1,6,7.58,0,0,66,ManCity,8,2,0,0
59,Bertrand Traore,AstonVilla,Midfielder,5,31,2,10,0,0,0,0,0,0,0.77,0,0,6,0,0,0,0,0,0,0,0,0,0,0,ManCity,8,2,0,0
60,Watkins,AstonVilla,Forward,7.9,31,183,2389,16,15,14.200000000000001,3.4800000000000004,6,37,37.599999999999994,0,24,621,55,450,4,4.45,0.52,1,7,9.32,0,9,188,ManCity,8,2,0,0
584,Pau,AstonVilla,Defender,4.5,31,64,1652,2,0,0.88,0.55,4,22,24.179999999999996,0,4,326,3,135,0,0,0.01,0,2,2.4299999999999997,0,0,18,ManCity,8,2,0,0
599,Diaby,AstonVilla,Midfielder,6.6,31,97,1487,4,8,5.049999999999999,3.079999999999999,5,24,21.199999999999996,0,5,286,7,76,1,0.37,0.36,0,1,2.1199999999999997,0,0,25,ManCity,8,2,0,0
672,Zaniolo,AstonVilla,Midfielder,5.5,31,20,548,1,0,1.68,0.5800000000000001,1,7,8.09,0,0,5,2,23,0,0,0.04,0,0,0.18,0,0,5,ManCity,8,2,0,0
699,Lenglet,AstonVilla,Defender,4.5,31,24,871,0,1,0.7100000000000001,0.51,2,15,15.49,0,0,172,10,450,0,0.53,0.05,1,7,9.32,0,0,79,ManCity,8,2,0,0
63,Billing,Bournemouth,Midfielder,5.3,31,50,1212,2,3,2.08,1.7600000000000002,1,31,25.610000000000007,0,3,190,-1,44,0,0,0.02,0,0,0.24000000000000002,0,0,-4,CrystalPalace,7,11,0,0
64,Brooks,Bournemouth,Midfielder,4.9,31,23,271,1,1,2.45,0.47000000000000003,0,7,6.080000000000001,0,2,71,0,0,0,0,0,0,0,0,0,0,0,CrystalPalace,7,11,0,0
65,Christie,Bournemouth,Midfielder,5,31,57,2027,0,2,1.2100000000000002,3.479999999999999,5,40,34.65,0,3,267,7,367,0,0.25,0.9600000000000001,0,7,7.16,0,0,33,CrystalPalace,7,11,0,0
66,L.Cook,Bournemouth,Midfielder,5,31,51,1711,0,3,0.12000000000000001,1.8200000000000003,5,32,33.33,0,5,283,19,450,2,0.03,0.45000000000000007,1,7,7.54,0,3,81,CrystalPalace,7,11,0,0
70,Kelly,Bournemouth,Defender,4.5,31,25,1010,0,0,0.19,0.18000000000000002,2,23,16.630000000000003,0,3,172,3,217,0,0,0.02,0,5,3.7199999999999998,0,0,20,CrystalPalace,7,11,0,0
72,Kluivert,Bournemouth,Midfielder,4.8,31,58,1159,4,0,2.7399999999999998,1.1100000000000003,6,14,18.67,0,2,142,16,265,0,1.26,0.16999999999999998,1,3,4.859999999999999,0,0,51,CrystalPalace,7,11,0,0
73,Lowe,SheffieldUtd,Defender,4.9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool,13,6,0,0
75,Mepham,Bournemouth,Defender,4.3,31,10,343,0,0,0.09,0.04,1,10,5.85,0,0,59,6,78,0,0,0,1,0,1.19,0,0,20,CrystalPalace,7,11,0,0
76,Moore,Bournemouth,Forward,4.8,31,14,100,1,0,1.44,0.33,0,2,2.26,0,2,38,0,0,0,0,0,0,0,0,0,0,0,CrystalPalace,7,11,0,0
77,N.Neto,Bournemouth,Goalkeeper,4.5,31,90,2160,0,0,0,0.01,6,40,39.13999999999999,89,12,465,18,450,0,0,0,1,7,7.54,23,2,101,CrystalPalace,7,11,0,0
81,Rothwell,Bournemouth,Midfielder,4.9,31,13,380,0,0,0.06,0.22,0,12,11.24,0,0,54,0,0,0,0,0,0,0,0,0,0,0,CrystalPalace,7,11,0,0
82,Semenyo,Bournemouth,Forward,4.5,31,68,1239,5,3,2.66,1.1800000000000002,5,19,20.220000000000002,0,8,230,19,329,0,0.36,0.41,1,3,5.19,0,4,71,CrystalPalace,7,11,0,0
83,Senesi,Bournemouth,Defender,4.4,31,69,1655,3,2,0.93,1.8600000000000003,4,33,30.54,0,8,329,11,360,0,0.12,0.7300000000000001,0,7,6.33,0,1,55,CrystalPalace,7,11,0,0
85,Solanke,Bournemouth,Forward,6.4,31,130,2315,14,3,14.82,1.4600000000000004,6,44,40.330000000000005,0,15,404,22,448,2,3.45,0.45000000000000007,1,7,7.5,0,3,52,CrystalPalace,7,11,0,0
86,Tavernier,Bournemouth,Midfielder,5.4,31,73,1710,2,4,3.4999999999999996,3.34,6,33,28.419999999999998,0,5,264,9,360,0,0.79,0.7000000000000001,1,6,6.89,0,0,11,CrystalPalace,7,11,0,0
87,Hamed Traorè,Bournemouth,Midfielder,4.8,31,3,44,0,0,0.16999999999999998,0.01,0,1,0.84,0,0,10,0,0,0,0,0,0,0,0,0,0,0,CrystalPalace,7,11,0,0
89,Zabarnyi,Bournemouth,Defender,4.5,31,55,2340,0,0,0.48000000000000004,0.42,6,47,41.9,0,1,402,11,450,0,0.05,0.05,1,7,7.54,0,0,74,CrystalPalace,7,11,0,0
595,Kerkez,Bournemouth,Defender,4.5,31,42,1399,0,1,0.3,0.5700000000000001,4,28,28.880000000000003,0,1,206,10,227,0,0.12,0.05,1,2,3.79,0,0,44,CrystalPalace,7,11,0,0
643,Aarons,Bournemouth,Defender,4.5,31,23,1084,0,1,0.02,0.87,2,30,24.259999999999998,0,0,174,0,0,0,0,0,0,0,0,0,0,0,CrystalPalace,7,11,0,0
705,Sinisterra,Bournemouth,Midfielder,5.5,31,40,574,2,2,1.9900000000000004,0.8500000000000001,1,13,9.48,0,2,130,10,140,1,0.39,0.24000000000000002,0,4,2.1,0,2,30,CrystalPalace,7,11,0,0
90,Ajer,Brentford,Defender,4.5,31,29,1112,0,1,0.7399999999999999,1.9700000000000002,2,24,20.689999999999998,0,1,171,5,376,0,0,0.12,0,11,8.83,0,0,49,Brighton,11,7,0,0
96,Collins,Brentford,Defender,4.5,31,53,1749,1,1,1.1600000000000001,0.6900000000000002,4,40,30.419999999999998,0,5,325,10,389,0,0.04,0.09999999999999999,1,11,8.29,0,2,63,Brighton,11,7,0,0
98,Damsgaard,Brentford,Midfielder,4.9,31,22,351,0,2,0.4600000000000001,0.51,1,4,4.52,0,0,80,7,43,1,0.03,0.23000000000000004,0,1,1.14,0,0,32,Brighton,11,7,0,0
99,Dasilva,Brentford,Midfielder,4.8,31,3,22,0,0,0,0.23,0,0,0.1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Brighton,11,7,0,0
101,Flekken,Brentford,Goalkeeper,4.5,31,75,2295,0,1,0,0.08999999999999998,4,48,39.41,84,5,473,25,540,1,0,0.03,1,14,11.88,35,4,144,Brighton,11,7,0,0
103,Henry,Brentford,Defender,4.5,31,13,401,0,1,0.07,0.9,1,5,5.12,0,0,74,0,0,0,0,0,0,0,0,0,0,0,Brighton,11,7,0,0
104,Hickey,Brentford,Defender,4.5,31,17,713,0,0,0.20000000000000004,0.13,2,12,10.2,0,0,87,0,0,0,0,0,0,0,0,0,0,0,Brighton,11,7,0,0
105,Janelt,Brentford,Midfielder,5.4,31,62,2150,0,3,1.33,2.3299999999999987,5,39,34.54,0,1,303,13,428,1,0.16,0.21000000000000002,1,10,9.82,0,0,53,Brighton,11,7,0,0
106,Jensen,Brentford,Midfielder,5.4,31,77,1455,3,4,0.59,3.3000000000000003,6,33,25.469999999999995,0,8,311,10,319,0,0.05,0.29000000000000004,1,11,7.21,0,0,41,Brighton,11,7,0,0
107,Lewis-Potter,Brentford,Midfielder,4.8,31,47,905,2,2,3.3000000000000003,1.1800000000000002,1,25,15.56,0,1,132,9,157,1,0.04,0.26,0,6,2.9699999999999998,0,0,32,Brighton,11,7,0,0
108,Mbeumo,Brentford,Midfielder,6.9,31,87,1286,7,4,8.420000000000002,3.88,3,20,18.669999999999998,0,9,250,0,0,0,0,0,0,0,0,0,0,0,Brighton,11,7,0,0
109,Mee,Brentford,Defender,4.9,31,39,1272,2,1,1.5699999999999998,0.78,1,28,24.799999999999997,0,3,210,9,420,0,0.83,0.01,1,10,9.690000000000001,0,0,59,Brighton,11,7,0,0
110,Norgaard,Brentford,Midfielder,5.5,31,62,2142,2,1,3.5,2.09,4,44,37,0,3,356,19,506,0,1.3000000000000003,0.21000000000000002,1,12,10.91,0,1,97,Brighton,11,7,0,0
111,Onyeka,Brentford,Midfielder,4.9,31,28,995,0,2,1.8000000000000005,1.4000000000000001,1,25,18.02,0,0,106,8,263,1,0.43999999999999995,0.11000000000000001,0,8,6.1000000000000005,0,0,21,Brighton,11,7,0,0
112,Pinnock,Brentford,Defender,4.5,31,59,2070,1,0,1.6400000000000003,0.81,4,39,32.489999999999995,0,5,396,7,180,0,0.04,0.02,1,3,3.28,0,0,36,Brighton,11,7,0,0
115,Schade,Brentford,Midfielder,5.4,31,19,255,1,1,0.8,0.35,1,2,2.36,0,2,40,0,0,0,0,0,0,0,0,0,0,0,Brighton,11,7,0,0
117,Toney,Brentford,Forward,7.9,31,37,720,4,1,3.12,0.7300000000000001,1,19,15.83,0,4,123,19,540,0,1.8200000000000003,0.42000000000000004,1,14,11.88,0,0,61,Brighton,11,7,0,0
119,Wissa,Brentford,Forward,6,31,78,1740,6,2,7.179999999999999,1.37,7,28,25.839999999999996,0,8,253,13,197,0,0.7799999999999999,0.27,1,4,4.5,0,0,58,Brighton,11,7,0,0
258,Maupay,Brentford,Forward,4.9,31,71,1286,6,3,6.450000000000001,1.91,3,33,23.810000000000002,0,6,247,18,324,0,1.01,0.28,1,10,7.31,0,1,71,Brighton,11,7,0,0
122,Adingra,Brighton,Midfielder,5,31,74,1364,6,1,2.97,1.71,1,25,20.87,0,8,240,18,225,0,0.6799999999999999,0.29000000000000004,1,2,1.88,0,2,49,Brentford,7,11,0,0
128,Dahoud,Brighton,Midfielder,4.8,31,14,449,0,1,0.22000000000000003,0.54,1,6,5.16,0,0,68,0,0,0,0,0,0,0,0,0,0,0,Brentford,7,11,0,0
129,Dunk,Brighton,Defender,5,31,60,2014,3,1,2.9700000000000006,2.12,2,38,33.970000000000006,0,7,377,31,418,1,0.64,0.54,1,6,3.4000000000000004,0,6,118,Brentford,7,11,0,0
130,Enciso,Brighton,Midfielder,5.2,31,10,130,0,2,0.42000000000000004,0.6,0,4,2.45,0,0,31,2,62,0,0.22,0.02,0,3,0.43000000000000005,0,0,1,Brentford,7,11,0,0
131,Estupinan,Brighton,Defender,5.3,31,48,975,2,3,0.9800000000000001,2.1200000000000006,2,21,19.830000000000002,0,7,231,3,229,0,0.05,0.47,0,6,3.5700000000000003,0,0,29,Brentford,7,11,0,0
132,Ferguson,Brighton,Forward,6,31,67,1290,6,1,4.49,0.7700000000000001,2,28,21.51,0,5,212,8,263,0,0.7899999999999999,0.1,1,5,2.26,0,0,11,Brentford,7,11,0,0
133,Gilmour,Brighton,Midfielder,4.9,31,54,1775,0,3,0.8600000000000003,2.150000000000001,5,30,29.909999999999997,0,4,310,5,350,0,0.1,0.22,1,3,2.55,0,0,43,Brentford,7,11,0,0
134,Gross,Brighton,Midfielder,6.3,31,124,2122,4,10,5.2700000000000005,6.62,4,32,33.690000000000005,0,26,542,37,391,4,1.84,1.6,1,5,3.4000000000000004,0,11,156,Brentford,7,11,0,0
135,Joao Pedro,Brighton,Forward,5.4,31,83,1385,8,2,8.65,2.95,3,25,23.45,0,11,322,8,87,0,0.66,0.07,0,1,0.28,0,2,38,Brentford,7,11,0,0
138,Lallana,Brighton,Midfielder,4.9,31,23,645,0,1,0.31000000000000005,1.37,1,10,10.299999999999999,0,0,79,4,131,0,0.03,0.22,0,2,1.7400000000000002,0,0,22,Brentford,7,11,0,0
139,Lamptey,Brighton,Defender,3.9,31,24,560,0,3,0.28,0.47,1,11,5.360000000000001,0,0,113,13,319,1,0.09,0.34,1,4,1.91,0,0,65,Brentford,7,11,0,0
140,March,Brighton,Midfielder,6.5,31,39,555,3,1,2.1,0.97,2,11,10.5,0,6,134,0,0,0,0,0,0,0,0,0,0,0,Brentford,7,11,0,0
142,Milner,Brighton,Midfielder,4.9,31,28,770,0,2,0.29000000000000004,2.1799999999999997,4,12,12.809999999999999,0,0,146,0,0,0,0,0,0,0,0,0,0,0,Brentford,7,11,0,0
143,Mitoma,Brighton,Midfielder,6.6,31,74,1485,3,7,3.49,3.5599999999999996,1,27,24.640000000000008,0,7,252,11,165,2,0.29000000000000004,0.21,1,2,1.81,0,0,41,Brentford,7,11,0,0
148,Steele,Brighton,Goalkeeper,4.4,31,41,1350,0,0,0,0,2,28,22.36,39,5,270,3,180,0,0,0,0,5,2.84,6,0,38,Brentford,7,11,0,0
150,Van Hecke,Brighton,Defender,4,31,46,1828,0,0,1.33,0.8200000000000001,3,28,27.019999999999996,0,3,355,11,450,0,0.08,0.45,1,7,4.0200000000000005,0,0,100,Brentford,7,11,0,0
151,Veltman,Brighton,Defender,4.4,31,23,1034,0,1,0.22999999999999998,0.4,0,25,18.1,0,0,184,3,126,0,0,0.11,0,5,1.8199999999999998,0,0,27,Brentford,7,11,0,0
152,Verbruggen,Brighton,Goalkeeper,4.4,31,30,1080,0,0,0,0,1,16,16.63,32,2,215,10,270,0,0,0,1,2,1.18,6,0,58,Brentford,7,11,0,0
153,Webster,Brighton,Defender,4.4,31,13,766,0,0,0.37,0.25,1,16,12.88,0,0,142,2,135,0,0.04,0.11000000000000001,0,3,1.43,0,0,28,Brentford,7,11,0,0
154,Welbeck,Brighton,Forward,5.8,31,51,994,3,3,3.39,1.11,7,14,14.550000000000002,0,4,166,16,243,2,1.1,0.62,2,2,1.69,0,0,63,Brentford,7,11,0,0
700,Ansu Fati,Brighton,Midfielder,6.5,31,29,409,2,1,3.1300000000000003,0.48000000000000004,1,10,6.120000000000001,0,1,76,8,123,1,0.4,0.19,0,4,2.29,0,0,21,Brentford,7,11,0,0
157,Al-Dakhil,Burnley,Defender,4,31,19,1055,1,0,1.28,0.54,0,26,20.63,0,0,127,0,0,0,0,0,0,0,0,0,0,0,Wolves,7,8,0,0
159,Benson,Burnley,Midfielder,5.3,31,6,88,0,0,0.05,0.16999999999999998,0,4,3.4099999999999997,0,0,18,2,15,0,0.02,0.15,0,1,0.05,0,0,7,Wolves,7,8,0,0
160,Beyer,Burnley,Defender,4,31,30,1234,0,1,0.56,0.19,2,23,20.87,0,4,236,0,0,0,0,0,0,0,0,0,0,0,Wolves,7,8,0,0
161,Brownhill,Burnley,Midfielder,4.8,31,60,1983,3,1,1.28,1.7600000000000005,2,48,39.910000000000004,0,0,307,6,304,1,0.28,0.14,0,13,11.02,0,0,26,Wolves,7,8,0,0
163,Cork,Burnley,Midfielder,4.8,31,3,18,0,0,0,0.01,0,0,0.13,0,0,7,1,1,0,0,0,0,0,0,0,0,2,Wolves,7,8,0,0
165,Cullen,Burnley,Midfielder,5,31,23,1076,0,1,0.17,1.04,0,30,22.930000000000003,0,0,153,3,142,0,0.09,0.14,0,5,3.17,0,0,20,Wolves,7,8,0,0
168,Foster,Burnley,Forward,5,31,52,1130,4,3,2,0.5800000000000001,2,29,22.81,0,4,166,2,90,0,0.01,0.02,0,2,1.28,0,0,11,Wolves,7,8,0,0
170,Gudmundsson,Burnley,Midfielder,4.9,31,33,1047,0,2,0.8700000000000001,2.14,2,23,17.55,0,0,146,5,163,0,0,0.15,0,6,4.3,0,0,21,Wolves,7,8,0,0
173,O'Shea,Burnley,Defender,4.4,31,42,2016,1,3,0.5,0.55,2,54,41.07,0,1,335,8,449,0,0.15000000000000002,0.06,0,15,10.049999999999999,0,0,70,Wolves,7,8,0,0
176,Roberts,Burnley,Defender,4.4,31,12,817,0,1,0,0.3500000000000001,0,23,19.909999999999997,0,0,111,0,0,0,0,0,0,0,0,0,0,0,Wolves,7,8,0,0
177,Rodriguez,Burnley,Forward,5.3,31,36,724,2,1,3.3300000000000005,0.06999999999999999,1,16,12.080000000000002,0,3,107,3,29,0,0,0,0,2,1.39,0,0,9,Wolves,7,8,0,0
178,Taylor,Burnley,Defender,3.9,31,36,1632,1,1,0.13,0.9300000000000002,2,34,30.47,0,1,250,2,192,0,0,0.38,0,6,3.9,0,0,24,Wolves,7,8,0,0
182,Vitinho,Burnley,Defender,4.4,31,34,1512,0,0,0.99,0.6000000000000001,2,31,26.960000000000004,0,0,161,5,197,0,0.6599999999999999,0.060000000000000005,0,4,4.22,0,0,18,Wolves,7,8,0,0
475,Berge,Burnley,Midfielder,4.8,31,52,2012,1,1,1.6600000000000001,0.5800000000000002,2,52,44.71,0,3,265,9,450,0,0.16,0.11000000000000001,0,15,10.049999999999999,0,0,74,Wolves,7,8,0,0
594,Amdouni,Burnley,Forward,5.4,31,71,1759,4,1,4.04,1.1700000000000002,5,36,30.319999999999997,0,9,208,7,249,0,0.34,0.26,0,8,4.45,0,0,20,Wolves,7,8,0,0
596,Trafford,Burnley,Goalkeeper,4.5,31,69,2430,0,0,0,0.04,2,60,47.550000000000004,104,5,520,9,450,0,0,0.02,0,15,10.049999999999999,18,1,85,Wolves,7,8,0,0
600,Redmond,Burnley,Midfielder,4.8,31,11,132,0,0,0.03,0.37000000000000005,0,5,3.9200000000000004,0,0,38,0,0,0,0,0,0,0,0,0,0,0,Wolves,7,8,0,0
605,Koleosho,Burnley,Midfielder,5,31,40,972,1,2,1.9599999999999997,1.07,3,23,15.55,0,0,80,0,0,0,0,0,0,0,0,0,0,0,Wolves,7,8,0,0
608,Bruun Larsen,Burnley,Midfielder,4.9,31,36,537,2,0,1.44,0.5,1,11,9.260000000000002,0,0,104,5,85,0,0.16,0.16,0,1,1.81,0,0,15,Wolves,7,8,0,0
674,Delcroix,Burnley,Defender,4,31,7,562,0,0,0.35,0.12,0,24,14.99,0,0,84,1,180,0,0,0.06,0,8,5.279999999999999,0,0,20,Wolves,7,8,0,0
675,A.Ramsey,Burnley,Midfielder,5,31,18,522,0,0,0.35000000000000003,0.48000000000000004,0,17,11.330000000000002,0,0,62,5,204,0,0.25,0.02,0,8,4.01,0,0,20,Wolves,7,8,0,0
126,Caicedo,Chelsea,Midfielder,4.8,31,44,1850,0,1,0.23,1.0300000000000002,4,31,29.380000000000003,0,0,270,9,332,1,0,0.33999999999999997,0,6,5.95,0,0,56,ManUtd,9,7,0,0
145,Sanchez,Chelsea,Goalkeeper,4.6,31,59,1433,0,0,0,0,3,25,23.720000000000002,53,7,317,0,0,0,0,0,0,0,0,0,0,0,ManUtd,9,7,0,0
194,Chalobah,Chelsea,Defender,4.3,31,2,109,0,0,0,0.01,0,3,2.6100000000000003,0,0,21,2,109,0,0,0.01,0,3,2.6100000000000003,0,0,21,ManUtd,9,7,0,0
195,Chilwell,Chelsea,Defender,5.6,31,20,742,0,1,1.08,1.62,1,14,12.459999999999999,0,2,111,5,350,0,0.23,0.27,0,7,6.220000000000001,0,0,48,ManUtd,9,7,0,0
196,Chukwuemeka,Chelsea,Midfielder,4.4,31,12,168,1,1,0.1,0.27,0,4,3.8099999999999996,0,0,43,1,18,0,0.02,0.03,0,1,1.01,0,0,3,ManUtd,9,7,0,0
197,Colwill,Chelsea,Defender,4.5,31,65,1794,1,1,1.2900000000000003,0.5300000000000001,5,26,28.430000000000007,0,4,355,4,197,0,0,0.02,0,3,4.93,0,0,38,ManUtd,9,7,0,0
198,Cucurella,Chelsea,Defender,4.8,31,10,703,0,0,0.85,0.26,1,14,13.229999999999999,0,0,104,0,0,0,0,0,0,0,0,0,0,0,ManUtd,9,7,0,0
199,Enzo,Chelsea,Midfielder,5,31,62,1782,3,1,5.199999999999998,3.4699999999999998,5,34,32.12,0,4,295,14,340,0,0.61,1.27,0,8,7.16,0,1,73,ManUtd,9,7,0,0
201,W.Fofana,Chelsea,Defender,4.4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManUtd,9,7,0,0
