Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Fabio Vieira,27,269,1,45,0,0,0,0.23,0,0,0.2,0,0,3
Gabriel,27,269,6,90,0,0,0,0.06,1,0,0.23,0,0,28
Havertz,27,269,14,90,1,1,0.17,0.16,1,0,0.23,0,3,41
G.Jesus,27,269,1,26,0,0,0.05,0.12,0,0,0.11,0,0,2
Jorginho,27,269,3,64,0,0,0,0.16,1,0,0.13,0,0,14
Kiwior,27,269,10,90,0,1,0.06,0.1,1,0,0.23,0,1,35
Martinelli,27,269,11,63,1,1,0.59,0.15,1,0,0.13,0,0,32
Nketiah,27,269,0,0,0,0,0,0,0,0,0,0,0,0
Odegaard,27,269,10,90,1,0,0.69,0.21,1,0,0.23,0,2,40
Thomas,27,269,1,25,0,0,0,0.04,0,0,0.11,0,0,7
Ramsdale,27,269,0,0,0,0,0,0,0,0,0,0,0,0
Saka,27,269,7,45,0,2,0.26,0.26,0,0,0.03,0,0,23
Saliba,27,269,6,90,0,0,0,0.07,1,0,0.23,0,0,27
Smith Rowe,27,269,0,0,0,0,0,0,0,0,0,0,0,0
Tavares,27,268,0,0,0,0,0,0,0,0,0,0,0,0
Tomiyasu,27,269,0,0,0,0,0,0,0,0,0,0,0,0
Trossard,27,269,1,16,0,0,0,0.01,0,0,0.11,0,0,2
Turner,27,268,0,0,0,0,0,0,0,0,0,0,0,0
White,27,269,13,64,1,0,0.04,0.05,1,0,0.13,0,1,35
Zinchenko,27,269,0,0,0,0,0,0,0,0,0,0,0,0
Archer,27,269,0,0,0,0,0,0,0,0,0,0,0,0
Bailey,27,265,4,78,0,1,0.06,0.48,0,2,2.15,0,0,17
Cash,27,265,1,90,0,0,0,0.01,0,2,2.28,0,0,13
Coutinho,27,265,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,27,265,0,0,0,0,0,0,0,0,0,0,0,0
Digne,27,265,7,11,1,0,0.28,0,0,0,0.13,0,0,18
Douglas Luiz,27,265,4,90,0,1,0.04,0.02,0,2,2.28,0,0,18
Duran,27,265,0,0,0,0,0,0,0,0,0,0,0,0
Kamara,27,265,0,0,0,0,0,0,0,0,0,0,0,0
Konsa,27,265,1,90,0,0,0,0,0,2,2.28,0,0,17
Martinez,27,265,1,90,0,0,0,0.01,0,2,2.28,2,0,16
McGinn,27,265,2,90,0,0,0,0.37,0,2,2.28,0,0,15
Mings,27,265,0,0,0,0,0,0,0,0,0,0,0,0
Nakamba,27,265,0,0,0,0,0,0,0,0,0,0,0,0
Olsen,27,265,0,0,0,0,0,0,0,0,0,0,0,0
Tielemans,27,265,2,78,0,0,0,0.05,0,2,2.15,0,0,7
Bertrand Traore,27,265,0,0,0,0,0,0,0,0,0,0,0,0
Watkins,27,265,13,90,2,0,0.62,0.02,0,2,2.28,0,3,47
Billing,27,262,1,17,0,0,0,0,0,0,0.17,0,0,4
Brooks,27,262,0,0,0,0,0,0,0,0,0,0,0,0
Christie,27,262,1,45,0,0,0,0,0,0,1.23,0,0,1
L.Cook,27,262,12,90,0,2,0,0.02,1,0,1.53,0,3,33
Kelly,27,262,0,0,0,0,0,0,0,0,0,0,0,0
Kluivert,27,262,7,72,1,0,0.5,0.06,1,0,1.37,0,0,27
Lowe,27,262,0,0,0,0,0,0,0,0,0,0,0,0
Mepham,27,262,6,78,0,0,0,0,1,0,1.19,0,0,20
Moore,27,262,0,0,0,0,0,0,0,0,0,0,0,0
N.Neto,27,262,8,90,0,0,0,0,1,0,1.53,5,1,29
Rothwell,27,262,0,0,0,0,0,0,0,0,0,0,0,0
Semenyo,27,262,7,90,1,0,0.2,0.29,1,0,1.53,0,2,31
Senesi,27,262,1,11,0,0,0,0.03,0,0,0.34,0,0,5
Solanke,27,262,2,88,0,0,0.19,0.1,1,0,1.49,0,0,1
Tavernier,27,262,2,90,0,0,0.21,0.01,1,0,1.53,0,0,-5
Hamed Traorè,27,262,0,0,0,0,0,0,0,0,0,0,0,0
Zabarnyi,27,262,6,90,0,0,0,0,1,0,1.53,0,0,22
Ajer,27,261,1,90,0,0,0,0,0,2,1.81,0,0,8
Collins,27,261,1,90,0,0,0,0,0,2,1.81,0,0,10
Damsgaard,27,261,0,0,0,0,0,0,0,0,0,0,0,0
Dasilva,27,261,0,0,0,0,0,0,0,0,0,0,0,0
Flekken,27,261,2,90,0,0,0,0.01,0,2,1.81,3,0,16
Henry,27,261,0,0,0,0,0,0,0,0,0,0,0,0
Hickey,27,261,0,0,0,0,0,0,0,0,0,0,0,0
Janelt,27,261,1,86,0,0,0.12,0.01,0,2,1.72,0,0,1
Jensen,27,261,1,13,0,0,0,0,0,1,0.37,0,0,6
Lewis-Potter,27,261,0,0,0,0,0,0,0,0,0,0,0,0
Mbeumo,27,261,0,0,0,0,0,0,0,0,0,0,0,0
Mee,27,261,0,0,0,0,0,0,0,0,0,0,0,0
Norgaard,27,261,2,90,0,0,0,0.01,0,2,1.81,0,0,19
