Id,Name,Team,Position,Price,Week,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointRating,PointsInLastFive,MinutesInLastFive,GoalsInLastFive,xGoalsInLastFive,xAssistsInLastFive,CleanSheetsInLastFive,GoalsConcededInLastFive,xGoalsConcededInLastFive,SavesInLastFive,BonusPointsInLastFive,BonusPointsRatingInLastFive,Opponent,OpponentGoalsScored,OpponentGoalsConceded,OpponentGoalsScoredInLastFive,OpponentGoalsConcededInLastFive
714,Origi,NottmForest,Forward,5,33,22,543,0,1,1.2000000000000002,0.8200000000000001,2,6,9.51,0,0,50,8,277,0,0.9500000000000001,0.22999999999999998,2,2,3.62,0,0,7,Wolves,4,7,0,0
33,Archer,SheffieldUtd,Forward,4.5,33,66,1449,4,2,3.7199999999999998,0.77,2,36,30.510000000000005,0,9,206,0,0,0,0,0,0,0,0,0,0,0,Brentford,5,7,0,0
471,Ahmedhodzic,SheffieldUtd,Defender,4.4,33,25,2019,1,0,2.4299999999999997,0.33,1,66,46.98000000000001,0,4,257,1,264,0,0.02,0.2,0,14,6.5600000000000005,0,0,46,Brentford,5,7,0,0
473,Baldock,SheffieldUtd,Defender,3.9,33,21,968,0,2,0.03,0.6300000000000001,0,21,22.11,0,2,117,2,135,0,0,0.04,0,3,3.78,0,0,13,Brentford,5,7,0,0
474,Basham,SheffieldUtd,Defender,4,33,8,316,0,0,0.12000000000000001,0.07,0,6,7.12,0,0,35,0,0,0,0,0,0,0,0,0,0,0,Brentford,5,7,0,0
476,Bogle,SheffieldUtd,Defender,4.5,33,43,2095,1,3,1.6500000000000004,0.8300000000000001,3,58,42.54,0,0,255,6,338,1,0.4,0.04,1,12,7.18,0,0,35,Brentford,5,7,0,0
480,Egan,SheffieldUtd,Defender,4.4,33,1,482,0,0,0.17,0,0,17,14.85,0,0,54,0,0,0,0,0,0,0,0,0,0,0,Brentford,5,7,0,0
481,Fleck,SheffieldUtd,Midfielder,4.9,33,3,89,0,0,0,0.35,0,5,3.1500000000000004,0,0,13,0,0,0,0,0,0,0,0,0,0,0,Brentford,5,7,0,0
482,Foderingham,SheffieldUtd,Goalkeeper,4.5,33,58,2198,0,0,0,0.05,1,63,49.29000000000001,108,7,429,0,0,0,0,0,0,0,0,0,0,0,Brentford,5,7,0,0
485,McBurnie,SheffieldUtd,Forward,5.4,33,54,1022,5,3,4.9399999999999995,1.6300000000000001,1,35,24.830000000000002,0,7,189,13,229,1,1.02,0.43,1,9,5.6499999999999995,0,2,52,Brentford,5,7,0,0
488,Norwood,SheffieldUtd,Midfielder,4.9,33,40,1405,1,0,1.1,1.2200000000000002,0,45,34.68,0,3,224,1,31,0,0,0,0,6,2.21,0,0,7,Brentford,5,7,0,0
489,Osborn,SheffieldUtd,Midfielder,4.8,33,25,815,0,1,0.15,0.44000000000000006,0,20,17.560000000000002,0,0,100,7,281,0,0,0.07,0,10,6.609999999999999,0,0,30,Brentford,5,7,0,0
490,Osula,SheffieldUtd,Forward,4.4,33,23,752,0,1,1.59,0.13,0,22,19.360000000000003,0,0,23,3,82,0,0.04,0,0,4,1.98,0,0,2,Brentford,5,7,0,0
576,J.Robinson,SheffieldUtd,Defender,4.5,33,30,2500,1,1,0.9700000000000001,0.7100000000000002,1,73,54.47000000000001,0,1,346,8,360,0,0.14,0.05,0,14,8.59,0,0,62,Brentford,5,7,0,0
587,Slimane,SheffieldUtd,Midfielder,4.8,33,11,362,0,0,0.81,0.12,1,13,8.93,0,0,19,1,3,0,0,0,0,1,0.42,0,0,2,Brentford,5,7,0,0
592,Larouci,SheffieldUtd,Defender,4.4,33,8,417,0,0,0.19999999999999998,0.03,0,10,10.969999999999999,0,0,51,0,0,0,0,0,0,0,0,0,0,0,Brentford,5,7,0,0
593,T.Benie,SheffieldUtd,Forward,5.3,33,11,383,0,0,0.27,0.46,0,13,11.659999999999998,0,0,14,0,0,0,0,0,0,0,0,0,0,0,Brentford,5,7,0,0
638,Vini Souza,SheffieldUtd,Midfielder,5,33,64,2340,1,1,0.44,0.41000000000000003,1,69,51.00000000000001,0,4,318,7,309,0,0,0,0,12,6.390000000000001,0,0,31,Brentford,5,7,0,0
663,Hamer,SheffieldUtd,Midfielder,5,33,80,2213,3,5,2.34,3.0999999999999996,2,59,46.419999999999995,0,4,333,18,331,2,0.47,0.8,0,12,7.739999999999999,0,1,63,Brentford,5,7,0,0
693,L.Thomas,SheffieldUtd,Defender,4,33,7,916,0,0,0.53,0.18000000000000002,0,29,21.700000000000003,0,0,80,0,0,0,0,0,0,0,0,0,0,0,Brentford,5,7,0,0
492,Bentancur,Spurs,Midfielder,5.4,33,20,620,1,0,1.2600000000000002,0.8600000000000002,0,13,11.189999999999998,0,0,90,4,197,0,0.13,0.28,0,2,1.95,0,0,25,Newcastle,11,11,0,0
493,Bissouma,Spurs,Midfielder,5,33,37,1717,0,0,1,1.4800000000000002,7,25,32.13999999999999,0,0,266,10,409,0,0.05,0.22000000000000003,1,6,5.1000000000000005,0,0,78,Newcastle,11,11,0,0
495,Davies,Spurs,Defender,4.4,33,31,998,1,1,2.34,0.55,1,18,21.35,0,0,201,0,0,0,0,0,0,0,0,0,0,0,Newcastle,11,11,0,0
497,E.Royal,Spurs,Defender,4.5,33,26,952,1,0,0.19,0.7500000000000002,0,23,23.19,0,4,200,2,90,0,0,0.03,0,1,0.29,0,0,17,Newcastle,11,11,0,0
499,Hojbjerg,Spurs,Midfielder,5.3,33,32,1011,0,0,0.41000000000000003,1.3700000000000003,1,22,22.67,0,0,182,4,44,0,0,0.14,0,0,0.5,0,0,26,Newcastle,11,11,0,0
501,Kulusevski,Spurs,Midfielder,7,33,104,2274,6,3,3.5500000000000003,5.55,7,34,40.91,0,11,381,12,335,1,0.14,0.6500000000000001,1,5,4.56,0,0,57,Newcastle,11,11,0,0
503,Lo Celso,Spurs,Midfielder,4.8,33,40,440,2,2,0.44000000000000006,1.57,1,10,10.649999999999999,0,6,161,3,27,0,0.02,0.56,0,0,0.32000000000000006,0,0,16,Newcastle,11,11,0,0
504,Maddison,Spurs,Midfielder,7.9,33,98,1599,4,9,4.57,4.74,6,20,22.709999999999997,0,9,392,20,370,1,1.13,0.87,1,6,5.1000000000000005,0,1,98,Newcastle,11,11,0,0
506,Pedro Porro,Spurs,Defender,5,33,99,2427,0,8,2.41,5.179999999999999,6,39,44.97999999999999,0,14,575,12,360,0,0.2,0.44999999999999996,1,5,5.31,0,1,65,Newcastle,11,11,0,0
507,Perisic,Spurs,Defender,4.8,33,6,98,0,1,0.12,0.8,0,1,1.44,0,0,34,0,0,0,0,0,0,0,0,0,0,0,Newcastle,11,11,0,0
509,Richarlison,Spurs,Midfielder,6.8,33,110,1364,10,3,8.899999999999999,1.2100000000000002,7,17,23.15,0,7,266,3,23,0,0.25,0.01,0,0,0.5,0,0,4,Newcastle,11,11,0,0
511,Romero,Spurs,Defender,4.8,33,90,2070,4,0,1.47,1.0500000000000003,6,29,38.04,0,15,476,22,450,0,0.2,0.2,1,6,5.6,0,4,110,Newcastle,11,11,0,0
513,Sarr,Spurs,Midfielder,4.6,33,75,1568,3,3,2.81,1.68,8,18,25.929999999999996,0,4,331,11,229,1,0.33,0.52,1,4,3.65,0,0,42,Newcastle,11,11,0,0
515,Skipp,Spurs,Midfielder,4.7,33,18,569,0,0,0.72,0.32,0,15,14.909999999999998,0,0,87,0,0,0,0,0,0,0,0,0,0,0,Newcastle,11,11,0,0
516,Son,Spurs,Midfielder,9.2,33,180,2250,15,8,8.91,6.26,7,35,39.64999999999999,0,24,587,38,442,2,1.87,1.49,1,6,5.300000000000001,0,6,120,Newcastle,11,11,0,0
519,Udogie,Spurs,Defender,4.8,33,77,2211,2,3,2.42,2.2499999999999996,5,38,44.279999999999994,0,8,380,13,450,0,0.2,0.2,1,6,5.6,0,0,76,Newcastle,11,11,0,0
520,Vicario,Spurs,Goalkeeper,5.1,33,94,2700,0,0,0,0,6,44,49.06999999999999,87,8,575,15,450,0,0,0,1,6,5.6,10,0,91,Newcastle,11,11,0,0
583,Solomon,Spurs,Midfielder,5.3,33,14,196,0,2,0.41000000000000003,0.7499999999999999,0,2,1.79,0,2,53,0,0,0,0,0,0,0,0,0,0,0,Newcastle,11,11,0,0
639,Van de Ven,Spurs,Defender,4.5,33,53,1621,1,0,0.35000000000000003,0.21999999999999997,4,21,23.05,0,4,352,4,228,0,0,0.03,0,2,2,0,0,39,Newcastle,11,11,0,0
522,N.Aguerd,WestHam,Defender,4.5,33,35,1767,1,0,1.37,0.4,2,42,35.49999999999999,0,0,264,1,81,0,0,0.03,0,2,0.31,0,0,14,Fulham,11,8,0,0
523,Antonio,WestHam,Forward,5.9,33,57,1179,4,2,3.44,1.2200000000000002,5,17,23.04,0,7,169,17,278,0,1.6400000000000001,0.05,1,2,4.1,0,3,56,Fulham,11,8,0,0
524,Areola,WestHam,Goalkeeper,4.2,33,106,2340,0,0,0,0,4,42,46.40999999999999,113,11,519,20,315,0,0,0,0,5,5.449999999999999,19,3,89,Fulham,11,8,0,0
525,Benrahma,WestHam,Midfielder,5.8,33,20,611,0,1,1.9100000000000001,0.7700000000000001,2,8,12.91,0,0,64,0,0,0,0,0,0,0,0,0,0,0,Fulham,11,8,0,0
526,Bowen,WestHam,Midfielder,7.1,33,164,2697,15,5,9.900000000000002,4.029999999999999,5,54,54.63999999999998,0,11,472,24,450,3,0.51,1.4500000000000002,0,9,9.04,0,0,82,Fulham,11,8,0,0
527,Cornet,WestHam,Midfielder,5.3,33,11,103,1,0,0.39999999999999997,0.02,0,3,2.77,0,0,36,0,0,0,0,0,0,0,0,0,0,0,Fulham,11,8,0,0
528,Coufal,WestHam,Defender,4.5,33,78,2572,0,7,0.21000000000000002,2.4000000000000004,4,52,51.85999999999999,0,9,446,12,450,1,0.17,0.39,0,9,9.04,0,2,56,Fulham,11,8,0,0
530,Cresswell,WestHam,Defender,4.3,33,5,240,0,0,0,0.41000000000000003,0,6,2.6,0,0,41,2,96,0,0,0.26,0,2,0.67,0,0,18,Fulham,11,8,0,0
532,Emerson,WestHam,Defender,4.5,33,77,2535,1,3,1.1400000000000001,1.8600000000000003,5,48,52.71999999999999,0,8,459,6,353,0,0,0.09999999999999999,0,7,8.350000000000001,0,0,49,Fulham,11,8,0,0
534,P.Fornals,WestHam,Midfielder,4.8,33,19,418,0,0,0.31000000000000005,0.3400000000000001,1,9,9.49,0,0,68,0,0,0,0,0,0,0,0,0,0,0,Fulham,11,8,0,0
535,Ings,WestHam,Forward,5.7,33,30,254,1,2,1.03,0.22000000000000003,0,7,6.02,0,4,93,8,9,0,0.17,0.14,0,0,0.33,0,2,30,Fulham,11,8,0,0
537,Kehrer,WestHam,Defender,4.4,33,2,19,0,0,0,0,0,1,0.47000000000000003,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Fulham,11,8,0,0
539,L.Paqueta,WestHam,Midfielder,6,33,82,2024,3,6,4.14,4.22,4,34,36.059999999999995,0,5,326,17,432,1,1.1900000000000002,1.2000000000000002,0,9,8.809999999999999,0,0,58,Fulham,11,8,0,0
542,Souček,WestHam,Midfielder,4.9,33,95,2413,6,1,6.370000000000001,0.8200000000000002,5,47,49.63999999999999,0,6,367,13,450,0,1.02,0.24,0,9,9.04,0,1,65,Fulham,11,8,0,0
544,Zouma,WestHam,Defender,4.5,33,69,2268,3,0,1.87,0.02,3,45,46.029999999999994,0,6,359,20,360,0,0.56,0,0,7,8.39,0,2,66,Fulham,11,8,0,0
577,Ogbonna,WestHam,Defender,4.4,33,18,319,0,0,0,0,2,2,7.73,0,0,73,1,1,0,0,0,0,0,0.02,0,0,3,Fulham,11,8,0,0
642,Alvarez,WestHam,Midfielder,5,33,53,1967,1,1,1.37,0.6400000000000001,5,32,38.769999999999996,0,3,290,11,225,0,0.73,0.21000000000000002,0,2,3.91,0,2,53,Fulham,11,8,0,0
664,Ward-Prowse,WestHam,Midfielder,6.3,33,120,2511,5,7,5.6899999999999995,5.689999999999999,5,52,52.56999999999998,0,15,584,11,289,1,0.38,0.7300000000000001,0,7,7.03,0,0,55,Fulham,11,8,0,0
689,Kudus,WestHam,Midfielder,6.5,33,112,1861,7,7,3.66,2.75,3,42,33.93,0,13,393,22,450,2,1.2600000000000002,0.54,0,9,9.02,0,2,91,Fulham,11,8,0,0
545,Ait-Nouri,Wolves,Defender,4.5,33,67,1857,2,2,2.85,1.5700000000000003,3,31,32.65,0,6,299,20,333,0,1.3,0.18,0,6,6.57,0,2,55,NottmForest,5,5,0,0
548,H.Bueno,Wolves,Defender,4.5,33,24,516,0,0,0.29000000000000004,0.43000000000000005,2,10,8.03,0,0,107,4,124,0,0,0.16,0,3,1.52,0,0,27,NottmForest,5,5,0,0
551,Dawson,Wolves,Defender,4.5,33,69,2209,1,1,1.58,0.42000000000000004,6,38,38.46999999999999,0,6,421,1,90,0,0.03,0,0,3,2.19,0,0,18,NottmForest,5,5,0,0
552,Fabio Silva,Wolves,Forward,5.4,33,8,259,0,0,1.12,0.09000000000000001,1,8,7.199999999999999,0,0,7,0,0,0,0,0,0,0,0,0,0,0,NottmForest,5,5,0,0
557,Hee Chan,Wolves,Midfielder,5.4,33,105,1618,10,3,6.180000000000001,2.4300000000000006,3,24,25.009999999999998,0,10,287,0,0,0,0,0,0,0,0,0,0,0,NottmForest,5,5,0,0
559,Joao Gomes,Wolves,Midfielder,4.9,33,64,1985,2,2,1.3599999999999999,1.2300000000000002,4,33,35.199999999999996,0,3,302,5,263,0,0.23,0.23,0,4,4.65,0,0,41,NottmForest,5,5,0,0
562,Kalajdzic,Wolves,Forward,5,33,24,158,2,0,1.01,0.26,1,2,2.5700000000000003,0,4,88,0,0,0,0,0,0,0,0,0,0,0,NottmForest,5,5,0,0
563,Kilman,Wolves,Defender,4.5,33,74,2700,2,0,1.72,0.9000000000000002,5,47,48.949999999999996,0,3,473,5,360,0,0.12,0.05,0,7,6.850000000000001,0,0,49,NottmForest,5,5,0,0
565,Lemina,Wolves,Midfielder,5,33,77,2361,4,0,4.319999999999999,0.7400000000000001,4,41,44.029999999999994,0,10,394,8,350,0,0.48,0.10999999999999999,0,6,6.66,0,0,41,NottmForest,5,5,0,0
567,Neto,Wolves,Midfielder,5.6,33,85,1504,2,11,3.119999999999999,3.6800000000000006,3,27,28.509999999999994,0,8,307,2,90,0,0.03,0.08,0,2,2.33,0,0,7,NottmForest,5,5,0,0
569,Jose Sa,Wolves,Goalkeeper,5,33,83,2407,0,0,0,0,4,43,43.85999999999999,90,6,461,9,315,0,0,0,0,6,6.09,15,1,60,NottmForest,5,5,0,0
570,Sarabia,Wolves,Midfielder,5,33,86,1440,3,7,4.07,4.640000000000001,6,19,24.139999999999997,0,7,325,11,352,1,0.6500000000000001,0.6699999999999999,0,7,6.690000000000001,0,1,55,NottmForest,5,5,0,0
572,N.Semedo,Wolves,Defender,4.5,33,61,2520,0,2,0.6200000000000001,1.1100000000000003,5,46,47.49999999999999,0,0,403,7,353,1,0.11000000000000001,0.16,0,7,6.84,0,0,55,NottmForest,5,5,0,0
590,Cunha,Wolves,Forward,5.5,33,109,1976,9,6,8.209999999999999,2.4600000000000004,5,33,34.839999999999996,0,12,429,1,14,0,0,0,0,0,0.16,0,0,5,NottmForest,5,5,0,0
