Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Fabio Vieira,21,201,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel,21,201,17,80,1,1,0.99,0.01,1,0,0.28,0,2,43
Havertz,21,201,3,68,0,0,0,0.12,1,0,0.28,0,0,5
G.Jesus,21,201,5,80,0,1,0.12,0.42,1,0,0.28,0,0,26
Jorginho,21,201,4,17,0,1,0.01,0.21,0,0,0.05,0,0,16
Kiwior,21,201,1,9,0,0,0,0,0,0,0.05,0,0,3
Martinelli,21,201,14,21,2,0,0.74,0.03,0,0,0.05,0,3,44
Nketiah,21,201,4,9,0,1,0,0.15,0,0,0.05,0,0,16
Odegaard,21,201,3,90,0,0,0.06,0.07,1,0,0.33,0,0,11
Thomas,21,201,0,0,0,0,0,0,0,0,0,0,0,0
Ramsdale,21,201,0,0,0,0,0,0,0,0,0,0,0,0
Saka,21,201,3,90,0,0,0.1,0.41,1,0,0.33,0,0,17
Saliba,21,201,6,90,0,0,0,0,1,0,0.33,0,0,27
Smith Rowe,21,201,1,21,0,0,0,0.03,0,0,0.05,0,0,2
Tavares,21,203,1,90,0,0,0.03,0.04,0,3,1.29,0,0,12
Tomiyasu,21,201,0,0,0,0,0,0,0,0,0,0,0,0
Trossard,21,201,8,68,1,0,1.16,0.02,1,0,0.28,0,0,17
Turner,21,203,1,90,0,0,0,0,0,3,1.29,2,0,13
White,21,201,6,90,0,0,0.04,0.15,1,0,0.33,0,0,26
Zinchenko,21,201,6,90,0,0,0.06,0.09,1,0,0.33,0,0,26
Archer,21,210,1,23,0,0,0.03,0.01,0,1,1.35,0,0,5
Bailey,21,207,3,63,0,0,0.07,0.05,1,0,1.05,0,0,5
Cash,21,207,1,16,0,0,0.12,0.22,0,0,0.08,0,0,9
Coutinho,21,207,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,21,207,5,73,0,0,0,0.01,1,0,1.05,0,0,19
Digne,21,207,0,0,0,0,0,0,0,0,0,0,0,0
Douglas Luiz,21,207,3,90,0,0,0.03,0.11,1,0,1.13,0,0,15
Duran,21,207,1,26,0,0,0.42,0,0,0,0.08,0,0,-5
Kamara,21,207,3,90,0,0,0,0.11,1,0,1.13,0,0,16
Konsa,21,207,6,90,0,0,0,0.01,1,0,1.13,0,0,24
Martinez,21,207,9,90,0,0,0,0,1,0,1.13,2,3,30
McGinn,21,207,3,88,0,0,0.12,0.23,1,0,1.09,0,0,4
Mings,21,207,0,0,0,0,0,0,0,0,0,0,0,0
Nakamba,21,205,0,0,0,0,0,0,0,0,0,0,0,0
Olsen,21,207,0,0,0,0,0,0,0,0,0,0,0,0
Tielemans,21,207,0,26,0,0,0,0.05,0,0,0.08,0,0,-2
Bertrand Traore,21,207,0,0,0,0,0,0,0,0,0,0,0,0
Watkins,21,207,1,90,0,0,0.3,0.04,1,0,1.13,0,0,-2
Billing,21,202,1,7,0,0,0,0,0,1,0.4,0,0,3
Brooks,21,202,1,21,0,0,0.51,0.05,0,3,0.65,0,0,6
Christie,21,202,2,90,0,0,0.06,0.26,0,4,1.61,0,0,12
L.Cook,21,202,1,82,0,0,0,0.08,0,3,1.22,0,0,8
Kelly,21,202,0,35,0,0,0,0,0,3,0.65,0,0,8
Kluivert,21,202,2,68,0,0,0.28,0.02,0,1,0.96,0,0,5
Lowe,21,202,0,0,0,0,0,0,0,0,0,0,0,0
Mepham,21,202,0,90,0,0,0,0.01,0,4,1.61,0,0,14
Moore,21,202,1,7,0,0,0.41,0.01,0,1,0.4,0,0,-1
N.Neto,21,202,1,90,0,0,0,0,0,4,1.61,3,0,14
Rothwell,21,202,0,0,0,0,0,0,0,0,0,0,0,0
Semenyo,21,202,0,0,0,0,0,0,0,0,0,0,0,0
Senesi,21,202,0,0,0,0,0,0,0,0,0,0,0,0
Solanke,21,202,2,82,0,0,0.08,0,0,3,1.22,0,0,5
Tavernier,21,202,2,90,0,0,0.02,0.16,0,4,1.61,0,0,23
Hamed Traorè,21,202,0,0,0,0,0,0,0,0,0,0,0,0
Zabarnyi,21,202,0,90,0,0,0,0.02,0,4,1.61,0,0,10
Ajer,21,203,1,1,0,0,0,0,0,0,0,0,0,3
Collins,21,203,1,90,0,0,0,0.01,0,2,1.09,0,0,12
Damsgaard,21,203,5,73,0,1,0,0.01,0,2,0.88,0,0,16
Dasilva,21,203,1,1,0,0,0,0,0,0,0,0,0,1
Flekken,21,203,1,90,0,0,0,0,0,2,1.09,1,0,14
Henry,21,203,0,0,0,0,0,0,0,0,0,0,0,0
Hickey,21,203,0,0,0,0,0,0,0,0,0,0,0,0
Janelt,21,203,2,90,0,0,0.05,0.01,0,2,1.09,0,0,16
Jensen,21,203,5,90,0,1,0.03,0.39,0,2,1.09,0,0,24
Lewis-Potter,21,203,2,89,0,0,0.6,0.01,0,2,1.09,0,0,2
Mbeumo,21,203,0,0,0,0,0,0,0,0,0,0,0,0
Mee,21,203,7,90,1,0,0.21,0.01,0,2,1.09,0,0,26
Norgaard,21,203,0,0,0,0,0,0,0,0,0,0,0,0
