Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Fabio Vieira,11,107,1,11,0,0,0,0.01,0,0,0,0,0,2
Gabriel,11,107,2,90,0,0,0,0.03,0,1,1.09,0,0,12
Havertz,11,107,1,90,0,0,0.08,0.06,0,1,1.09,0,0,5
G.Jesus,11,107,0,0,0,0,0,0,0,0,0,0,0,0
Jorginho,11,107,2,78,0,0,0.05,0.05,0,1,1.09,0,0,13
Kiwior,11,107,0,0,0,0,0,0,0,0,0,0,0,0
Martinelli,11,107,2,90,0,0,0.14,0.22,0,1,1.09,0,0,11
Nketiah,11,107,2,78,0,0,0.15,0.01,0,1,1.09,0,0,1
Odegaard,11,107,0,0,0,0,0,0,0,0,0,0,0,0
Thomas,11,107,0,0,0,0,0,0,0,0,0,0,0,0
Ramsdale,11,107,0,0,0,0,0,0,0,0,0,0,0,0
Saka,11,107,2,90,0,0,0.02,0.25,0,1,1.09,0,0,13
Saliba,11,107,2,90,0,0,0.02,0.01,0,1,1.09,0,0,11
Smith Rowe,11,107,0,0,0,0,0,0,0,0,0,0,0,0
Tavares,11,108,0,0,0,0,0,0,0,0,0,0,0,0
Tomiyasu,11,107,2,90,0,0,0.01,0.01,0,1,1.09,0,0,12
Trossard,11,107,1,11,0,0,0.03,0.04,0,0,0,0,0,3
Turner,11,108,0,0,0,0,0,0,0,0,0,0,0,0
White,11,107,2,72,0,0,0,0.07,0,1,1.08,0,0,15
Zinchenko,11,107,1,17,0,0,0,0.02,0,0,0.01,0,0,10
Archer,11,109,9,90,1,0,0.05,0.03,0,1,1.33,0,3,28
Bailey,11,108,1,45,0,0,0.33,0.1,0,1,0.11,0,0,-2
Cash,11,108,0,58,0,0,0.15,0.15,0,2,0.41,0,0,12
Coutinho,11,108,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,11,108,1,12,0,0,0,0.01,0,0,0,0,0,4
Digne,11,108,1,90,0,0,0.03,0.71,0,2,0.41,0,0,18
Douglas Luiz,11,108,2,85,0,0,0.02,0.18,0,2,0.41,0,0,14
Duran,11,108,0,0,0,0,0,0,0,0,0,0,0,0
Kamara,11,108,1,77,0,0,0,0.07,0,2,0.41,0,0,13
Konsa,11,108,1,90,0,0,0,0.02,0,2,0.41,0,0,19
Martinez,11,108,1,90,0,0,0,0,0,2,0.41,1,0,8
McGinn,11,108,2,90,0,0,0.1,0.48,0,2,0.41,0,0,14
Mings,11,108,0,0,0,0,0,0,0,0,0,0,0,0
Nakamba,11,105,1,90,0,0,0,0,0,1,3.04,0,0,4
Olsen,11,108,0,0,0,0,0,0,0,0,0,0,0,0
Tielemans,11,108,1,31,0,0,0.06,0.04,0,0,0,0,0,7
Bertrand Traore,11,108,0,0,0,0,0,0,0,0,0,0,0,0
Watkins,11,108,2,90,0,0,0.3,0.07,0,2,0.41,0,0,0
Billing,11,106,1,70,0,0,0,0.04,0,4,1.1,0,0,5
Brooks,11,106,0,0,0,0,0,0,0,0,0,0,0,0
Christie,11,106,2,90,0,0,0,0.03,0,6,1.88,0,0,7
L.Cook,11,106,0,0,0,0,0,0,0,0,0,0,0,0
Kelly,11,106,-1,90,0,0,0,0,0,6,1.88,0,0,12
Kluivert,11,106,1,5,0,0,0,0,0,1,0.5,0,0,4
