Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Fabio Vieira,26,251,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel,26,251,2,90,0,0,0.21,0.03,0,1,0.16,0,0,14
Havertz,26,251,14,75,1,1,1.12,0.06,1,0,0.09,0,3,31
G.Jesus,26,251,0,0,0,0,0,0,0,0,0,0,0,0
Jorginho,26,251,2,88,0,0,0,0.13,0,1,0.16,0,0,12
Kiwior,26,251,8,90,1,0,0.05,0.02,0,1,0.16,0,0,23
Martinelli,26,251,6,63,0,1,0.32,0.8,1,0,0.09,0,0,19
Nketiah,26,251,1,14,0,0,0,0,0,1,0.07,0,0,8
Odegaard,26,251,2,75,0,0,0,0.09,1,0,0.09,0,0,8
Thomas,26,251,0,0,0,0,0,0,0,0,0,0,0,0
Ramsdale,26,251,0,0,0,0,0,0,0,0,0,0,0,0
Saka,26,251,10,75,1,0,0.15,0.71,1,0,0.09,0,2,28
Saliba,26,251,2,90,0,0,0.12,0.01,0,1,0.16,0,0,15
Smith Rowe,26,251,1,14,0,0,0.26,0.04,0,1,0.07,0,0,1
Tavares,26,252,0,0,0,0,0,0,0,0,0,0,0,0
Tomiyasu,26,251,0,0,0,0,0,0,0,0,0,0,0,0
Trossard,26,251,1,26,0,0,0,0,0,1,0.07,0,0,3
Turner,26,252,0,0,0,0,0,0,0,0,0,0,0,0
White,26,251,2,90,0,0,0,0.25,0,1,0.16,0,0,10
Zinchenko,26,251,0,0,0,0,0,0,0,0,0,0,0,0
Archer,26,260,0,0,0,0,0,0,0,0,0,0,0,0
Bailey,26,252,12,90,1,1,1.05,0.66,0,2,2.58,0,2,38
Cash,26,252,1,90,0,0,0.11,0.1,0,2,2.58,0,0,9
Coutinho,26,252,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,26,252,0,0,0,0,0,0,0,0,0,0,0,0
Digne,26,252,1,31,0,0,0.06,0.02,0,0,0.71,0,0,3
Douglas Luiz,26,252,15,90,2,0,0.55,0.05,0,2,2.58,0,3,47
Duran,26,252,0,0,0,0,0,0,0,0,0,0,0,0
Kamara,26,252,0,0,0,0,0,0,0,0,0,0,0,0
Konsa,26,252,0,0,0,0,0,0,0,0,0,0,0,0
Martinez,26,252,1,90,0,0,0,0,0,2,2.58,1,0,15
McGinn,26,252,6,90,0,1,0,0.15,0,2,2.58,0,1,37
Mings,26,252,0,0,0,0,0,0,0,0,0,0,0,0
Nakamba,26,,0,0,0,0,0,0,0,0,0,0,0,0
Olsen,26,252,0,0,0,0,0,0,0,0,0,0,0,0
Tielemans,26,252,2,81,0,0,0.1,0.03,0,2,2.58,0,0,5
Bertrand Traore,26,252,0,0,0,0,0,0,0,0,0,0,0,0
Watkins,26,252,9,90,1,1,1.4,0.04,0,2,2.58,0,0,35
Billing,26,253,0,0,0,0,0,0,0,0,0,0,0,0
Brooks,26,253,0,0,0,0,0,0,0,0,0,0,0,0
Christie,26,253,2,87,0,0,0.06,0.02,0,1,1.64,0,0,12
L.Cook,26,253,1,90,0,0,0.01,0.01,0,1,1.64,0,0,6
Kelly,26,253,0,0,0,0,0,0,0,0,0,0,0,0
Kluivert,26,253,2,68,0,0,0.03,0.01,0,1,1.48,0,0,9
Lowe,26,253,0,0,0,0,0,0,0,0,0,0,0,0
Mepham,26,253,0,0,0,0,0,0,0,0,0,0,0,0
Moore,26,253,0,0,0,0,0,0,0,0,0,0,0,0
N.Neto,26,253,3,90,0,0,0,0,0,1,1.64,5,0,21
Rothwell,26,253,0,0,0,0,0,0,0,0,0,0,0,0
Semenyo,26,253,2,90,0,0,0,0.08,0,1,1.64,0,0,11
Senesi,26,253,1,79,0,0,0,0.01,0,1,1.62,0,0,8
Solanke,26,253,2,90,0,0,0.31,0.07,0,1,1.64,0,0,1
Tavernier,26,253,2,67,0,0,0.32,0.05,0,1,1.48,0,0,1
Hamed Traorè,26,253,0,0,0,0,0,0,0,0,0,0,0,0
Zabarnyi,26,253,2,90,0,0,0,0,0,1,1.64,0,0,14
Ajer,26,259,0,90,0,0,0,0.08,0,4,1.51,0,0,17
Collins,26,259,0,29,0,0,0,0.03,0,2,0.38,0,0,5
Damsgaard,26,259,4,13,0,1,0.03,0.05,0,0,0.02,0,0,14
Dasilva,26,259,0,0,0,0,0,0,0,0,0,0,0,0
Flekken,26,259,0,90,0,0,0,0,0,4,1.51,2,0,13
Henry,26,259,0,0,0,0,0,0,0,0,0,0,0,0
Hickey,26,259,0,0,0,0,0,0,0,0,0,0,0,0
Janelt,26,259,1,17,0,0,0,0.03,0,0,0.04,0,0,4
Jensen,26,259,2,76,0,0,0.02,0.02,0,4,1.49,0,0,17
Lewis-Potter,26,259,5,90,0,1,0.04,0.26,0,4,1.51,0,0,26
Mbeumo,26,259,0,0,0,0,0,0,0,0,0,0,0,0
Mee,26,259,1,60,0,0,0,0,0,2,1.13,0,0,9
Norgaard,26,259,2,90,0,0,0.11,0.07,0,4,1.51,0,0,17
Onyeka,26,259,2,72,0,0,0.1,0.01,0,4,1.46,0,0,5
Pinnock,26,259,0,0,0,0,0,0,0,0,0,0,0,0
Raya,26,251,2,90,0,0,0,0,0,1,0.16,1,0,12
Schade,26,259,0,0,0,0,0,0,0,0,0,0,0,0
Toney,26,259,2,90,0,0,0.34,0.13,0,4,1.51,0,0,4
Wissa,26,259,5,17,1,0,0.08,0.01,0,0,0.04,0,0,27
Adingra,26,254,2,90,0,0,0.19,0.15,0,1,0.28,0,0,7
Caicedo,26,,0,0,0,0,0,0,0,0,0,0,0,0
Dahoud,26,254,0,0,0,0,0,0,0,0,0,0,0,0
Dunk,26,254,10,90,1,0,0.16,0.01,0,1,0.28,0,2,30
Enciso,26,254,1,17,0,0,0.1,0.01,0,1,0.2,0,0,1
Estupinan,26,254,1,30,0,0,0,0.22,0,1,0.23,0,0,5
Ferguson,26,254,2,74,0,0,0.02,0,0,1,0.16,0,0,8
Gilmour,26,254,-1,80,0,0,0.04,0.04,0,1,0.4,0,0,3
Gross,26,254,7,90,0,1,0.05,0.29,0,1,0.28,0,3,31
Joao Pedro,26,254,0,0,0,0,0,0,0,0,0,0,0,0
Lallana,26,254,1,15,0,0,0,0.01,0,0,0.12,0,0,2
Lamptey,26,254,6,60,0,0,0.01,0.01,1,0,0.05,0,0,20
March,26,254,0,0,0,0,0,0,0,0,0,0,0,0
Milner,26,254,0,0,0,0,0,0,0,0,0,0,0,0
Mitoma,26,254,0,0,0,0,0,0,0,0,0,0,0,0
Sanchez,26,,0,0,0,0,0,0,0,0,0,0,0,0
Steele,26,254,0,0,0,0,0,0,0,0,0,0,0,0
Van Hecke,26,254,1,90,0,0,0.07,0.02,0,1,0.28,0,0,11
Veltman,26,254,1,29,0,0,0,0.01,0,1,0.23,0,0,6
Verbruggen,26,254,2,90,0,0,0,0,0,1,0.28,1,0,17
Webster,26,254,0,0,0,0,0,0,0,0,0,0,0,0
Welbeck,26,254,2,60,0,0,0.4,0.03,1,0,0.05,0,0,3
Al-Dakhil,26,256,0,0,0,0,0,0,0,0,0,0,0,0
Benson,26,256,1,1,0,0,0,0,0,0,0,0,0,2
Beyer,26,256,0,0,0,0,0,0,0,0,0,0,0,0
Brownhill,26,256,-2,34,0,0,0,0.01,0,3,4.46,0,0,-6
Cork,26,256,1,1,0,0,0,0,0,0,0,0,0,2
Cullen,26,256,1,53,0,0,0.05,0.01,0,3,2.07,0,0,8
Foster,26,256,0,0,0,0,0,0,0,0,0,0,0,0
Gudmundsson,26,256,2,90,0,0,0,0.01,0,3,2.39,0,0,6
O'Shea,26,256,1,90,0,0,0,0,0,3,2.39,0,0,11
Roberts,26,256,0,0,0,0,0,0,0,0,0,0,0,0
Rodriguez,26,256,1,1,0,0,0,0,0,0,0,0,0,3
Taylor,26,256,1,74,0,0,0,0.01,0,2,1.41,0,0,5
Vitinho,26,256,1,15,0,0,0,0,0,1,0.98,0,0,1
Chalobah,26,,0,0,0,0,0,0,0,0,0,0,0,0
Chilwell,26,,0,0,0,0,0,0,0,0,0,0,0,0
Chukwuemeka,26,,0,0,0,0,0,0,0,0,0,0,0,0
Colwill,26,,0,0,0,0,0,0,0,0,0,0,0,0
Cucurella,26,,0,0,0,0,0,0,0,0,0,0,0,0
Enzo,26,,0,0,0,0,0,0,0,0,0,0,0,0
W.Fofana,26,,0,0,0,0,0,0,0,0,0,0,0,0
Gallagher,26,,0,0,0,0,0,0,0,0,0,0,0,0
Gusto,26,,0,0,0,0,0,0,0,0,0,0,0,0
Hudson-Odoi,26,252,2,90,0,0,0.41,0.06,0,4,3.57,0,0,6
James,26,,0,0,0,0,0,0,0,0,0,0,0,0
Madueke,26,,0,0,0,0,0,0,0,0,0,0,0,0
Mount,26,258,0,0,0,0,0,0,0,0,0,0,0,0
Mudryk,26,,0,0,0,0,0,0,0,0,0,0,0,0
N.Jackson,26,,0,0,0,0,0,0,0,0,0,0,0,0
Nkunku,26,,0,0,0,0,0,0,0,0,0,0,0,0
M.Sarr,26,,0,0,0,0,0,0,0,0,0,0,0,0
Sterling,26,,0,0,0,0,0,0,0,0,0,0,0,0
T.Silva,26,,0,0,0,0,0,0,0,0,0,0,0,0
Ahamada,26,256,1,24,0,0,0.03,0,0,0,0.05,0,0,3
Andersen,26,256,6,90,0,0,0,0.3,1,0,0.1,0,0,24
J.Ayew,26,256,13,90,1,1,0.41,0.39,1,0,0.1,0,3,45
C.Doucoure,26,256,0,0,0,0,0,0,0,0,0,0,0,0
Edouard,26,256,2,65,0,0,0.43,0.02,1,0,0.05,0,0,2
Eze,26,256,0,0,0,0,0,0,0,0,0,0,0,0
Guehi,26,256,0,0,0,0,0,0,0,0,0,0,0,0
Hughes,26,256,0,0,0,0,0,0,0,0,0,0,0,0
Johnstone,26,256,6,90,0,0,0,0,1,0,0.1,0,0,19
Lerma,26,256,3,90,0,0,0.15,0.06,1,0,0.1,0,0,13
Mateta,26,256,6,90,1,0,0.88,0.01,1,0,0.1,0,0,21
Mitchell,26,256,5,90,0,0,0,0.01,1,0,0.1,0,0,17
Olise,26,256,0,0,0,0,0,0,0,0,0,0,0,0
Schlupp,26,256,0,0,0,0,0,0,0,0,0,0,0,0
Tomkins,26,256,1,1,0,0,0,0,0,0,0,0,0,3
Ward,26,256,6,90,0,0,0,0.02,1,0,0.1,0,0,22
Branthwaite,26,254,9,90,1,0,0.08,0,0,1,1.25,0,1,26
Calvert-Lewin,26,254,2,67,0,0,0,0,1,0,0.69,0,0,9
A.Doucoure,26,254,3,88,0,0,0.05,0,1,0,1.04,0,0,3
Garner,26,254,2,90,0,0,0,0.02,0,1,1.25,0,0,12
Godfrey,26,254,2,90,0,0,0,0.13,0,1,1.25,0,0,10
Gana,26,254,1,48,0,0,0,0.01,0,0,0.56,0,0,8
Iwobi,26,258,10,90,1,0,0.26,0.25,0,1,1.67,0,3,31
Keane,26,254,0,0,0,0,0,0,0,0,0,0,0,0
Maupay,26,259,6,72,1,0,0.12,0.02,0,4,1.46,0,0,28
McNeil,26,254,2,90,0,0,0,0.27,0,1,1.25,0,0,12
Mykolenko,26,254,2,90,0,0,0.01,0.01,0,1,1.25,0,0,11
Onana,26,254,0,41,0,0,0,0,0,1,0.69,0,0,4
Patterson,26,254,0,0,0,0,0,0,0,0,0,0,0,0
Pickford,26,254,4,90,0,0,0,0.01,0,1,1.25,6,0,22
Tarkowski,26,254,1,90,0,0,0,0.08,0,1,1.25,0,0,17
Andreas,26,258,2,67,0,0,0.06,0.12,1,0,0.36,0,0,9
Cairney,26,258,0,22,0,0,0,0,0,1,1.3,0,0,7
De Cordova-Reid,26,258,0,0,0,0,0,0,0,0,0,0,0,0
Diop,26,258,1,9,0,0,0,0,0,1,0.95,0,0,4
