Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
G.Jesus,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel,3,21,2,90,0,0,0.12,0.01,0,1,1.83,0,0,17
Havertz,3,21,8,90,1,0,0.77,0.05,0,1,1.83,0,2,34
J.Timber,3,21,1,79,0,0,0,0.02,0,1,1.55,0,0,3
Jorginho,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Kiwior,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Martinelli,3,21,1,16,0,0,0,0,0,0,0.65,0,0,2
Nelson,3,25,0,0,0,0,0,0,0,0,0,0,0,0
Nketiah,3,23,0,0,0,0,0,0,0,0,0,0,0,0
Nwaneri,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Odegaard,3,21,2,73,0,0,0.18,0.08,0,1,1.18,0,0,9
Ramsdale,3,22,2,90,0,0,0,0,0,3,2.78,4,0,5
Raya,3,21,2,90,0,0,0,0.01,0,1,1.83,3,0,8
Rice,3,21,-2,48,0,0,0.03,0.03,0,1,0.08,0,0,-10
Saka,3,21,6,90,0,1,0.95,0.2,0,1,1.83,0,1,21
Saliba,3,21,2,90,0,0,0,0.01,0,1,1.83,0,0,10
Smith Rowe,3,25,2,71,0,0,0.17,0.01,0,1,0.36,0,0,14
Thomas,3,21,1,90,0,0,0,0,0,1,1.83,0,0,8
Tomiyasu,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Trossard,3,21,1,58,0,0,0.03,0.08,0,1,0.93,0,0,11
White,3,21,2,90,0,0,0.04,0,0,1,1.83,0,0,8
Zinchenko,3,21,1,10,0,0,0,0,0,0,0.28,0,0,3
Alex Moreno,3,29,0,0,0,0,0,0,0,0,0,0,0,0
Archer,3,22,1,45,0,0,0,0,0,2,1.81,0,0,4
Bailey,3,26,1,15,0,0,0,0.01,0,0,0,0,0,1
Barkley,3,26,1,28,0,0,0,0.05,0,1,0.28,0,0,5
Buendia,3,26,0,0,0,0,0,0,0,0,0,0,0,0
Cash,3,26,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,3,26,0,0,0,0,0,0,0,0,0,0,0,0
Digne,3,26,7,90,0,1,0,0.1,0,1,0.45,0,2,23
Duran,3,26,7,29,1,0,0.23,0,0,1,0.28,0,3,27
Konsa,3,26,2,90,0,0,0,0,0,1,0.45,0,0,13
Maatsen,3,26,1,11,0,0,0.01,0,0,0,0.05,0,0,2
Martinez,3,26,2,90,0,0,0,0,0,1,0.45,2,0,12
McGinn,3,26,1,90,0,0,0.09,0.01,0,1,0.45,0,0,7
Nedeljkovic,3,26,1,11,0,0,0,0.01,0,0,0.05,0,0,6
Pau,3,26,2,90,0,0,0,0,0,1,0.45,0,0,7
Ramsey,3,26,2,63,0,0,0.06,0.55,0,1,0.4,0,0,13
Rogers,3,26,2,90,0,0,0,0.2,0,1,0.45,0,0,9
Tielemans,3,26,1,90,0,0,0,0.3,0,1,0.45,0,0,17
Watkins,3,26,5,60,0,1,0.71,0.01,1,0,0.17,0,0,12
Brooks,3,24,0,0,0,0,0,0,0,0,0,0,0,0
Christie,3,24,2,65,0,0,0,0.02,0,2,1.71,0,0,12
Cook,3,24,7,90,1,0,0.19,0.02,0,2,1.97,0,0,31
Enes Ünal,3,24,0,0,0,0,0,0,0,0,0,0,0,0
Jebbison,3,24,0,0,0,0,0,0,0,0,0,0,0,0
Kerkez,3,24,1,65,0,0,0.01,0.06,0,2,1.71,0,0,3
Kluivert,3,24,5,90,0,1,0.1,0.27,0,2,1.97,0,0,22
N.Neto,3,21,0,0,0,0,0,0,0,0,0,0,0,0
O.Dango,3,24,4,24,0,1,0,0.78,0,0,0.26,0,0,22
Philip,3,24,0,0,0,0,0,0,0,0,0,0,0,0
Scott,3,24,1,24,0,0,0,0.01,0,0,0.26,0,0,4
Semenyo,3,24,6,90,1,0,0.5,0.03,0,2,1.97,0,0,23
Senesi,3,24,1,76,0,0,0,0.05,0,2,1.89,0,0,6
Sinisterra,3,24,11,25,1,1,0.37,0.24,0,0,0.26,0,2,38
Smith,3,24,1,13,0,0,0,0,0,0,0.08,0,0,5
Solanke,3,28,0,0,0,0,0,0,0,0,0,0,0,0
Tavernier,3,24,2,90,0,0,0.66,0.22,0,2,1.97,0,0,6
Travers,3,24,0,0,0,0,0,0,0,0,0,0,0,0
Zabarnyi,3,24,1,90,0,0,0.19,0,0,2,1.97,0,0,6
Ajer,3,22,1,38,0,0,0,0,0,0,0.87,0,0,5
Collins,3,22,5,90,0,1,0.02,0,0,1,1.57,0,0,21
Damsgaard,3,22,3,81,0,0,0.23,0.13,1,0,1.16,0,0,19
Flekken,3,22,3,90,0,0,0,0,0,1,1.57,5,0,18
Janelt,3,22,3,74,0,0,0,0.11,1,0,1.04,0,0,14
Jensen,3,22,6,90,0,1,0.08,0.3,0,1,1.57,0,1,24
Konak,3,22,0,0,0,0,0,0,0,0,0,0,0,0
Lewis-Potter,3,22,1,15,0,0,0,0.01,0,1,0.53,0,0,4
Mbeumo,3,22,14,90,2,0,0.81,0.34,0,1,1.57,0,3,64
Mee,3,22,0,0,0,0,0,0,0,0,0,0,0,0
Norgaard,3,22,2,90,0,0,0.27,0.01,0,1,1.57,0,0,16
Onyeka,3,22,0,0,0,0,0,0,0,0,0,0,0,0
Pinnock,3,22,1,90,0,0,0,0.01,0,1,1.57,0,0,9
Roerslev,3,22,1,51,0,0,0,0.18,0,1,0.7,0,0,2
Schade,3,22,6,74,0,1,0.23,0,1,0,1.04,0,0,16
Wissa,3,22,8,90,1,0,1.09,0.25,0,1,1.57,0,2,36
Yarmoliuk,3,22,0,0,0,0,0,0,0,0,0,0,0,0
Adingra,3,21,1,5,0,0,0,0.01,0,0,0,0,0,1
Baleba,3,21,2,90,0,0,0.18,0.03,0,1,2.08,0,0,10
Buonanotte,3,26,6,22,1,0,0.17,0,0,0,0.09,0,0,19
Dunk,3,21,2,90,0,0,0,0.23,0,1,2.08,0,0,17
Enciso,3,21,1,5,0,0,0,0.11,0,0,0,0,0,6
Estupinan,3,21,1,18,0,0,0.04,0.07,0,0,0.94,0,0,5
Ferguson,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Gilmour,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Hinshelwood,3,21,2,90,0,0,0.2,0.14,0,1,2.08,0,0,13
Igor,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro,3,21,8,90,1,0,0.32,0.12,0,1,2.08,0,3,39
Milner,3,21,1,16,0,0,0,0,0,0,0.21,0,0,2
Minteh,3,21,4,71,0,1,0.4,0.01,0,1,1.13,0,0,12
Mitoma,3,21,2,84,0,0,0.04,0.14,0,1,2.08,0,0,13
Sarmiento,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Steele,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Van Hecke,3,21,2,90,0,0,0.05,0.04,0,1,2.08,0,0,11
Veltman,3,21,2,71,0,0,0.05,0.01,0,1,1.13,0,0,5
Verbruggen,3,21,4,90,0,0,0,0,0,1,2.08,6,0,18
Webster,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Welbeck,3,21,2,84,0,0,0.1,0.01,0,1,2.08,0,0,3
Wieffer,3,21,0,0,0,0,0,0,0,0,0,0,0,0
