Id,Name,Team,Position,Price,Week,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointRating,PointsInLastFive,MinutesInLastFive,GoalsInLastFive,xGoalsInLastFive,xAssistsInLastFive,CleanSheetsInLastFive,GoalsConcededInLastFive,xGoalsConcededInLastFive,SavesInLastFive,BonusPointsInLastFive,BonusPointsRatingInLastFive,Opponent,OpponentGoalsScored,OpponentGoalsConceded,OpponentGoalsScoredInLastFive,OpponentGoalsConcededInLastFive,ActualPoints
182,Palmer,Chelsea,Midfielder,10.8,6,36,415,2,4,1.27,1.07,2,5,5.36,0,4,150,36,415,4,1.27,1.07,2,5,5.36,0,4,150,Brighton,10,8,7,8,25
184,Renato Veiga,Chelsea,Midfielder,4.5,6,4,107,0,0,0.04,0.01,1,1,1.98,0,0,19,4,107,0,0.04,0.01,1,1,1.98,0,0,19,Brighton,10,8,7,8,1
185,Sanchez,Chelsea,Goalkeeper,4.7,6,30,450,0,0,0,0,2,5,5.76,21,5,110,30,450,0,0,0,2,5,5.76,21,5,110,Brighton,10,8,7,8,2
187,Tosin,Chelsea,Defender,4.4,6,7,118,0,0,0,0,1,0,1.07,0,0,41,7,118,0,0,0,1,0,1.07,0,0,41,Brighton,10,8,7,8,0
189,W.Fofana,Chelsea,Defender,4.5,6,10,416,0,0,0.04,0.08,1,5,5.41,0,2,52,10,416,0,0.04,0.08,1,5,5.41,0,2,52,Brighton,10,8,7,8,0
386,Sancho,Chelsea,Midfielder,6.4,6,7,101,0,2,0,0.35,0,0,0.98,0,0,30,7,101,2,0,0.35,0,0,0.98,0,0,30,Brighton,10,8,7,8,9
560,Neto,Chelsea,Midfielder,6.2,6,7,212,0,1,0.04,0.28,0,2,2.0500000000000003,0,0,26,7,212,1,0.04,0.28,0,2,2.0500000000000003,0,0,26,Brighton,10,8,7,8,1
621,Joao Felix,Chelsea,Midfielder,6.2,6,8,109,1,0,0.42000000000000004,0.09,0,0,0.93,0,0,32,8,109,0,0.42000000000000004,0.09,0,0,0.93,0,0,32,Brighton,10,8,7,8,0
11,Nketiah,CrystalPalace,Forward,5.9,6,4,155,0,0,0.49,0.24000000000000002,1,2,2.86,0,0,16,4,155,0,0.49,0.24000000000000002,1,2,2.86,0,0,16,Everton,7,15,7,12,2
159,Chalobah,CrystalPalace,Defender,4.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Everton,7,15,7,12,0
193,C.Doucoure,CrystalPalace,Midfielder,4.9,6,6,91,0,1,0.04,0.01,0,1,1.31,0,0,20,6,91,1,0.04,0.01,0,1,1.31,0,0,20,Everton,7,15,7,12,0
194,C.Richards,CrystalPalace,Defender,4.4,6,9,343,0,0,0.12,0.01,1,5,6.69,0,0,35,9,343,0,0.12,0.01,1,5,6.69,0,0,35,Everton,7,15,7,12,0
195,Chadi Riad,CrystalPalace,Defender,4.3,6,1,90,0,0,0,0.02,0,2,1.39,0,0,3,1,90,0,0,0.02,0,2,1.39,0,0,3,Everton,7,15,7,12,0
196,Clyne,CrystalPalace,Defender,4.4,6,3,153,0,0,0,0.02,0,3,3.49,0,0,15,3,153,0,0,0.02,0,3,3.49,0,0,15,Everton,7,15,7,12,0
199,Eze,CrystalPalace,Midfielder,6.8,6,19,450,1,0,2.01,0.7500000000000001,1,7,8.18,0,3,84,19,450,0,2.01,0.7500000000000001,1,7,8.18,0,3,84,Everton,7,15,7,12,2
200,Guehi,CrystalPalace,Defender,4.4,6,10,450,0,0,0,0.1,1,7,8.18,0,0,58,10,450,0,0,0.1,1,7,8.18,0,0,58,Everton,7,15,7,12,9
201,Henderson,CrystalPalace,Goalkeeper,4.5,6,17,450,0,0,0,0,1,7,8.18,19,2,61,17,450,0,0,0,1,7,8.18,19,2,61,Everton,7,15,7,12,1
203,Hughes,CrystalPalace,Midfielder,4.9,6,3,201,0,0,0.03,0.08,0,4,3.85,0,0,15,3,201,0,0.03,0.08,0,4,3.85,0,0,15,Everton,7,15,7,12,1
205,Kamada,CrystalPalace,Midfielder,5.2,6,8,299,0,0,0.21,0.15,1,4,4.89,0,0,34,8,299,0,0.21,0.15,1,4,4.89,0,0,34,Everton,7,15,7,12,2
206,Lerma,CrystalPalace,Midfielder,4.8,6,4,123,0,0,0.05,0.33,1,1,2.0599999999999996,0,0,14,4,123,0,0.05,0.33,1,1,2.0599999999999996,0,0,14,Everton,7,15,7,12,2
207,Mateta,CrystalPalace,Forward,7.4,6,19,338,2,0,1.6800000000000002,0.25,0,6,6.41,0,3,67,19,338,0,1.6800000000000002,0.25,0,6,6.41,0,3,67,Everton,7,15,7,12,2
210,Mitchell,CrystalPalace,Defender,4.9,6,14,448,0,1,0.24000000000000002,0.85,1,7,8.18,0,0,75,14,448,1,0.24000000000000002,0.85,1,7,8.18,0,0,75,Everton,7,15,7,12,1
211,Munoz,CrystalPalace,Defender,4.9,6,13,440,0,1,0.15,0.33,1,7,8.17,0,0,49,13,440,1,0.15,0.33,1,7,8.17,0,0,49,Everton,7,15,7,12,1
214,Schlupp,CrystalPalace,Midfielder,4.8,6,4,13,0,0,0,0.05,0,0,0.55,0,0,15,4,13,0,0,0.05,0,0,0.55,0,0,15,Everton,7,15,7,12,1
216,Wharton,CrystalPalace,Midfielder,4.8,6,9,388,0,0,0.13,0.34,0,6,6.949999999999999,0,0,73,9,388,0,0.13,0.34,0,6,6.949999999999999,0,0,73,Everton,7,15,7,12,2
585,I.Sarr,CrystalPalace,Midfielder,5.8,6,8,100,0,1,0.49,0.74,0,1,1.06,0,0,34,8,100,1,0.49,0.74,0,1,1.06,0,0,34,Everton,7,15,7,12,1
650,Lacroix,CrystalPalace,Defender,4.5,6,6,180,0,0,0.02,0.04,1,2,2.9299999999999997,0,0,23,6,180,0,0.02,0.04,1,2,2.9299999999999997,0,0,23,Everton,7,15,7,12,4
217,A.Doucoure,Everton,Midfielder,5.2,6,6,215,0,0,0.23,0.03,0,8,4.99,0,0,23,6,215,0,0.23,0.03,0,8,4.99,0,0,23,CrystalPalace,5,9,4,7,2
218,Beto,Everton,Forward,5,6,4,43,0,0,0,0,0,4,1.85,0,0,6,4,43,0,0,0,0,4,1.85,0,0,6,CrystalPalace,5,9,4,7,0
219,Branthwaite,Everton,Defender,4.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CrystalPalace,5,9,4,7,2
220,Calvert-Lewin,Everton,Forward,6,6,24,413,2,1,1.3800000000000001,0.42000000000000004,0,10,7.32,0,3,70,24,413,1,1.3800000000000001,0.42000000000000004,0,10,7.32,0,3,70,CrystalPalace,5,9,4,7,1
221,Coleman,Everton,Defender,4.3,6,1,90,0,0,0.62,0.01,0,3,2.22,0,0,-1,1,90,0,0.62,0.01,0,3,2.22,0,0,-1,CrystalPalace,5,9,4,7,0
222,Gana,Everton,Midfielder,4.9,6,8,333,0,0,0.19999999999999998,0.08,0,12,7.48,0,0,34,8,333,0,0.19999999999999998,0.08,0,12,7.48,0,0,34,CrystalPalace,5,9,4,7,1
223,Garner,Everton,Midfielder,5,6,3,154,0,0,0.01,0.05,0,4,2.41,0,0,18,3,154,0,0.01,0.05,0,4,2.41,0,0,18,CrystalPalace,5,9,4,7,1
224,Harrison,Everton,Midfielder,5.3,6,8,322,0,0,0.79,0.48000000000000004,0,10,7.11,0,0,47,8,322,0,0.79,0.48000000000000004,0,10,7.11,0,0,47,CrystalPalace,5,9,4,7,4
225,Holgate,Everton,Defender,4,6,1,5,0,0,0,0,0,1,0.07,0,0,-1,1,5,0,0,0,0,1,0.07,0,0,-1,CrystalPalace,5,9,4,7,0
226,Iroegbunam,Everton,Midfielder,4.5,6,7,359,0,0,0.21000000000000002,0.08,0,13,7.970000000000001,0,0,26,7,359,0,0.21000000000000002,0.08,0,13,7.970000000000001,0,0,26,CrystalPalace,5,9,4,7,0
228,Keane,Everton,Defender,4.1,6,9,450,1,0,0.26,0.02,0,14,8.86,0,0,10,9,450,0,0.26,0.02,0,14,8.86,0,0,10,CrystalPalace,5,9,4,7,0
230,McNeil,Everton,Midfielder,5.7,6,24,450,1,2,0.24,2.76,0,14,8.86,0,3,133,24,450,2,0.24,2.76,0,14,8.86,0,3,133,CrystalPalace,5,9,4,7,15
231,Mykolenko,Everton,Defender,4.3,6,3,295,0,0,0,0.06,0,10,6.45,0,0,-1,3,295,0,0,0.06,0,10,6.45,0,0,-1,CrystalPalace,5,9,4,7,2
232,Ndiaye,Everton,Forward,5.4,6,13,302,1,0,0.51,0.13,1,7,4.14,0,2,52,13,302,0,0.51,0.13,1,7,4.14,0,2,52,CrystalPalace,5,9,4,7,3
235,Pickford,Everton,Goalkeeper,4.8,6,8,450,0,0,0,0.04,0,14,8.86,14,0,16,8,450,0,0,0.04,0,14,8.86,14,0,16,CrystalPalace,5,9,4,7,2
236,Tarkowski,Everton,Defender,4.8,6,4,450,0,0,0.37,0.23,0,14,8.86,0,0,-8,4,450,0,0.37,0.23,0,14,8.86,0,0,-8,CrystalPalace,5,9,4,7,2
577,Lindstrom,Everton,Midfielder,5.2,6,5,102,0,0,0.51,0.060000000000000005,1,2,1.27,0,0,15,5,102,0,0.51,0.060000000000000005,1,2,1.27,0,0,15,CrystalPalace,5,9,4,7,1
603,Armstrong,Southampton,Forward,4.5,6,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,4,Bournemouth,8,9,7,8,0
651,Mangala,Everton,Midfielder,5,6,3,116,0,0,0.09,0.06,0,2,1.38,0,0,18,3,116,0,0.09,0.06,0,2,1.38,0,0,18,CrystalPalace,5,9,4,7,2
10,Nelson,Fulham,Midfielder,5,6,8,42,1,0,0.39,0.060000000000000005,0,1,0.65,0,1,32,8,42,0,0.39,0.060000000000000005,0,1,0.65,0,1,32,NottmForest,6,5,5,4,1
19,Smith Rowe,Fulham,Midfielder,5.7,6,30,357,2,1,1.33,0.7200000000000001,2,3,3.8600000000000003,0,5,107,30,357,1,1.33,0.7200000000000001,2,3,3.8600000000000003,0,5,107,NottmForest,6,5,5,4,3
191,Andersen,Fulham,Defender,4.4,6,4,270,0,0,0.11,0.04,0,4,3.89,0,0,33,4,270,0,0.11,0.04,0,4,3.89,0,0,33,NottmForest,6,5,5,4,8
239,Adama,Fulham,Midfielder,5.1,6,23,398,1,2,1.12,1.42,1,4,4.36,0,3,100,23,398,2,1.12,1.42,1,4,4.36,0,3,100,NottmForest,6,5,5,4,3
240,Andreas,Fulham,Midfielder,5.3,6,9,412,0,0,0.33,1.12,1,4,3.46,0,0,60,9,412,0,0.33,1.12,1,4,3.46,0,0,60,NottmForest,6,5,5,4,6
241,Bassey,Fulham,Defender,4.5,6,9,450,0,0,0.18,0.03,0,5,5.79,0,0,49,9,450,0,0.18,0.03,0,5,5.79,0,0,49,NottmForest,6,5,5,4,6
243,Cairney,Fulham,Midfielder,4.8,6,2,67,0,0,0,0.18,0,2,1.6300000000000001,0,0,15,2,67,0,0,0.18,0,2,1.6300000000000001,0,0,15,NottmForest,6,5,5,4,0
244,Castagne,Fulham,Defender,4.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NottmForest,6,5,5,4,0
245,Diop,Fulham,Defender,4.5,6,7,276,0,0,0.17,0.02,0,3,3.79,0,0,26,7,276,0,0.17,0.02,0,3,3.79,0,0,26,NottmForest,6,5,5,4,1
247,Iwobi,Fulham,Midfielder,5.5,6,22,421,1,1,0.6699999999999999,0.96,1,4,5.359999999999999,0,3,92,22,421,1,0.6699999999999999,0.96,1,4,5.359999999999999,0,3,92,NottmForest,6,5,5,4,3
248,Leno,Fulham,Goalkeeper,5,6,13,450,0,0,0,0,0,5,5.79,16,0,60,13,450,0,0,0,0,5,5.79,16,0,60,NottmForest,6,5,5,4,5
249,Lukic,Fulham,Midfielder,4.9,6,7,376,0,0,0,0.13,1,3,3.2699999999999996,0,0,51,7,376,0,0,0.13,1,3,3.2699999999999996,0,0,51,NottmForest,6,5,5,4,2
251,Muniz,Fulham,Forward,5.8,6,11,267,0,1,1.19,0.03,1,3,3.02,0,0,42,11,267,1,1.19,0.03,1,3,3.02,0,0,42,NottmForest,6,5,5,4,1
252,Raul,Fulham,Forward,5.6,6,18,178,2,0,0.79,0.05,1,2,2.77,0,3,66,18,178,0,0.79,0.05,1,2,2.77,0,3,66,NottmForest,6,5,5,4,9
254,Reed,Fulham,Midfielder,4.8,6,4,35,0,0,0,0.09,0,1,2.34,0,0,16,4,35,0,0,0.09,0,1,2.34,0,0,16,NottmForest,6,5,5,4,0
255,Robinson,Fulham,Defender,4.7,6,17,450,0,2,0.07,0.38,0,5,5.79,0,2,83,17,450,2,0.07,0.38,0,5,5.79,0,2,83,NottmForest,6,5,5,4,7
256,Stansfield,Fulham,Forward,5,6,1,1,0,0,0,0,0,0,0.67,0,0,2,1,1,0,0,0,0,0,0.67,0,0,2,NottmForest,6,5,5,4,0
257,Tete,Fulham,Defender,4.5,6,9,450,0,0,0.7,0.07,0,5,5.79,0,0,28,9,450,0,0.7,0.07,0,5,5.79,0,0,28,NottmForest,6,5,5,4,5
259,H.Wilson,Fulham,Midfielder,5.3,6,2,36,0,0,0,0.02,0,1,1.2300000000000002,0,0,7,2,36,0,0,0.02,0,1,1.2300000000000002,0,0,7,NottmForest,6,5,5,4,0
622,Berge,Fulham,Midfielder,5,6,3,87,0,0,0,0.02,0,2,1.85,0,0,16,3,87,0,0,0.02,0,2,1.85,0,0,16,NottmForest,6,5,5,4,1
260,Al-Hamadi,Ipswich,Forward,4.9,6,1,32,0,0,0,0.02,0,1,0.66,0,0,0,1,32,0,0,0.02,0,1,0.66,0,0,0,AstonVilla,12,9,10,8,0
264,Burns,Ipswich,Midfielder,4.9,6,3,187,0,0,0,0.39,0,1,3.8099999999999996,0,0,20,3,187,0,0,0.39,0,1,3.8099999999999996,0,0,20,AstonVilla,12,9,10,8,1
265,Chaplin,Ipswich,Midfielder,5.2,6,6,89,0,0,0,0.02,0,1,2.07,0,0,27,6,89,0,0,0.02,0,1,2.07,0,0,27,AstonVilla,12,9,10,8,0
267,Davis,Ipswich,Defender,4.5,6,16,450,0,1,0.26,0.54,1,8,11.09,0,2,55,16,450,1,0.26,0.54,1,8,11.09,0,2,55,AstonVilla,12,9,10,8,2
268,Delap,Ipswich,Forward,5.6,6,13,365,1,0,0.47,0.04,0,7,9.62,0,1,37,13,365,0,0.47,0.04,0,7,9.62,0,1,37,AstonVilla,12,9,10,8,12
269,Edmundson,Ipswich,Defender,4,6,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,AstonVilla,12,9,10,8,0
270,Greaves,Ipswich,Defender,4.1,6,11,450,0,0,0.15000000000000002,0.01,1,8,11.09,0,0,54,11,450,0,0.15000000000000002,0.01,1,8,11.09,0,0,54,AstonVilla,12,9,10,8,0
271,Harness,Ipswich,Midfielder,4.9,6,2,43,0,0,0,0.05,0,2,1.3599999999999999,0,0,4,2,43,0,0,0.05,0,2,1.3599999999999999,0,0,4,AstonVilla,12,9,10,8,0
272,Hirst,Ipswich,Forward,5.4,6,2,48,0,0,0.5,0.01,0,0,0.81,0,0,5,2,48,0,0.5,0.01,0,0,0.81,0,0,5,AstonVilla,12,9,10,8,1
274,Hutchinson,Ipswich,Midfielder,5.3,6,8,442,0,0,0.39,0.25,1,8,10.84,0,0,46,8,442,0,0.39,0.25,1,8,10.84,0,0,46,AstonVilla,12,9,10,8,6
275,Johnson,Ipswich,Defender,4,6,4,131,0,1,0,0.2,0,6,5.64,0,0,1,4,131,1,0,0.2,0,6,5.64,0,0,1,AstonVilla,12,9,10,8,0
277,Luongo,Ipswich,Midfielder,4.5,6,5,141,0,0,0,0,0,4,4.9,0,0,19,5,141,0,0,0,0,4,4.9,0,0,19,AstonVilla,12,9,10,8,1
278,Morsy,Ipswich,Midfielder,4.9,6,15,443,1,0,0.11,0.46,1,8,10.84,0,2,77,15,443,0,0.11,0.46,1,8,10.84,0,2,77,AstonVilla,12,9,10,8,1
281,J.Taylor,Ipswich,Midfielder,4.8,6,2,72,0,0,0.02,0.01,0,2,1.75,0,0,7,2,72,0,0.02,0.01,0,2,1.75,0,0,7,AstonVilla,12,9,10,8,1
282,Tuanzebe,Ipswich,Defender,4,6,11,422,0,0,0.07,0.04,1,8,10.399999999999999,0,0,52,11,422,0,0.07,0.04,1,8,10.399999999999999,0,0,52,AstonVilla,12,9,10,8,0
283,Walton,Ipswich,Goalkeeper,4.4,6,2,90,0,0,0,0,0,2,2.65,3,0,9,2,90,0,0,0,0,2,2.65,3,0,9,AstonVilla,12,9,10,8,0
284,Woolfenden,Ipswich,Defender,4,6,2,270,0,0,0.03,0,0,7,6.94,0,0,16,2,270,0,0.03,0,0,7,6.94,0,0,16,AstonVilla,12,9,10,8,0
359,Phillips,Ipswich,Midfielder,4.9,6,4,159,0,0,0,0.04,1,1,2.53,0,0,16,4,159,0,0,0.04,1,1,2.53,0,0,16,AstonVilla,12,9,10,8,2
568,Muric,Ipswich,Goalkeeper,4.4,6,16,360,0,0,0,0,1,6,8.440000000000001,12,3,44,16,360,0,0,0,1,6,8.440000000000001,12,3,44,AstonVilla,12,9,10,8,1
611,Szmodics,Ipswich,Midfielder,5.9,6,12,285,1,0,0.99,0.03,0,5,8.01,0,0,31,12,285,0,0.99,0.03,0,5,8.01,0,0,31,AstonVilla,12,9,10,8,1
619,Cajuste,Ipswich,Midfielder,4.5,6,3,80,0,0,0.02,0.02,0,1,2.1799999999999997,0,0,11,3,80,0,0.02,0.02,0,1,2.1799999999999997,0,0,11,AstonVilla,12,9,10,8,0
630,O'Shea,Ipswich,Defender,4,6,8,180,0,0,0.12,0.01,1,1,4.15,0,1,42,8,180,0,0.12,0.01,1,1,4.15,0,1,42,AstonVilla,12,9,10,8,1
631,J.Clarke,Ipswich,Midfielder,5.5,6,3,69,0,0,0.11,0.21000000000000002,0,0,0.87,0,0,11,3,69,0,0.11,0.21000000000000002,0,0,0.87,0,0,11,AstonVilla,12,9,10,8,5
632,Ogbene,Ipswich,Midfielder,5,6,3,118,0,0,0,0.02,0,1,1.39,0,0,12,3,118,0,0,0.02,0,1,1.39,0,0,12,AstonVilla,12,9,10,8,2
117,Buonanotte,Leicester,Midfielder,5,6,13,204,1,1,0.21000000000000002,0.39,0,3,3.03,0,0,48,13,204,1,0.21000000000000002,0.39,0,3,3.03,0,0,48,Arsenal,12,5,10,5,4
192,J.Ayew,Leicester,Midfielder,5.2,6,6,285,0,0,0.78,0.10999999999999999,0,6,5.289999999999999,0,0,25,6,285,0,0.78,0.10999999999999999,0,6,5.289999999999999,0,0,25,Arsenal,12,5,10,5,1
198,Edouard,Leicester,Forward,5.3,6,4,122,0,0,0.39,0.07,0,2,2.2,0,0,5,4,122,0,0.39,0.07,0,2,2.2,0,0,5,Arsenal,12,5,10,5,1
285,B.Soumare,Leicester,Midfielder,4.5,6,1,11,0,0,0,0,0,0,0.25,0,0,3,1,11,0,0,0,0,0,0.25,0,0,3,Arsenal,12,5,10,5,0
287,Choudhury,Leicester,Midfielder,4.4,6,1,14,0,0,0,0,0,1,1.03,0,0,4,1,14,0,0,0,0,1,1.03,0,0,4,Arsenal,12,5,10,5,0
290,De Cordova-Reid,Leicester,Midfielder,5.3,6,5,148,0,0,0.08,0.04,0,2,2.61,0,0,13,5,148,0,0.08,0.04,0,2,2.61,0,0,13,Arsenal,12,5,10,5,1
291,Faes,Leicester,Defender,4.2,6,12,450,1,0,0.39,0.06999999999999999,0,8,8.209999999999999,0,0,45,12,450,0,0.39,0.06999999999999999,0,8,8.209999999999999,0,0,45,Arsenal,12,5,10,5,0
293,Hermansen,Leicester,Goalkeeper,4.5,6,11,450,0,0,0,0,0,8,8.209999999999999,18,0,55,11,450,0,0,0,0,8,8.209999999999999,18,0,55,Arsenal,12,5,10,5,4
295,Justin,Leicester,Defender,4.6,6,7,450,0,0,0.19,0.04,0,8,8.209999999999999,0,0,51,7,450,0,0.19,0.04,0,8,8.209999999999999,0,0,51,Arsenal,12,5,10,5,12
296,Kristiansen,Leicester,Defender,4.5,6,6,444,0,0,0,0.32,0,8,8.209999999999999,0,0,47,6,444,0,0,0.32,0,8,8.209999999999999,0,0,47,Arsenal,12,5,10,5,0
298,Mavididi,Leicester,Midfielder,5.3,6,20,213,2,0,0.7,0.9100000000000001,0,2,2.77,0,3,69,20,213,0,0.7,0.9100000000000001,0,2,2.77,0,3,69,Arsenal,12,5,10,5,2
299,McAteer,Leicester,Midfielder,4.8,6,3,10,0,0,0.02,0,0,0,0.2,0,0,6,3,10,0,0.02,0,0,0,0.2,0,0,6,Arsenal,12,5,10,5,0
300,Ndidi,Leicester,Midfielder,5,6,19,433,0,3,0.24,0.8600000000000001,0,7,7.17,0,1,101,19,433,3,0.24,0.8600000000000001,0,7,7.17,0,1,101,Arsenal,12,5,10,5,2
301,Okoli,Leicester,Defender,4,6,3,270,0,0,0.14,0.01,0,5,5.1899999999999995,0,0,23,3,270,0,0.14,0.01,0,5,5.1899999999999995,0,0,23,Arsenal,12,5,10,5,1
306,Vardy,Leicester,Forward,5.7,6,21,410,2,0,1.44,0.08,0,8,7.84,0,4,76,21,410,0,1.44,0.08,0,8,7.84,0,4,76,Arsenal,12,5,10,5,1
307,Vestergaard,Leicester,Defender,4,6,2,180,0,0,0.01,0,0,3,3.01,0,0,7,2,180,0,0.01,0,0,3,3.01,0,0,7,Arsenal,12,5,10,5,0
309,Winks,Leicester,Midfielder,4.5,6,9,450,0,0,0.02,0.43,0,8,8.209999999999999,0,0,72,9,450,0,0.02,0.43,0,8,8.209999999999999,0,0,72,Arsenal,12,5,10,5,2
501,Skipp,Leicester,Midfielder,4.9,6,4,176,0,0,0.05,0.19999999999999998,0,4,4.05,0,0,28,4,176,0,0.05,0.19999999999999998,0,4,4.05,0,0,28,Arsenal,12,5,10,5,1
570,A.Fatawu,Leicester,Midfielder,5.4,6,14,266,0,1,0.12,0.61,0,6,5.72,0,3,63,14,266,1,0.12,0.61,0,6,5.72,0,3,63,Arsenal,12,5,10,5,1
635,El Khannouss,Leicester,Midfielder,4.9,6,2,77,0,0,0.03,0.04,0,1,0.97,0,0,13,2,77,0,0.03,0.04,0,1,0.97,0,0,13,Arsenal,12,5,10,5,1
310,A.Becker,Liverpool,Goalkeeper,5.5,6,23,360,0,0,0,0,3,1,2.61,9,2,91,23,360,0,0,0,3,1,2.61,9,2,91,Wolves,6,16,6,14,2
311,Alexander-Arnold,Liverpool,Defender,7.1,6,32,402,0,1,0.18,2,4,1,3.12,0,4,117,32,402,1,0.18,2,4,1,3.12,0,4,117,Wolves,6,16,6,14,1
313,Bradley,Liverpool,Defender,4.7,6,4,75,0,0,0.24,0.15000000000000002,0,1,0.8700000000000001,0,0,11,4,75,0,0.24,0.15000000000000002,0,1,0.8700000000000001,0,0,11,Wolves,6,16,6,14,0
316,Darwin,Liverpool,Forward,7.1,6,9,133,1,0,0.45999999999999996,0.01,1,1,1.37,0,0,39,9,133,0,0.45999999999999996,0.01,1,1,1.37,0,0,39,Wolves,6,16,6,14,0
317,Diogo J.,Liverpool,Midfielder,7.4,6,18,283,1,1,1.9100000000000001,0.11,3,0,1.7400000000000002,0,0,41,18,283,1,1.9100000000000001,0.11,3,0,1.7400000000000002,0,0,41,Wolves,6,16,6,14,8
319,Elliott,Liverpool,Midfielder,5.2,6,1,7,0,0,0,0.02,0,0,0,0,0,3,1,7,0,0,0.02,0,0,0,0,0,3,Wolves,6,16,6,14,0
320,Endo,Liverpool,Midfielder,4.8,6,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,Wolves,6,16,6,14,0
321,Gakpo,Liverpool,Forward,7.1,6,4,100,0,0,0.44,0.09999999999999999,0,1,1.76,0,0,17,4,100,0,0.44,0.09999999999999999,0,1,1.76,0,0,17,Wolves,6,16,6,14,1
322,Gomez,Liverpool,Defender,4.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wolves,6,16,6,14,1
323,Gravenberch,Liverpool,Midfielder,5,6,12,450,0,0,0.06,0.65,4,1,3.69,0,0,82,12,450,0,0.06,0.65,4,1,3.69,0,0,82,Wolves,6,16,6,14,3
324,Jones,Liverpool,Midfielder,5.3,6,2,44,0,0,0.14,0.02,0,0,0.75,0,0,7,2,44,0,0.14,0.02,0,0,0.75,0,0,7,Wolves,6,16,6,14,1
325,Kelleher,Liverpool,Goalkeeper,4.4,6,9,90,0,0,0,0,1,0,1.08,7,1,38,9,90,0,0,0,1,0,1.08,7,1,38,Wolves,6,16,6,14,0
326,Konate,Liverpool,Defender,5.2,6,24,389,0,1,0.23,0.07,3,1,3.2,0,1,116,24,389,1,0.23,0.07,3,1,3.2,0,1,116,Wolves,6,16,6,14,7
327,Luis Diaz,Liverpool,Midfielder,8,6,51,357,5,1,2.63,0.68,5,0,1.98,0,8,174,51,357,1,2.63,0.68,5,0,1.98,0,8,174,Wolves,6,16,6,14,2
328,M.Salah,Liverpool,Midfielder,12.7,6,49,442,3,4,2.44,1.33,4,1,3.69,0,8,172,49,442,4,2.44,1.33,4,1,3.69,0,8,172,Wolves,6,16,6,14,10
329,Mac Allister,Liverpool,Midfielder,6.3,6,13,419,0,0,0.19,1.04,4,0,3.39,0,0,79,13,419,0,0.19,1.04,4,0,3.39,0,0,79,Wolves,6,16,6,14,2
333,Quansah,Liverpool,Defender,4.1,6,1,45,0,0,0,0,0,0,0.31,0,0,7,1,45,0,0,0,0,0,0.31,0,0,7,Wolves,6,16,6,14,0
335,Robertson,Liverpool,Defender,6,6,25,414,0,0,0.38,0.5,4,1,3.4400000000000004,0,0,117,25,414,0,0.38,0.5,4,1,3.4400000000000004,0,0,117,Wolves,6,16,6,14,2
336,Szoboszlai,Liverpool,Midfielder,6.5,6,19,420,0,2,0.44,0.8999999999999999,4,1,3.15,0,1,82,19,420,2,0.44,0.8999999999999999,4,1,3.15,0,1,82,Wolves,6,16,6,14,2
337,Tsimikas,Liverpool,Defender,4.7,6,3,33,0,0,0,0.01,0,0,0.26,0,0,11,3,33,0,0,0.01,0,0,0.26,0,0,11,Wolves,6,16,6,14,0
339,Virgil,Liverpool,Defender,6,6,26,450,0,0,0.16,0.07,4,1,3.69,0,1,120,26,450,0,0.16,0.07,4,1,3.69,0,1,120,Wolves,6,16,6,14,2
636,Chiesa,Liverpool,Midfielder,6.9,6,1,18,0,0,0.16,0.08,0,0,0.55,0,0,-1,1,18,0,0.16,0.08,0,0,0.55,0,0,-1,Wolves,6,16,6,14,0
660,Jaros,Liverpool,Goalkeeper,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wolves,6,16,6,14,0
340,Akanji,ManCity,Defender,5.5,6,12,450,0,0,0.03,0.5900000000000001,1,5,3.64,0,0,70,12,450,0,0.03,0.5900000000000001,1,5,3.64,0,0,70,Newcastle,8,7,7,7,2
341,Ake,ManCity,Defender,5.3,6,1,2,0,0,0,0,0,0,0.09,0,0,4,1,2,0,0,0,0,0,0.09,0,0,4,Newcastle,8,7,7,7,0
342,Bernardo,ManCity,Midfielder,6.5,6,17,366,0,2,0.5900000000000001,1.02,1,4,2.72,0,2,76,17,366,2,0.5900000000000001,1.02,1,4,2.72,0,2,76,Newcastle,8,7,7,7,2
345,De Bruyne,ManCity,Midfielder,9.4,6,18,356,1,1,1.2100000000000002,2.17,1,3,2.9,0,2,89,18,356,1,1.2100000000000002,2.17,1,3,2.9,0,2,89,Newcastle,8,7,7,7,0
