Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
G.Jesus,1,2,0,5,0,0,0,0,0,0,0.15,0,0,1
Gabriel,1,2,6,90,0,0,0.12,0.02,1,0,0.47,0,0,22
Havertz,1,2,12,90,1,1,0.45,0.04,1,0,0.47,0,3,48
J.Timber,1,2,1,21,0,0,0.02,0.01,0,0,0.15,0,0,2
Jorginho,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Kiwior,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Martinelli,1,2,3,90,0,0,0.08,0.19,1,0,0.47,0,0,16
Nelson,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Nketiah,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Nwaneri,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Odegaard,1,2,3,90,0,0,0.02,0.06,1,0,0.47,0,0,16
Ramsdale,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Raya,1,2,8,90,0,0,0,0,1,0,0.47,3,1,28
Rice,1,2,3,84,0,0,0.09,0.05,1,0,0.32,0,0,9
Saka,1,2,12,79,1,1,0.35,0.37,1,0,0.32,0,2,42
Saliba,1,2,6,90,0,0,0,0,1,0,0.47,0,0,26
Smith Rowe,1,1,3,63,0,0,0,0,1,0,1.5,0,0,11
Thomas,1,2,3,90,0,0,0.06,0.06,1,0,0.47,0,0,16
Tomiyasu,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Trossard,1,2,1,10,0,0,0,0,0,0,0.15,0,0,2
White,1,2,6,90,0,0,0.07,0.06,1,0,0.47,0,0,22
Zinchenko,1,2,6,68,0,0,0,0.04,1,0,0.32,0,0,22
Alex Moreno,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Archer,1,5,1,19,0,0,0.19,0,0,0,0,0,0,4
Bailey,1,7,1,73,0,0,0.21,0.21,0,1,1.39,0,0,1
Barkley,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Buendia,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Cash,1,7,2,81,0,0,0,0.01,0,1,1.41,0,0,7
Diego Carlos,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Digne,1,7,2,73,0,0,0,0.13,0,1,1.39,0,0,14
Duran,1,7,6,28,1,0,0.38,0,0,0,1.17,0,1,30
Konsa,1,7,2,90,0,0,0.07,0.01,0,1,2.46,0,0,10
Maatsen,1,7,1,16,0,0,0,0.04,0,0,1.06,0,0,5
Martinez,1,7,3,90,0,0,0,0,0,1,2.46,3,0,11
McGinn,1,7,2,61,0,0,0.3,0.01,0,1,1.28,0,0,6
Nedeljkovic,1,7,1,8,0,0,0,0,0,0,1.04,0,0,6
Pau,1,7,2,90,0,0,0,0.01,0,1,2.46,0,0,17
Ramsey,1,7,4,28,0,1,0.06,0.13,0,0,1.17,0,0,18
Rogers,1,7,2,90,0,0,0.21,0.08,0,1,2.46,0,0,14
Tielemans,1,7,7,90,0,1,0.18,0.24,0,1,2.46,0,2,33
Watkins,1,7,2,61,0,0,0,0,0,1,1.28,0,0,3
Brooks,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Christie,1,6,1,27,0,0,0,0.01,0,0,0.28,0,0,5
Cook,1,6,1,83,0,0,0,0.21,0,1,1.04,0,0,12
Enes Ünal,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Jebbison,1,6,1,21,0,0,0,0,0,0,0.28,0,0,4
Kerkez,1,6,1,90,0,0,0,0.01,0,1,1.3,0,0,5
Kluivert,1,6,0,26,0,0,0,0.02,0,0,0.28,0,0,0
N.Neto,1,6,4,90,0,0,0,0,0,1,1.3,7,0,17
O.Dango,1,6,2,68,0,0,0.22,0.01,0,1,1.02,0,0,8
Philip,1,6,1,6,0,0,0,0,0,0,0.26,0,0,1
Scott,1,6,2,62,0,0,0,0.01,0,1,1.02,0,0,11
Semenyo,1,6,8,90,1,0,0.44,0.04,0,1,1.3,0,1,25
Senesi,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Sinisterra,1,6,2,63,0,0,0.15,0.02,0,1,1.02,0,0,7
Smith,1,6,2,62,0,0,0,0.01,0,1,1.02,0,0,8
Solanke,1,10,2,90,0,0,0.34,0.15,0,1,1.02,0,0,17
Tavernier,1,6,2,90,0,0,0.42,0.12,0,1,1.3,0,0,14
Travers,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Zabarnyi,1,6,2,90,0,0,0,0.02,0,1,1.3,0,0,9
Ajer,1,8,2,90,0,0,0.28,0,0,1,1.17,0,0,4
Collins,1,8,6,90,0,1,0.22,0,0,1,1.17,0,1,23
Damsgaard,1,8,1,16,0,0,0,0,0,0,0.67,0,0,3
Flekken,1,8,4,90,0,0,0,0,0,1,1.17,6,0,22
Janelt,1,8,2,73,0,0,0.07,0.03,0,1,0.5,0,0,10
Jensen,1,8,2,83,0,0,0,0.03,0,1,0.61,0,0,11
Konak,1,8,0,0,0,0,0,0,0,0,0,0,0,0
Lewis-Potter,1,8,1,16,0,0,0,0,0,0,0.67,0,0,4
Mbeumo,1,8,9,89,1,0,0.09,0.45,0,1,1.17,0,2,35
Mee,1,8,1,1,0,0,0,0,0,0,0,0,0,3
Norgaard,1,8,2,90,0,0,0,0.01,0,1,1.17,0,0,15
Onyeka,1,8,1,6,0,0,0,0,0,0,0.56,0,0,2
Pinnock,1,8,0,90,0,0,0.01,0,0,1,1.17,0,0,3
Roerslev,1,8,2,90,0,0,0,0,0,1,1.17,0,0,4
Schade,1,8,2,73,0,0,0.13,0.01,0,1,0.5,0,0,-2
Wissa,1,8,11,83,1,1,1,0.01,0,1,0.61,0,3,47
Yarmoliuk,1,8,0,0,0,0,0,0,0,0,0,0,0,0
Adingra,1,3,6,45,1,0,0.17,0.05,0,0,0.21,0,0,24
Baleba,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Buonanotte,1,10,2,78,0,0,0,0.19,0,1,0.98,0,0,13
