Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
G.Jesus,7,61,1,59,0,0,0.38,0.06,0,1,0.32,0,0,9
Gabriel,7,61,2,90,0,0,0.2,0.04,0,1,0.65,0,0,5
Havertz,7,61,8,90,1,0,0.77,0.04,0,1,0.65,0,2,34
J.Timber,7,61,0,0,0,0,0,0,0,0,0,0,0,0
Jorginho,7,61,2,60,0,0,0.04,0.14,0,1,0.32,0,0,17
Kiwior,7,61,1,1,0,0,0,0,0,0,0.04,0,0,3
Martinelli,7,61,6,30,1,0,0.41,0.04,0,0,0.33,0,0,27
Nelson,7,69,4,13,0,1,0,0.17,0,1,0.23,0,0,15
Nketiah,7,66,1,90,0,0,0.07,0.01,0,1,1.4,0,0,8
Nwaneri,7,61,0,0,0,0,0,0,0,0,0,0,0,0
Odegaard,7,61,0,0,0,0,0,0,0,0,0,0,0,0
Ramsdale,7,61,2,90,0,0,0,0.01,0,3,2.83,3,0,5
Raya,7,61,2,90,0,0,0,0,0,1,0.65,1,0,6
Rice,7,61,2,90,0,0,0.14,0.2,0,1,0.65,0,0,15
Saka,7,61,16,90,1,2,0.31,0.93,0,1,0.65,0,3,67
Saliba,7,61,2,90,0,0,0,0.03,0,1,0.65,0,0,10
Smith Rowe,7,69,1,25,0,0,0,0.01,0,1,0.23,0,0,4
Thomas,7,61,2,83,0,0,0.11,0.05,0,1,0.61,0,0,25
Tomiyasu,7,61,1,6,0,0,0.18,0,0,0,0.04,0,0,2
Trossard,7,61,1,30,0,0,0,0.07,0,0,0.33,0,0,8
White,7,61,0,0,0,0,0,0,0,0,0,0,0,0
Zinchenko,7,61,0,0,0,0,0,0,0,0,0,0,0,0
Alex Moreno,7,65,2,81,0,0,0.01,0.08,0,1,1.24,0,0,8
Archer,7,61,7,63,1,0,0.06,0,0,3,2.11,0,1,32
Bailey,7,62,3,62,0,0,0.03,0.06,1,0,0.25,0,0,6
Barkley,7,62,2,90,0,0,0,0.07,1,0,0.52,0,0,8
Buendia,7,62,0,0,0,0,0,0,0,0,0,0,0,0
Cash,7,62,6,90,0,0,0.03,0.01,1,0,0.52,0,0,22
Diego Carlos,7,62,6,78,0,0,0,0.01,1,0,0.38,0,0,28
Digne,7,62,8,84,0,0,0.05,0.08,1,0,0.42,0,2,30
Duran,7,62,1,27,0,0,0,0.03,0,0,0.27,0,0,2
Konsa,7,62,1,11,0,0,0,0,0,0,0.15,0,0,4
Maatsen,7,62,1,5,0,0,0,0.09,0,0,0.1,0,0,4
Martinez,7,62,9,90,0,0,0,0,1,0,0.52,4,2,30
McGinn,7,62,0,0,0,0,0,0,0,0,0,0,0,0
Nedeljkovic,7,62,0,0,0,0,0,0,0,0,0,0,0,0
