Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Fabio Vieira,8,71,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel,8,71,8,90,0,0,0,0,1,0,0.55,0,2,27
Havertz,8,71,4,15,0,1,0,0.03,0,0,0,0,0,12
G.Jesus,8,71,1,90,0,0,0.02,0.05,1,0,0.55,0,0,-1
Jorginho,8,71,2,74,0,0,0,0.04,1,0,0.55,0,0,9
Kiwior,8,71,0,0,0,0,0,0,0,0,0,0,0,0
Martinelli,8,71,6,45,1,0,0.07,0.01,0,0,0.14,0,0,25
Nketiah,8,71,2,74,0,0,0.16,0,1,0,0.55,0,0,-1
Odegaard,8,71,3,90,0,0,0.08,0.16,1,0,0.55,0,0,7
Thomas,8,71,1,15,0,0,0,0.02,0,0,0,0,0,3
Ramsdale,8,71,0,0,0,0,0,0,0,0,0,0,0,0
Saka,8,71,0,0,0,0,0,0,0,0,0,0,0,0
Saliba,8,71,7,90,0,0,0,0.01,1,0,0.55,0,1,26
Smith Rowe,8,71,0,0,0,0,0,0,0,0,0,0,0,0
Tavares,8,74,0,0,0,0,0,0,0,0,0,0,0,0
Tomiyasu,8,71,1,15,0,0,0,0.04,0,0,0,0,0,3
Trossard,8,71,1,45,0,0,0,0.01,0,0,0.42,0,0,3
Turner,8,74,6,90,0,0,0,0,1,0,0.81,2,0,25
White,8,71,9,90,0,0,0,0.07,1,0,0.55,0,3,31
Zinchenko,8,71,7,74,0,0,0.08,0.01,1,0,0.55,0,1,26
Archer,8,76,2,78,0,0,0,0.01,0,2,1.81,0,0,7
Bailey,8,80,1,8,0,0,0,0.06,0,0,0.14,0,0,4
Cash,8,80,2,81,0,0,0.23,0.01,0,1,1.05,0,0,6
Coutinho,8,80,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,8,80,2,90,0,0,0,0.01,0,1,1.19,0,0,13
Digne,8,80,2,90,0,0,0,0.18,0,1,1.19,0,0,13
Douglas Luiz,8,80,2,90,0,0,0.33,0.11,0,1,1.19,0,0,13
Duran,8,80,0,0,0,0,0,0,0,0,0,0,0,0
Kamara,8,80,1,81,0,0,0,0,0,1,1.05,0,0,2
Konsa,8,80,2,90,0,0,0.23,0.02,0,1,1.19,0,0,11
Martinez,8,80,3,90,0,0,0,0,0,1,1.19,2,1,18
McGinn,8,80,1,90,0,0,0.09,0.17,0,1,1.19,0,0,9
Mings,8,80,0,0,0,0,0,0,0,0,0,0,0,0
Nakamba,8,77,2,90,0,0,0.03,0.1,0,1,1.99,0,0,4
Olsen,8,80,0,0,0,0,0,0,0,0,0,0,0,0
Tielemans,8,80,1,8,0,0,0,0,0,0,0.14,0,0,3
Bertrand Traore,8,80,0,0,0,0,0,0,0,0,0,0,0,0
Watkins,8,80,5,90,0,1,0.31,0.22,0,1,1.19,0,0,16
Billing,8,75,2,90,0,0,0.1,0.18,0,3,2.71,0,0,12
Brooks,8,75,1,23,0,0,0,0.02,0,0,0.51,0,0,3
Christie,8,75,1,45,0,0,0,0.01,0,2,0.86,0,0,2
L.Cook,8,75,2,66,0,0,0,0.07,0,3,2.2,0,0,16
Kelly,8,75,0,0,0,0,0,0,0,0,0,0,0,0
Kluivert,8,75,0,0,0,0,0,0,0,0,0,0,0,0
Lowe,8,75,0,0,0,0,0,0,0,0,0,0,0,0
Mepham,8,75,0,0,0,0,0,0,0,0,0,0,0,0
Moore,8,75,1,24,0,0,0.2,0.24,0,0,0.51,0,0,4
N.Neto,8,75,1,90,0,0,0,0,0,3,2.71,5,0,19
Rothwell,8,75,1,45,0,0,0,0.02,0,1,1.85,0,0,2
Semenyo,8,75,0,0,0,0,0,0,0,0,0,0,0,0
Senesi,8,75,1,90,0,0,0,0.03,0,3,2.71,0,0,11
Solanke,8,75,1,90,0,0,0.11,0.17,0,3,2.71,0,0,-1
Tavernier,8,75,2,90,0,0,0.05,0.05,0,3,2.71,0,0,9
Hamed Traorè,8,75,0,0,0,0,0,0,0,0,0,0,0,0
Zabarnyi,8,75,1,90,0,0,0.21,0,0,3,2.71,0,0,9
Ajer,8,78,1,90,0,0,0,0.06,0,2,1.43,0,0,15
Collins,8,78,0,90,0,0,0.17,0,0,2,1.43,0,0,8
Damsgaard,8,78,0,0,0,0,0,0,0,0,0,0,0,0
