Name,Week,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Ahmedhodzic,2,1,90,0,0,0.07,0,0,2,1.36,0,0,17
Lowe,2,1,45,0,0,0,0,0,1,0.82,0,0,1
Brooks,2,1,16,0,0,0,0,0,1,0.12,0,0,3
Hackford,2,1,8,0,0,0,0,0,1,0.12,0,0,2
McAtee,2,0,0,0,0,0,0,0,0,0,0,0,0
Thomas,2,0,0,0,0,0,0,0,0,0,0,0,0
Fleck,2,0,0,0,0,0,0,0,0,0,0,0,0
Slimane,2,0,0,0,0,0,0,0,0,0,0,0,0
Morris,2,0,0,0,0,0,0,0,0,0,0,0,0
Andersen,2,0,75,0,0,0,0,0,2,2.34,0,0,6
Adebayo,2,0,0,0,0,0,0,0,0,0,0,0,0
Chong,2,0,0,0,0,0,0,0,0,0,0,0,0
Kaminski,2,0,0,0,0,0,0,0,0,0,0,0,0
Brown,2,0,0,0,0,0,0,0,0,0,0,0,0
Barkley,2,0,0,0,0,0,0,0,0,0,0,0,0
Mpanzu,2,0,0,0,0,0,0,0,0,0,0,0,0
Nakamba,2,0,0,0,0,0,0,0,0,0,0,0,0
Doughty,2,0,0,0,0,0,0,0,0,0,0,0,0
Giles,2,0,0,0,0,0,0,0,0,0,0,0,0
Kabore,2,0,0,0,0,0,0,0,0,0,0,0,0
Ogbene,2,0,0,0,0,0,0,0,0,0,0,0,0
Bell,2,0,0,0,0,0,0,0,0,0,0,0,0
Burke,2,0,0,0,0,0,0,0,0,0,0,0,0
Woodrow,2,0,0,0,0,0,0,0,0,0,0,0,0
Berry,2,0,0,0,0,0,0,0,0,0,0,0,0
Lockyer,2,0,0,0,0,0,0,0,0,0,0,0,0
