Name,Week,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Konsa,4,1,90,0,0,0,0,0,3,2.47,0,0,16
Martinez,4,1,90,0,0,0,0,0,3,2.47,2,0,16
McGinn,4,2,90,0,0,0.19,0,0,3,2.47,0,0,7
Mings,4,0,0,0,0,0,0,0,0,0,0,0,0
Nakamba,4,1,90,0,0,0,0.22,0,2,1.06,0,0,17
Olsen,4,0,0,0,0,0,0,0,0,0,0,0,0
Tielemans,4,1,18,0,0,0,0,0,0,0.12,0,0,3
Bertrand Traore,4,0,0,0,0,0,0,0,0,0,0,0,0
Watkins,4,2,72,0,0,0.2,0.02,0,3,2.35,0,0,2
Billing,4,2,90,0,0,0.07,0.04,0,2,3.29,0,0,14
Brooks,4,8,30,1,0,1.02,0,0,1,1.84,0,2,23
Christie,4,2,86,0,0,0.13,0.01,0,1,2.3,0,0,10
L.Cook,4,2,90,0,0,0,0.01,0,2,3.29,0,0,8
Kelly,4,0,0,0,0,0,0,0,0,0,0,0,0
Kluivert,4,2,70,0,0,0.05,0.03,0,1,1.47,0,0,-3
Lowe,4,0,0,0,0,0,0,0,0,0,0,0,0
Mepham,4,1,3,0,0,0,0,0,1,0.99,0,0,4
Moore,4,0,0,0,0,0,0,0,0,0,0,0,0
N.Neto,4,1,90,0,0,0,0,0,2,3.29,5,0,15
Rothwell,4,0,0,0,0,0,0,0,0,0,0,0,0
Semenyo,4,1,59,0,0,0.19,0,0,1,1.45,0,0,-3
Senesi,4,4,90,0,1,0,0.17,0,2,3.29,0,0,19
Solanke,4,7,90,1,0,0.56,0.02,0,2,3.29,0,1,22
Tavernier,4,4,19,0,1,0,0.28,0,1,1.83,0,0,16
Hamed Traorè,4,0,0,0,0,0,0,0,0,0,0,0,0
Zabarnyi,4,1,90,0,0,0,0,0,2,3.29,0,0,11
Ajer,4,1,9,0,0,0.21,0.09,0,0,0,0,0,3
Collins,4,4,9,0,1,0,0.17,0,0,0,0,0,17
Damsgaard,4,0,0,0,0,0,0,0,0,0,0,0,0
Dasilva,4,0,0,0,0,0,0,0,0,0,0,0,0
Flekken,4,2,90,0,0,0,0,0,2,2.02,3,0,17
Henry,4,1,90,0,0,0.02,0.02,0,2,2.02,0,0,15
Hickey,4,1,81,0,0,0.04,0.02,0,2,2.02,0,0,19
Janelt,4,2,70,0,0,0.23,0,0,1,1,0,0,9
Jensen,4,9,80,1,0,0.03,0.37,0,2,2.02,0,3,27
Lewis-Potter,4,1,19,0,0,0.48,0.03,0,1,1.02,0,0,-3
Mbeumo,4,8,90,1,0,0.84,0.4,0,2,2.02,0,1,22
Mee,4,1,80,0,0,0,0.16,0,2,2.02,0,0,16
Norgaard,4,2,90,0,0,0.14,0.26,0,2,2.02,0,0,20
Onyeka,4,1,19,0,0,0.07,0.71,0,1,1.02,0,0,11
Pinnock,4,1,90,0,0,0.24,0.01,0,2,2.02,0,0,12
Raya,4,0,0,0,0,0,0,0,0,0,0,0,0
Schade,4,5,70,0,1,0.42,0.19,0,1,1,0,0,11
Toney,4,0,0,0,0,0,0,0,0,0,0,0,0
Wissa,4,2,90,0,0,0.52,0.01,0,2,2.02,0,0,2
Adingra,4,1,1,0,0,0.1,0.01,0,1,0.45,0,0,3
Caicedo,4,2,76,0,0,0.08,0.04,0,1,0.64,0,0,11
Dahoud,4,0,13,0,0,0,0.01,0,1,0.47,0,0,-1
Dunk,4,2,90,0,0,0.01,0.02,0,1,1.3,0,0,14
Enciso,4,0,0,0,0,0,0,0,0,0,0,0,0
Estupinan,4,2,90,0,0,0.03,0.04,0,1,1.3,0,0,12
Ferguson,4,17,80,3,0,0.91,0.03,1,0,0.84,0,3,81
Gilmour,4,11,76,0,2,0.02,0.18,1,0,0.84,0,2,31
Gross,4,3,88,0,0,0,0.06,1,0,0.86,0,0,9
Joao Pedro,4,2,76,0,0,0.22,0.01,1,0,0.84,0,0,5
Lallana,4,0,9,0,0,0,0,0,1,0.47,0,0,-2
Lamptey,4,0,13,0,0,0,0,0,1,0.47,0,0,0
March,4,3,80,0,0,0.02,0.14,1,0,0.84,0,0,2
Milner,4,0,9,0,0,0,0,0,1,0.47,0,0,1
Mitoma,4,5,90,0,1,0.19,0.17,0,1,1.3,0,0,14
Sanchez,4,2,90,0,0,0,0,0,1,0.71,2,0,14
Steele,4,0,0,0,0,0,0,0,0,0,0,0,0
Van Hecke,4,2,90,0,0,0,0.01,0,1,1.3,0,0,17
Veltman,4,2,90,0,0,0,0.02,0,1,1.3,0,0,12
Verbruggen,4,2,90,0,0,0,0,0,1,1.3,2,0,17
Webster,4,0,0,0,0,0,0,0,0,0,0,0,0
Welbeck,4,0,0,0,0,0,0,0,0,0,0,0,0
Al-Dakhil,4,0,90,0,0,0.09,0.01,0,5,2.27,0,0,6
Benson,4,0,0,0,0,0,0,0,0,0,0,0,0
Beyer,4,-1,73,0,0,0,0,0,5,2.14,0,0,11
Brownhill,4,5,45,1,0,0.19,0.17,0,3,1.21,0,0,18
Cork,4,1,16,0,0,0,0.01,0,0,0.13,0,0,2
Cullen,4,5,90,0,1,0.03,0.2,0,5,2.27,0,0,20
Foster,4,6,90,1,0,0.54,0.05,0,5,2.27,0,0,25
Gudmundsson,4,0,45,0,0,0,0.09,0,2,1.06,0,0,2
O'Shea,4,0,90,0,0,0.04,0,0,5,2.27,0,0,17
Roberts,4,0,90,0,0,0,0.1,0,5,2.27,0,0,11
Rodriguez,4,0,0,0,0,0,0,0,0,0,0,0,0
Taylor,4,0,0,0,0,0,0,0,0,0,0,0,0
Vitinho,4,0,0,0,0,0,0,0,0,0,0,0,0
Chalobah,4,0,0,0,0,0,0,0,0,0,0,0,0
Chilwell,4,1,61,0,0,0.29,0.26,0,1,0.64,0,0,6
Chukwuemeka,4,0,0,0,0,0,0,0,0,0,0,0,0
Colwill,4,2,90,0,0,0,0.04,0,1,0.71,0,0,12
Cucurella,4,0,0,0,0,0,0,0,0,0,0,0,0
Enzo,4,2,90,0,0,0.22,0.53,0,1,0.71,0,0,14
W.Fofana,4,0,0,0,0,0,0,0,0,0,0,0,0
Gallagher,4,1,61,0,0,0.03,0.05,0,1,0.64,0,0,8
Gusto,4,2,76,0,0,0,0.03,0,1,0.64,0,0,13
Hudson-Odoi,4,0,0,0,0,0,0,0,0,0,0,0,0
James,4,0,0,0,0,0,0,0,0,0,0,0,0
Madueke,4,1,28,0,0,0.02,0.11,0,0,0.07,0,0,1
Mount,4,0,0,0,0,0,0,0,0,0,0,0,0
Mudryk,4,1,13,0,0,0.02,0.01,0,0,0.07,0,0,2
N.Jackson,4,1,90,0,0,0.92,0.41,0,1,0.71,0,0,-3
Nkunku,4,0,0,0,0,0,0,0,0,0,0,0,0
M.Sarr,4,0,0,0,0,0,0,0,0,0,0,0,0
Sterling,4,2,90,0,0,0.29,0.3,0,1,0.71,0,0,9
T.Silva,4,2,90,0,0,0.06,0.03,0,1,0.71,0,0,18
Ahamada,4,0,0,0,0,0,0,0,0,0,0,0,0
Andersen,4,1,90,0,0,0,0.01,0,2,1.34,0,0,15
J.Ayew,4,2,90,0,0,0.47,0.06,0,2,1.34,0,0,2
C.Doucoure,4,2,90,0,0,0,0.02,0,2,1.34,0,0,21
Edouard,4,13,89,2,0,0.8,0.03,0,1,0.82,0,3,50
Eze,4,8,90,1,0,0.63,0.13,0,2,1.34,0,1,33
Guehi,4,1,90,0,0,0,0.01,0,2,1.34,0,0,10
Hughes,4,1,1,0,0,0,0,0,1,0.52,0,0,3
Johnstone,4,1,90,0,0,0,0,0,2,1.34,2,0,12
Lerma,4,2,90,0,0,0.08,0.16,0,2,1.34,0,0,16
Mateta,4,7,19,0,2,0,0.13,0,1,0.54,0,0,24
Mitchell,4,4,90,0,1,0,0.23,0,2,1.34,0,0,24
Olise,4,0,0,0,0,0,0,0,0,0,0,0,0
Schlupp,4,2,70,0,0,0.18,0.22,0,1,0.8,0,0,5
Tomkins,4,0,0,0,0,0,0,0,0,0,0,0,0
Ward,4,0,90,0,0,0.01,0.02,0,2,1.34,0,0,7
Branthwaite,4,0,90,0,0,0,0,0,2,1.24,0,0,18
Calvert-Lewin,4,0,0,0,0,0,0,0,0,0,0,0,0
A.Doucoure,4,8,90,1,0,1.07,0.03,0,2,1.24,0,2,25
Garner,4,2,74,0,0,0,0.01,0,2,0.76,0,0,10
Godfrey,4,1,1,0,0,0,0,0,0,0.37,0,0,2
Gana,4,2,90,0,0,0,0.02,0,2,1.24,0,0,16
Iwobi,4,0,0,0,0,0,0,0,0,0,0,0,0
Keane,4,0,0,0,0,0,0,0,0,0,0,0,0
Maupay,4,0,0,0,0,0,0,0,0,0,0,0,0
McNeil,4,1,15,0,0,0.03,0.01,0,0,0.48,0,0,-1
Mykolenko,4,0,0,0,0,0,0,0,0,0,0,0,0
Onana,4,2,90,0,0,0.02,0.02,0,2,1.24,0,0,13
Patterson,4,6,90,0,1,0,0.46,0,2,1.24,0,2,25
Pickford,4,1,90,0,0,0,0.01,0,2,1.24,6,0,17
Tarkowski,4,1,90,0,0,0,0,0,2,0.87,0,0,14
Andreas,4,1,90,0,0,0,0.03,0,5,2.26,0,0,1
Cairney,4,1,15,0,0,0,0,0,0,0,0,0,3
De Cordova-Reid,4,4,72,0,1,0.42,0,0,4,2.07,0,0,11
Diop,4,-1,90,0,0,0,0,0,5,2.26,0,0,6
Leno,4,0,90,0,0,0,0,0,5,2.26,0,0,10
Lukic,4,0,0,0,0,0,0,0,0,0,0,0,0
J.Palhinha,4,0,0,0,0,0,0,0,0,0,0,0,0
Ream,4,7,90,1,0,0.96,0.01,0,5,2.26,0,1,28
Reed,4,2,90,0,0,0,0,0,5,2.26,0,0,14
Robinson,4,-1,90,0,0,0,0.01,0,5,2.26,0,0,8
Tete,4,0,72,0,0,0,0,0,4,2.07,0,0,5
Tosin,4,0,0,0,0,0,0,0,0,0,0,0,0
H.Wilson,4,2,80,0,0,0,0,0,4,2.07,0,0,4
Alexander-Arnold,4,12,71,0,1,0.06,0.18,1,0,0.57,0,3,42
A.Becker,4,8,90,0,0,0,0,1,0,0.66,3,1,32
Bajcetic,4,0,0,0,0,0,0,0,0,0,0,0,0
Darwin,4,8,64,0,2,1.14,0.01,1,0,0.57,0,0,16
Diogo J.,4,1,25,0,0,0,0.01,0,0,0.08,0,0,4
Elliott,4,1,26,0,0,0.03,0.03,0,0,0.08,0,0,4
Gakpo,4,1,25,0,0,0,0.01,0,0,0.08,0,0,1
Gomez,4,6,90,0,0,0.05,0.01,1,0,0.66,0,0,24
Jones,4,3,63,0,0,0,0.01,1,0,0.57,0,0,11
Konate,4,0,0,0,0,0,0,0,0,0,0,0,0
Luis Diaz,4,3,64,0,0,0.03,0.06,1,0,0.57,0,0,3
Mac Allister,4,3,86,0,0,0,0.04,1,0,0.66,0,0,14
Matip,4,6,90,0,0,0.3,0.01,1,0,0.66,0,0,24
Phillips,4,0,0,0,0,0,0,0,0,0,0,0,0
Robertson,4,6,90,0,0,0,0.09,1,0,0.66,0,0,26
Salah,4,8,90,1,0,0.8,0.07,1,0,0.66,0,0,26
Szoboszlai,4,10,90,1,0,0.07,0.34,1,0,0.66,0,2,33
Thiago,4,0,0,0,0,0,0,0,0,0,0,0,0
Tsimikas,4,0,0,0,0,0,0,0,0,0,0,0,0
Virgil,4,0,0,0,0,0,0,0,0,0,0,0,0
Adebayo,4,2,70,0,0,0.4,0.01,0,1,0.86,0,0,2
M.Andersen,4,8,90,1,0,0.21,0,0,2,1.06,0,1,24
Bell,4,1,90,0,0,0,0.03,0,2,1.06,0,0,15
Burke,4,1,90,0,0,0.26,0.01,0,2,1.06,0,0,13
Doughty,4,2,77,0,0,0.02,0.08,0,1,0.86,0,0,9
McAtee,4,0,0,0,0,0,0,0,0,0,0,0,0
Morris,4,5,90,0,1,0.15,0.13,0,2,1.06,0,0,21
Ogbene,4,1,12,0,0,0.03,0.02,0,1,0.2,0,0,4
Woodrow,4,1,6,0,0,0,0.02,0,1,0.2,0,0,3
Akanji,4,2,90,0,0,0,0.19,0,1,1.45,0,0,18
Ake,4,8,90,1,0,0.03,0.01,0,1,1.45,0,0,27
J.Alvarez,4,14,89,1,2,0.65,0.02,0,1,1.45,0,2,51
Bernardo,4,0,14,0,0,0,0.01,0,0,0,0,0,-1
De Bruyne,4,0,0,0,0,0,0,0,0,0,0,0,0
Ruben,4,2,90,0,0,0,0.01,0,1,1.45,0,0,12
Ederson M.,4,3,90,0,0,0,0,0,1,1.45,3,0,17
Foden,4,5,89,0,1,0,0.02,0,1,1.45,0,0,21
Grealish,4,0,0,0,0,0,0,0,0,0,0,0,0
Haaland,4,20,90,3,1,1.58,0.1,0,1,1.45,0,3,90
Kovačic,4,2,83,0,0,0,0.05,0,1,1.45,0,0,17
R.Lewis,4,1,1,0,0,0,0.01,0,0,0,0,0,2
Palmer,4,1,28,0,0,0,0.11,0,0,0.07,0,0,7
Rodrigo,4,1,75,0,0,0,0.08,0,1,1.45,0,0,7
Sergio Gomez,4,4,14,0,1,0,0.08,0,0,0,0,0,15
Stones,4,0,0,0,0,0,0,0,0,0,0,0,0
Walker,4,2,90,0,0,0,0.03,0,1,1.45,0,0,14
Antony,4,2,83,0,0,0.03,0,0,1,1.53,0,0,7
B.Fernandes,4,2,90,0,0,0,0.07,0,3,2.27,0,0,14
Casemiro,4,2,90,0,0,0,0.02,0,3,2.27,0,0,13
Dalot,4,1,90,0,0,0.03,0.05,0,3,2.27,0,0,12
Elanga,4,7,45,1,0,0.4,0,0,0,1.33,0,1,24
Eriksen,4,7,90,0,1,0.06,0.02,0,3,2.27,0,2,25
Garnacho,4,1,6,0,0,0,0,0,2,0.74,0,0,0
Lindelof,4,1,83,0,0,0,0,0,1,1.53,0,0,9
Maguire,4,0,23,0,0,0,0,0,2,1.2,0,0,3
Malacia,4,0,0,0,0,0,0,0,0,0,0,0,0
Martial,4,2,66,0,0,0.05,0,0,1,1.07,0,0,6
L.Martinez,4,1,66,0,0,0,0,0,1,1.07,0,0,13
McTominay,4,0,0,0,0,0,0,0,0,0,0,0,0
R.Varane,4,0,0,0,0,0,0,0,0,0,0,0,0
Rashford,4,7,90,1,0,0.46,0.5,0,3,2.27,0,0,20
Sancho,4,0,0,0,0,0,0,0,0,0,0,0,0
Shaw,4,0,0,0,0,0,0,0,0,0,0,0,0
Wan-Bissaka,4,1,90,0,0,0,0.01,0,3,2.27,0,0,15
Almiron,4,1,57,0,0,0,0,0,1,1.24,0,0,5
Anderson,4,1,32,0,0,0,0.08,0,2,0.18,0,0,3
Botman,4,0,0,0,0,0,0,0,0,0,0,0,0
Bruno G.,4,2,90,0,0,0,0.23,0,3,1.42,0,0,14
Burn,4,0,90,0,0,0,0,0,3,1.42,0,0,4
Isak,4,2,73,0,0,0.48,0.03,0,3,1.32,0,0,7
Joelinton,4,1,57,0,0,0.13,0,0,1,1.24,0,0,6
Longstaff,4,4,32,0,1,0,0.01,0,2,0.18,0,0,17
Pope,4,2,90,0,0,0,0,0,3,1.42,4,0,13
Schar,4,0,90,0,0,0.02,0.04,0,3,1.42,0,0,11
Targett,4,0,73,0,0,0,0.01,0,3,1.32,0,0,9
Tonali,4,1,57,0,0,0,0.1,0,1,1.24,0,0,7
Trippier,4,1,90,0,0,0,0.04,0,3,1.42,0,0,12
Wilson,4,6,32,1,0,0.45,0,0,2,0.18,0,1,27
Aurier,4,6,71,0,0,0,0,1,0,1.54,0,0,16
Awoniyi,4,5,64,0,1,0.28,0.25,1,0,1.54,0,0,15
Boly,4,9,90,0,0,0,0,1,0,2.13,0,3,25
Danilo,4,1,45,0,0,0,0,0,0,0.8,0,0,3
Dennis,4,0,0,0,0,0,0,0,0,0,0,0,0
Gibbs-White,4,3,90,0,0,0,0.01,1,0,2.13,0,0,7
Kouyate,4,1,17,0,0,0,0,0,0,0.59,0,0,6
Mangala,4,3,71,0,0,0.01,0,1,0,1.54,0,0,2
McKenna,4,7,90,0,0,0,0.07,1,0,2.13,0,1,24
Niakhate,4,0,0,0,0,0,0,0,0,0,0,0,0
Williams,4,0,0,0,0,0,0,0,0,0,0,0,0
Wood,4,1,25,0,0,0,0,0,0,0.59,0,0,3
Worrall,4,9,90,0,0,0,0,1,0,2.13,0,3,25
Yates,4,2,90,0,0,0.02,0,1,0,2.13,0,0,4
Ahmedhodzic,4,0,90,0,0,0,0,0,2,2.59,0,0,7
Baldock,4,1,90,0,0,0,0.09,0,2,2.59,0,0,8
Basham,4,1,22,0,0,0,0,0,0,0.1,0,0,5
Berge,4,1,45,0,0,0,0.01,0,2,1.06,0,0,8
Bogle,4,0,0,0,0,0,0,0,0,0,0,0,0
Egan,4,1,67,0,0,0.06,0,0,2,2.49,0,0,13
Fleck,4,0,0,0,0,0,0,0,0,0,0,0,0
Foderingham,4,2,90,0,0,0,0,0,2,2.59,4,0,18
McBurnie,4,5,90,0,1,0.37,0.12,0,2,2.59,0,0,10
Norwood,4,2,90,0,0,0.03,0.11,0,2,2.59,0,0,19
Osborn,4,0,0,0,0,0,0,0,0,0,0,0,0
Osula,4,0,0,0,0,0,0,0,0,0,0,0,0
Bentancur,4,0,0,0,0,0,0,0,0,0,0,0,0
Bissouma,4,2,90,0,0,0.05,0.04,0,2,1.35,0,0,14
Davies,4,0,0,0,0,0,0,0,0,0,0,0,0
E.Royal,4,1,4,0,0,0,0,0,1,0.12,0,0,3
Hojbjerg,4,0,22,0,0,0,0.02,0,1,0.62,0,0,-1
Kulusevski,4,1,85,0,0,0,0.08,0,1,1.23,0,0,8
Lo Celso,4,0,0,0,0,0,0,0,0,0,0,0,0
Maddison,4,7,85,1,0,0.35,0.17,0,1,1.23,0,0,32
Pedro Porro,4,4,90,0,1,0.18,0.23,0,2,1.35,0,0,27
Perisic,4,1,22,0,0,0,0.03,0,1,0.62,0,0,5
Reguilon,4,0,0,0,0,0,0,0,0,0,0,0,0
Richarlison,4,1,18,0,0,0,0,0,1,0.62,0,0,1
Romero,4,7,90,1,0,0.03,0.01,0,2,1.35,0,0,29
Sarr,4,1,67,0,0,0.42,0.04,0,1,0.73,0,0,8
Skipp,4,1,4,0,0,0,0,0,1,0.12,0,0,3
Son,4,20,71,3,0,1.12,0.07,0,1,0.73,0,3,61
Udogie,4,5,90,0,1,0,0.02,0,2,1.35,0,1,34
Vicario,4,2,90,0,0,0,0,0,2,1.35,3,0,16
N.Aguerd,4,2,90,0,0,0,0.01,0,1,1.43,0,0,15
Antonio,4,2,79,0,0,0,0.02,1,0,1.16,0,0,3
Areola,4,2,90,0,0,0,0,0,1,1.43,0,0,8
Benrahma,4,3,70,0,0,0.23,0.02,1,0,1.16,0,0,3
Bowen,4,7,90,1,0,0.5,0.1,0,1,1.43,0,0,20
Cornet,4,0,0,0,0,0,0,0,0,0,0,0,0
Coufal,4,2,90,0,0,0,0.03,0,1,1.43,0,0,19
Cresswell,4,0,0,0,0,0,0,0,0,0,0,0,0
Emerson,4,1,90,0,0,0,0.02,0,1,1.43,0,0,6
P.Fornals,4,1,19,0,0,0,0,0,1,0.27,0,0,2
Ings,4,1,10,0,0,0,0.01,0,1,0.27,0,0,1
Kehrer,4,0,0,0,0,0,0,0,0,0,0,0,0
L.Paqueta,4,6,90,0,1,0,0.21,1,0,1.28,0,0,23
Rice,4,10,90,1,0,0.23,0.03,0,1,0.96,0,3,31
Souček,4,0,0,0,0,0,0,0,0,0,0,0,0
Zouma,4,11,90,1,0,0.2,0,0,1,1.43,0,3,36
Ait-Nouri,4,0,81,0,0,0,0.04,0,2,1.89,0,0,5
H.Bueno,4,1,8,0,0,0,0,0,1,0.24,0,0,3
Dawson,4,1,90,0,0,0.19,0.01,0,3,2.13,0,0,12
Fabio Silva,4,2,73,0,0,0.04,0.07,0,1,1.31,0,0,1
Giles,4,2,70,0,0,0,0.06,0,1,0.86,0,0,12
Hee Chan,4,6,30,1,0,0.06,0.01,0,2,0.97,0,0,25
Raul,4,2,80,0,0,0.19,0.13,0,4,2.07,0,0,13
Joao Gomes,4,1,80,0,0,0.03,0.01,0,2,1.89,0,0,9
Kalajdzic,4,1,9,0,0,0,0,0,1,0.24,0,0,4
Kilman,4,1,90,0,0,0,0.01,0,3,2.13,0,0,13
Lemina,4,2,90,0,0,0,0.04,0,3,2.13,0,0,24
Matheus N.,4,0,0,0,0,0,0,0,0,0,0,0,0
Neto,4,10,90,0,2,0.14,0.53,0,3,2.13,0,2,43
Jose Sa,4,3,90,0,0,0,0,0,3,2.13,7,0,23
Sarabia,4,1,59,0,0,0.05,0.02,0,1,1.16,0,0,5
N.Semedo,4,0,90,0,0,0.02,0.03,0,3,2.13,0,0,8
Lockyer,4,0,0,0,0,0,0,0,0,0,0,0,0
J.Robinson,4,1,90,0,0,0.11,0.01,0,2,2.59,0,0,12
Ogbonna,4,0,0,0,0,0,0,0,0,0,0,0,0
Mpanzu,4,1,19,0,0,0,0.56,0,1,0.2,0,0,2
Solomon,4,10,67,0,2,0.12,0.31,0,1,0.73,0,2,37
Pau,4,1,90,0,0,0.03,0,0,3,2.47,0,0,12
J.Timber,4,0,0,0,0,0,0,0,0,0,0,0,0
Chong,4,2,83,0,0,0.2,0.02,0,1,0.86,0,0,-1
Slimane,4,0,0,0,0,0,0,0,0,0,0,0,0
Young,4,1,90,0,0,0.07,0.14,0,2,1.24,0,0,22
Cunha,4,6,90,1,0,0.81,0.02,0,3,2.13,0,0,29
Willian,4,1,17,0,0,0,0.01,0,1,0.19,0,0,2
Larouci,4,1,67,0,0,0.11,0,0,2,2.49,0,0,9
T.Benie,4,1,15,0,0,0,0.07,0,0,0.1,0,0,0
Amdouni,4,1,59,0,0,0.03,0.18,0,3,1.35,0,0,7
Kerkez,4,1,90,0,0,0,0.08,0,2,3.29,0,0,10
Trafford,4,1,90,0,0,0,0,0,5,2.27,5,0,21
A.Onana,4,0,90,0,0,0,0,0,3,2.27,2,0,10
Diaby,4,2,90,0,0,0.09,0.08,0,3,2.47,0,0,5
Redmond,4,1,30,0,0,0,0.25,0,2,0.92,0,0,5
Danjuma,4,7,90,1,0,1.18,0.02,0,2,1.24,0,0,22
Kabore,4,1,19,0,0,0,0.03,0,1,0.2,0,0,5
Barnes,4,1,16,0,0,0.04,0,0,0,0.1,0,0,3
Aina,4,5,72,0,0,0,0,1,0,1.54,0,0,13
Koleosho,4,5,67,0,1,0.08,0.31,0,5,2.14,0,0,12
Bruun Larsen,4,1,22,0,0,0.06,0.05,0,0,0.13,0,0,3
Maatsen,4,1,13,0,0,0.06,0.03,0,0,0.07,0,0,3
Bassey,4,0,0,0,0,0,0,0,0,0,0,0,0
Disasi,4,2,90,0,0,0.15,0.74,0,1,0.71,0,0,13
Ugochukwu,4,0,0,0,0,0,0,0,0,0,0,0,0
Kaminski,4,1,90,0,0,0,0,0,2,1.06,1,0,10
Gvardiol,4,0,0,0,0,0,0,0,0,0,0,0,0
Hojlund,4,1,23,0,0,0.33,0,0,2,1.2,0,0,2
Dobbin,4,0,0,0,0,0,0,0,0,0,0,0,0
Doak,4,0,0,0,0,0,0,0,0,0,0,0,0
Barkley,4,2,70,0,0,0.16,0.29,0,1,0.86,0,0,12
Brown,4,1,19,0,0,0,0,0,1,0.2,0,0,2
Vini Souza,4,2,90,0,0,0,0.01,0,2,2.59,0,0,10
Van de Ven,4,1,90,0,0,0,0.01,0,2,1.35,0,0,16
Alvarez,4,2,90,0,0,0.14,0.04,0,1,1.43,0,0,15
Aarons,4,0,90,0,0,0,0.01,0,2,3.29,0,0,8
Y. Chermiti,4,0,0,0,0,0,0,0,0,0,0,0,0
Onyango,4,0,0,0,0,0,0,0,0,0,0,0,0
Rak-Sakyi,4,0,0,0,0,0,0,0,0,0,0,0,0
Gordon,4,0,0,0,0,0,0,0,0,0,0,0,0
Adama,4,1,9,0,0,0,0,0,1,0.19,0,0,3
Hamer,4,2,90,0,0,0.26,0.09,0,2,2.59,0,0,15
Ward-Prowse,4,7,90,0,1,0,0.21,0,1,1.43,0,2,33
Lavia,4,0,0,0,0,0,0,0,0,0,0,0,0
Endo,4,1,3,0,0,0,0,0,0,0,0,0,3
Zaniolo,4,1,25,0,0,0,0.01,0,0,0.19,0,0,4
Delcroix,4,-1,45,0,0,0.29,0,0,3,1.21,0,0,0
A.Ramsey,4,0,0,0,0,0,0,0,0,0,0,0,0
Doku,4,2,75,0,0,0,0.01,0,1,1.45,0,0,9
G.Montiel,4,1,18,0,0,0,0,0,0,0.59,0,0,3
Johnson,4,0,0,0,0,0,0,0,0,0,0,0,0
Harris,4,2,74,0,0,0.28,0.01,0,5,2.26,0,0,2
Castagne,4,1,17,0,0,0,0.03,0,1,0.19,0,0,3
Kudus,4,1,1,0,0,0,0,0,1,0.15,0,0,5
Beto,4,2,90,0,0,0.22,0.05,0,2,1.24,0,0,10
L.Thomas,4,1,22,0,0,0.16,0,0,0,0.1,0,0,3
Lenglet,4,0,0,0,0,0,0,0,0,0,0,0,0
Ansu Fati,4,0,0,0,0,0,0,0,0,0,0,0,0
Sinisterra,4,0,0,0,0,0,0,0,0,0,0,0,0
Gravenberch,4,0,0,0,0,0,0,0,0,0,0,0,0
Amrabat,4,0,0,0,0,0,0,0,0,0,0,0,0
Origi,4,0,0,0,0,0,0,0,0,0,0,0,0
