Id,Name,Team,Position,Price,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointRating,PointsInLastFive,MinutesInLastFive,GoalsInLastFive,xGoalsInLastFive,xAssistsInLastFive,CleanSheetsInLastFive,GoalsConcededInLastFive,xGoalsConcededInLastFive,SavesInLastFive,BonusPointsInLastFive,BonusPointsRatingInLastFive,Opponent,OpponentGoalsScored,OpponentGoalsConceded,OpponentGoalsScoredInLastFive,OpponentGoalsConcededInLastFive,ActualPoints
362,Palmer,Chelsea,Midfielder,0,3,65,0,0,0.17,0.15,0,0,0.77,0,0,12,3,65,0,0.17,0.15,0,0,0.77,0,0,12,Bournemouth,4,8,0,0,1
609,Maatsen,Chelsea,Midfielder,0,3,35,0,0,0.26,0.06,0,0,0.23,0,0,8,3,35,0,0.26,0.06,0,0,0.23,0,0,8,Bournemouth,4,8,0,0,1
611,Disasi,Chelsea,Defender,0,24,450,1,0,0.67,0.79,2,5,5.41,0,3,98,24,450,0,0.67,0.79,2,5,5.41,0,3,98,Bournemouth,4,8,0,0,5
613,Ugochukwu,Chelsea,Midfielder,0,5,98,0,0,0,0.07,1,0,1.28,0,0,18,5,98,0,0,0.07,1,0,1.28,0,0,18,Bournemouth,4,8,0,0,3
667,Lavia,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bournemouth,4,8,0,0,0
219,Ahamada,CrystalPalace,Midfielder,0,3,36,0,0,0,0.02,0,2,1.88,0,0,12,3,36,0,0,0.02,0,2,1.88,0,0,12,AstonVilla,8,9,0,0,1
220,Andersen,CrystalPalace,Defender,0,24,450,1,0,0.2,0.46,1,7,8.01,0,6,114,24,450,0,0.2,0.46,1,7,8.01,0,6,114,AstonVilla,8,9,0,0,1
221,J.Ayew,CrystalPalace,Midfielder,0,15,384,0,2,0.95,0.49,1,4,5.1,0,0,37,15,384,2,0.95,0.49,1,4,5.1,0,0,37,AstonVilla,8,9,0,0,1
223,C.Doucoure,CrystalPalace,Midfielder,0,10,450,0,0,0.12,0.45,1,6,7.369999999999999,0,0,80,10,450,0,0.12,0.45,1,6,7.369999999999999,0,0,80,AstonVilla,8,9,0,0,2
225,Edouard,CrystalPalace,Forward,0,32,428,4,0,2.8000000000000003,0.27,1,4,5.61,0,6,112,32,428,0,2.8000000000000003,0.27,1,4,5.61,0,6,112,AstonVilla,8,9,0,0,8
226,Eze,CrystalPalace,Midfielder,0,16,450,1,0,2.15,1.1800000000000002,1,7,8.01,0,1,78,16,450,0,2.15,1.1800000000000002,1,7,8.01,0,1,78,AstonVilla,8,9,0,0,1
228,Guehi,CrystalPalace,Defender,0,11,360,0,0,0.04,0.08999999999999998,1,4,4.8,0,0,66,11,360,0,0.04,0.08999999999999998,1,4,4.8,0,0,66,AstonVilla,8,9,0,0,0
229,Hughes,CrystalPalace,Midfielder,0,2,91,0,0,0,0.01,0,4,3.73,0,0,15,2,91,0,0,0.01,0,4,3.73,0,0,15,AstonVilla,8,9,0,0,1
230,Johnstone,CrystalPalace,Goalkeeper,0,12,450,0,0,0,0,1,7,8.01,7,0,63,12,450,0,0,0,1,7,8.01,7,0,63,AstonVilla,8,9,0,0,1
231,Lerma,CrystalPalace,Midfielder,0,9,360,0,0,0.18,0.36,1,4,4.8,0,0,60,9,360,0,0.18,0.36,1,4,4.8,0,0,60,AstonVilla,8,9,0,0,0
232,Mateta,CrystalPalace,Forward,0,13,103,0,3,0,0.22000000000000003,0,4,3.9000000000000004,0,0,39,13,103,3,0,0.22000000000000003,0,4,3.9000000000000004,0,0,39,AstonVilla,8,9,0,0,5
234,Mitchell,CrystalPalace,Defender,0,17,450,0,1,0.03,0.42000000000000004,1,7,8.01,0,2,95,17,450,1,0.03,0.42000000000000004,1,7,8.01,0,2,95,AstonVilla,8,9,0,0,1
236,Olise,CrystalPalace,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AstonVilla,8,9,0,0,0
240,Schlupp,CrystalPalace,Midfielder,0,11,393,0,0,0.27,0.35000000000000003,1,6,7.0200000000000005,0,0,40,11,393,0,0.27,0.35000000000000003,1,6,7.0200000000000005,0,0,40,AstonVilla,8,9,0,0,2
241,Tomkins,CrystalPalace,Defender,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,AstonVilla,8,9,0,0,0
242,Ward,CrystalPalace,Defender,0,10,442,0,0,0.46,0.06,1,7,8.01,0,0,49,10,442,0,0.46,0.06,1,7,8.01,0,0,49,AstonVilla,8,9,0,0,0
657,Rak-Sakyi,CrystalPalace,Midfielder,0,2,8,0,0,0.02,0.08,0,1,0.64,0,0,7,2,8,0,0.02,0.08,0,1,0.64,0,0,7,AstonVilla,8,9,0,0,1
658,Gordon,Newcastle,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brentford,8,5,0,0,0
245,Branthwaite,Everton,Defender,0,3,270,0,0,0.24,0.15,0,4,3.42,0,0,43,3,270,0,0.24,0.15,0,4,3.42,0,0,43,Arsenal,8,4,0,0,2
246,Calvert-Lewin,Everton,Forward,0,2,61,0,0,0.1,0.02,0,3,2.59,0,0,5,2,61,0,0.1,0.02,0,3,2.59,0,0,5,Arsenal,8,4,0,0,1
249,A.Doucoure,Everton,Midfielder,0,16,439,1,0,1.9300000000000002,0.26,0,9,8.03,0,2,58,16,439,0,1.9300000000000002,0.26,0,9,8.03,0,2,58,Arsenal,8,4,0,0,2
250,Garner,Everton,Midfielder,0,8,346,0,0,0.09,0.38,0,8,6.359999999999999,0,0,43,8,346,0,0.09,0.38,0,8,6.359999999999999,0,0,43,Arsenal,8,4,0,0,1
252,Godfrey,Everton,Defender,0,1,1,0,0,0,0,0,0,0.37,0,0,2,1,1,0,0,0,0,0,0.37,0,0,2,Arsenal,8,4,0,0,0
254,Gana,Everton,Midfielder,0,8,405,0,0,0.13,0.1,0,7,6.76,0,0,57,8,405,0,0.13,0.1,0,7,6.76,0,0,57,Arsenal,8,4,0,0,2
257,Keane,Everton,Defender,0,2,181,0,0,0.04,0.03,0,5,4.89,0,0,24,2,181,0,0.04,0.03,0,5,4.89,0,0,24,Arsenal,8,4,0,0,0
259,McNeil,Everton,Midfielder,0,3,102,0,0,0.09,0.02,0,1,1.5,0,0,1,3,102,0,0.09,0.02,0,1,1.5,0,0,1,Arsenal,8,4,0,0,2
260,Mykolenko,Everton,Defender,0,2,90,0,0,0.01,0.01,0,1,1.02,0,0,10,2,90,0,0.01,0.01,0,1,1.02,0,0,10,Arsenal,8,4,0,0,2
261,Onana,ManUtd,Goalkeeper,0,10,450,0,0,0.12000000000000001,0.6200000000000001,0,9,8.03,0,0,68,10,450,0,0.12000000000000001,0.6200000000000001,0,9,8.03,0,0,68,Brighton,12,6,0,0,2
262,Patterson,Everton,Defender,0,10,363,0,1,0.33999999999999997,0.6100000000000001,0,8,7.01,0,2,64,10,363,1,0.33999999999999997,0.6100000000000001,0,8,7.01,0,2,64,Arsenal,8,4,0,0,1
263,Pickford,Everton,Goalkeeper,0,8,450,0,0,0,0.05,0,9,8.03,15,0,63,8,450,0,0,0.05,0,9,8.03,15,0,63,Arsenal,8,4,0,0,3
265,Tarkowski,Everton,Defender,0,7,450,0,0,0.37,0.07,0,9,7.66,0,0,58,7,450,0,0.37,0.07,0,9,7.66,0,0,58,Arsenal,8,4,0,0,2
588,Young,Everton,Defender,0,6,446,0,0,0.07,0.65,0,9,8.03,0,0,71,6,446,0,0.07,0.65,0,9,8.03,0,0,71,Arsenal,8,4,0,0,1
601,Danjuma,Everton,Midfielder,0,13,340,1,0,1.8,0.17,0,7,5.3100000000000005,0,0,29,13,340,0,1.8,0.17,0,7,5.3100000000000005,0,0,29,Arsenal,8,4,0,0,2
624,Dobbin,Everton,Midfielder,0,5,117,0,0,0.07,0,1,2,1.73,0,0,12,5,117,0,0.07,0,1,2,1.73,0,0,12,Arsenal,8,4,0,0,0
645,Y. Chermiti,Everton,Forward,0,1,26,0,0,0.06,0.03,0,1,0.57,0,0,0,1,26,0,0.06,0.03,0,1,0.57,0,0,0,Arsenal,8,4,0,0,1
650,Onyango,Everton,Midfielder,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,Arsenal,8,4,0,0,0
691,Beto,Everton,Forward,0,4,155,0,0,0.22,0.060000000000000005,1,2,1.79,0,0,15,4,155,0,0.22,0.060000000000000005,1,2,1.79,0,0,15,Arsenal,8,4,0,0,2
256,Iwobi,Fulham,Midfielder,0,4,168,0,0,0.43,0.36000000000000004,0,3,4.05,0,0,19,4,168,0,0.43,0.36000000000000004,0,3,4.05,0,0,19,Luton,2,9,0,0,1
267,Andreas,Fulham,Midfielder,0,18,331,1,1,0.04,0.39999999999999997,2,7,7.19,0,0,58,18,331,1,0.04,0.39999999999999997,2,7,7.19,0,0,58,Luton,2,9,0,0,3
268,Cairney,Fulham,Midfielder,0,4,108,0,0,0.04,0.08,0,2,4.27,0,0,14,4,108,0,0.04,0.08,0,2,4.27,0,0,14,Luton,2,9,0,0,1
270,De Cordova-Reid,Fulham,Midfielder,0,15,281,1,1,1.69,0.060000000000000005,0,8,7.609999999999999,0,0,46,15,281,1,1.69,0.060000000000000005,0,8,7.609999999999999,0,0,46,Luton,2,9,0,0,1
271,Diop,Fulham,Defender,0,14,450,0,0,0.12,0.26,2,10,13.319999999999999,0,2,82,14,450,0,0.12,0.26,2,10,13.319999999999999,0,2,82,Luton,2,9,0,0,5
275,Leno,Fulham,Goalkeeper,0,25,450,0,0,0,0,2,10,13.319999999999999,24,5,124,25,450,0,0,0,2,10,13.319999999999999,24,5,124,Luton,2,9,0,0,6
276,Lukic,Fulham,Midfielder,0,6,250,0,0,0.04,0.060000000000000005,1,4,8.85,0,0,31,6,250,0,0.04,0.060000000000000005,1,4,8.85,0,0,31,Luton,2,9,0,0,0
280,J.Palhinha,Fulham,Midfielder,0,13,203,1,0,0.24000000000000002,0.04,1,3,6.4,0,3,42,13,203,0,0.24000000000000002,0.04,1,3,6.4,0,3,42,Luton,2,9,0,0,3
281,Ream,Fulham,Defender,0,20,333,1,0,0.96,0.08,2,8,12.729999999999999,0,4,85,20,333,0,0.96,0.08,2,8,12.729999999999999,0,4,85,Luton,2,9,0,0,8
282,Reed,Fulham,Midfielder,0,13,327,0,1,0,0.21,2,8,8.729999999999999,0,0,62,13,327,1,0,0.21,2,8,8.729999999999999,0,0,62,Luton,2,9,0,0,3
283,Robinson,Fulham,Defender,0,7,360,0,0,0,0.13,1,10,12.04,0,0,56,7,360,0,0,0.13,1,10,12.04,0,0,56,Luton,2,9,0,0,0
285,Tete,Fulham,Defender,0,12,427,0,0,0.19,0.22000000000000003,2,8,11.87,0,0,71,12,427,0,0.19,0.22000000000000003,2,8,11.87,0,0,71,Luton,2,9,0,0,6
286,Tosin,Fulham,Defender,0,1,1,0,0,0,0,0,0,0.67,0,0,5,1,1,0,0,0,0,0,0.67,0,0,5,Luton,2,9,0,0,0
288,H.Wilson,Fulham,Midfielder,0,12,410,0,0,0.25,0.4,2,8,11.78,0,0,41,12,410,0,0.25,0.4,2,8,11.78,0,0,41,Luton,2,9,0,0,3
558,Raul,Fulham,Forward,0,8,373,0,0,0.5700000000000001,0.28,1,8,10.85,0,0,26,8,373,0,0.5700000000000001,0.28,1,8,10.85,0,0,26,Luton,2,9,0,0,2
591,Willian,Fulham,Midfielder,0,8,174,0,1,0.15000000000000002,0.15000000000000002,1,2,5.19,0,0,25,8,174,1,0.15000000000000002,0.15000000000000002,1,2,5.19,0,0,25,Luton,2,9,0,0,6
610,Bassey,Fulham,Defender,0,0,106,0,0,0,0,0,3,6.07,0,0,7,0,106,0,0,0,0,3,6.07,0,0,7,Luton,2,9,0,0,1
662,Adama,Fulham,Midfielder,0,3,32,0,0,0.12,0,0,3,2.4,0,0,4,3,32,0,0.12,0,0,3,2.4,0,0,4,Luton,2,9,0,0,0
683,Harris,Fulham,Midfielder,0,2,74,0,0,0.28,0.01,0,5,2.26,0,0,2,2,74,0,0.28,0.01,0,5,2.26,0,0,2,Luton,2,9,0,0,0
688,Castagne,Fulham,Defender,0,9,107,0,0,0.04,0.21,1,1,1.47,0,3,37,9,107,0,0.04,0.21,1,1,1.47,0,3,37,Luton,2,9,0,0,8
290,Alexander-Arnold,Liverpool,Defender,0,16,326,0,1,0.19,0.54,1,3,4.3,0,3,75,16,326,1,0.19,0.54,1,3,4.3,0,3,75,Wolves,4,8,0,0,0
291,A.Becker,Liverpool,Goalkeeper,0,20,450,0,0,0,0,1,4,5.86,19,2,102,20,450,0,0,0,1,4,5.86,19,2,102,Wolves,4,8,0,0,2
292,Bajcetic,Liverpool,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wolves,4,8,0,0,0
293,Darwin,Liverpool,Forward,0,22,139,2,2,1.8699999999999999,0.35,1,0,1.72,0,3,72,22,139,2,1.8699999999999999,0.35,1,0,1.72,0,3,72,Wolves,4,8,0,0,1
294,Diogo J.,Liverpool,Midfielder,0,19,252,1,2,0.9,0.38,0,3,2.72,0,2,58,19,252,2,0.9,0.38,0,3,2.72,0,2,58,Wolves,4,8,0,0,1
295,Elliott,Liverpool,Midfielder,0,7,119,0,1,0.12,0.19,0,0,2.04,0,0,28,7,119,1,0.12,0.19,0,0,2.04,0,0,28,Wolves,4,8,0,0,3
297,Gakpo,Liverpool,Forward,0,12,264,1,0,1.32,0.10999999999999999,0,4,2.96,0,1,42,12,264,0,1.32,0.10999999999999999,0,4,2.96,0,1,42,Wolves,4,8,0,0,6
298,Gomez,Liverpool,Defender,0,10,251,0,0,0.060000000000000005,0.06999999999999999,1,1,3.47,0,0,48,10,251,0,0.060000000000000005,0.06999999999999999,1,1,3.47,0,0,48,Wolves,4,8,0,0,2
300,Jones,Liverpool,Midfielder,0,5,177,0,0,0,0.05,1,1,1.44,0,0,24,5,177,0,0,0.05,1,1,1.44,0,0,24,Wolves,4,8,0,0,1
302,Konate,Liverpool,Defender,0,5,187,0,0,0.05,0.01,0,2,2.6900000000000004,0,0,39,5,187,0,0.05,0.01,0,2,2.6900000000000004,0,0,39,Wolves,4,8,0,0,1
303,Luis Diaz,Liverpool,Midfielder,0,20,302,2,0,1.61,0.78,1,3,3.73,0,1,57,20,302,0,1.61,0.78,1,3,3.73,0,1,57,Wolves,4,8,0,0,1
304,Mac Allister,Liverpool,Midfielder,0,4,354,0,0,0,0.33,1,4,6.32,0,0,38,4,354,0,0,0.33,1,4,6.32,0,0,38,Wolves,4,8,0,0,0
305,Matip,Liverpool,Defender,0,10,256,0,0,0.4,0.04,1,2,2.89,0,0,55,10,256,0,0.4,0.04,1,2,2.89,0,0,55,Wolves,4,8,0,0,2
306,Phillips,ManCity,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WestHam,9,4,0,0,0
307,Robertson,Liverpool,Defender,0,23,450,1,0,0.42,0.48,1,4,5.86,0,3,110,23,450,0,0.42,0.48,1,4,5.86,0,3,110,Wolves,4,8,0,0,11
308,Salah,Liverpool,Midfielder,0,33,431,2,4,2.7300000000000004,2.08,1,4,5.57,0,2,110,33,431,4,2.7300000000000004,2.08,1,4,5.57,0,2,110,Wolves,4,8,0,0,10
309,Szoboszlai,Liverpool,Midfielder,0,21,450,1,1,0.43000000000000005,0.5800000000000001,1,4,5.86,0,2,101,21,450,1,0.43000000000000005,0.5800000000000001,1,4,5.86,0,2,101,Wolves,4,8,0,0,2
310,Thiago,Liverpool,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wolves,4,8,0,0,0
311,Tsimikas,Liverpool,Defender,0,1,4,0,0,0,0,0,0,0.28,0,0,3,1,4,0,0,0,0,0,0.28,0,0,3,Wolves,4,8,0,0,0
313,Virgil,Liverpool,Defender,0,2,207,0,0,0.24,0.04,0,3,6.040000000000001,0,0,24,2,207,0,0.24,0.04,0,3,6.040000000000001,0,0,24,Wolves,4,8,0,0,0
628,Doak,Liverpool,Midfielder,0,1,13,0,0,0,0,0,0,0.14,0,0,3,1,13,0,0,0,0,0,0.14,0,0,3,Wolves,4,8,0,0,0
668,Endo,Liverpool,Midfielder,0,3,87,0,0,0,0.01,0,1,2.34,0,0,14,3,87,0,0,0.01,0,1,2.34,0,0,14,Wolves,4,8,0,0,0
708,Gravenberch,Liverpool,Midfielder,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,Wolves,4,8,0,0,1
52,Nakamba,Luton,Midfielder,0,6,360,0,0,0.01,0.25,0,10,8.23,0,0,56,6,360,0,0.01,0.25,0,10,8.23,0,0,56,Fulham,4,10,0,0,2
314,Adebayo,Luton,Forward,0,7,217,0,0,0.4,0.17,0,4,3.98,0,0,12,7,217,0,0.4,0.17,0,4,3.98,0,0,12,Fulham,4,10,0,0,1
315,M.Andersen,Luton,Defender,0,11,268,1,0,0.21,0,0,5,4.46,0,1,48,11,268,0,0.21,0,0,5,4.46,0,1,48,Fulham,4,10,0,0,2
316,Bell,Luton,Defender,0,4,360,0,0,0.37,0.04,0,10,8.23,0,0,43,4,360,0,0.37,0.04,0,10,8.23,0,0,43,Fulham,4,10,0,0,2
318,Burke,Luton,Defender,0,4,247,0,0,0.26,0.02,0,6,4.01,0,0,33,4,247,0,0.26,0.02,0,6,4.01,0,0,33,Fulham,4,10,0,0,2
321,Doughty,Luton,Defender,0,4,139,0,0,0.02,0.41000000000000003,0,5,4.029999999999999,0,0,15,4,139,0,0.02,0.41000000000000003,0,5,4.029999999999999,0,0,15,Fulham,4,10,0,0,1
324,McAtee,SheffieldUtd,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spurs,11,4,0,0,0
326,Morris,Luton,Forward,0,17,343,1,1,1.45,0.37,0,10,8.18,0,2,55,17,343,1,1.45,0.37,0,10,8.18,0,2,55,Fulham,4,10,0,0,2
328,Ogbene,Luton,Forward,0,4,55,0,0,0.03,0.03,0,3,2.09,0,0,13,4,55,0,0.03,0.03,0,3,2.09,0,0,13,Fulham,4,10,0,0,1
340,Woodrow,Luton,Forward,0,3,17,0,0,0.11,0.39,0,2,1.47,0,0,12,3,17,0,0.11,0.39,0,2,1.47,0,0,12,Fulham,4,10,0,0,1
553,Giles,Luton,Defender,0,3,250,0,0,0.06,0.32,0,8,7.05,0,0,38,3,250,0,0.06,0.32,0,8,7.05,0,0,38,Fulham,4,10,0,0,0
575,Lockyer,Luton,Defender,0,2,270,0,0,0.28,0.02,0,8,7.17,0,0,26,2,270,0,0.28,0.02,0,8,7.17,0,0,26,Fulham,4,10,0,0,2
582,Mpanzu,Luton,Midfielder,0,5,134,0,0,0.27,0.5800000000000001,0,4,3.21,0,0,7,5,134,0,0.27,0.5800000000000001,0,4,3.21,0,0,7,Fulham,4,10,0,0,1
586,Chong,Luton,Midfielder,0,7,320,0,0,0.27,0.07,0,8,6.69,0,0,10,7,320,0,0.27,0.07,0,8,6.69,0,0,10,Fulham,4,10,0,0,1
602,Kabore,Luton,Defender,0,5,241,0,0,0.08,0.66,0,5,4.25,0,0,38,5,241,0,0.08,0.66,0,5,4.25,0,0,38,Fulham,4,10,0,0,2
614,Kaminski,Luton,Goalkeeper,0,7,360,0,0,0,0.01,0,10,8.23,15,1,60,7,360,0,0,0.01,0,10,8.23,15,1,60,Fulham,4,10,0,0,1
630,Barkley,Luton,Midfielder,0,4,146,0,0,0.24,0.31,0,4,2.88,0,0,17,4,146,0,0.24,0.31,0,4,2.88,0,0,17,Fulham,4,10,0,0,0
631,Brown,Luton,Forward,0,7,138,0,1,0.54,0.2,0,6,4.25,0,0,22,7,138,1,0.54,0.2,0,6,4.25,0,0,22,Fulham,4,10,0,0,2
682,Johnson,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SheffieldUtd,4,7,0,0,0
341,Akanji,ManCity,Defender,0,17,360,0,0,0.03,0.26,2,2,2.98,0,1,85,17,360,0,0.03,0.26,2,2,2.98,0,1,85,WestHam,9,4,0,0,2
342,Ake,ManCity,Defender,0,18,259,1,0,0.44999999999999996,0.03,1,2,2.41,0,1,77,18,259,0,0.44999999999999996,0.03,1,2,2.41,0,1,77,WestHam,9,4,0,0,1
343,J.Alvarez,ManCity,Forward,0,37,449,2,5,2,1.02,2,3,3.7099999999999995,0,5,153,37,449,5,2,1.02,2,3,3.7099999999999995,0,5,153,WestHam,9,4,0,0,9
344,Bernardo,ManCity,Midfielder,0,18,284,1,1,0.35,1.36,1,2,1.97,0,3,76,18,284,1,0.35,1.36,1,2,1.97,0,3,76,WestHam,9,4,0,0,13
349,De Bruyne,ManCity,Midfielder,0,1,22,0,0,0.02,0.16,0,0,0.1,0,0,4,1,22,0,0.02,0.16,0,0,0.1,0,0,4,WestHam,9,4,0,0,0
350,Ruben,ManCity,Defender,0,13,360,0,0,0.22,0.16,1,3,3.4099999999999997,0,1,65,13,360,0,0.22,0.16,1,3,3.4099999999999997,0,1,65,WestHam,9,4,0,0,2
352,Ederson M.,ManCity,Goalkeeper,0,19,450,0,0,0,0.02,2,3,3.7099999999999995,7,0,88,19,450,0,0,0.02,2,3,3.7099999999999995,7,0,88,WestHam,9,4,0,0,2
353,Foden,ManCity,Midfielder,0,23,339,0,3,0.7700000000000001,1,2,2,3.37,0,3,89,23,339,3,0.7700000000000001,1,2,2,3.37,0,3,89,WestHam,9,4,0,0,2
354,Grealish,ManCity,Midfielder,0,10,180,0,1,0.38,0.51,1,1,1.02,0,2,40,10,180,1,0.38,0.51,1,1,1.02,0,2,40,WestHam,9,4,0,0,0
355,Haaland,ManCity,Forward,0,45,439,7,1,7.1,0.21,2,3,3.64,0,6,176,45,439,1,7.1,0.21,2,3,3.64,0,6,176,WestHam,9,4,0,0,6
356,Kovačic,ManCity,Midfielder,0,10,325,0,0,0.15000000000000002,0.54,2,2,2.27,0,0,69,10,325,0,0.15000000000000002,0.54,2,2,2.27,0,0,69,WestHam,9,4,0,0,0
358,R.Lewis,ManCity,Defender,0,8,80,0,0,0,0.02,1,0,0.23,0,0,30,8,80,0,0,0.02,1,0,0.23,0,0,30,WestHam,9,4,0,0,1
365,Rodrigo,ManCity,Midfielder,0,28,435,2,1,0.97,1.5300000000000002,2,3,3.7099999999999995,0,5,124,28,435,1,0.97,1.5300000000000002,2,3,3.7099999999999995,0,5,124,WestHam,9,4,0,0,1
366,Sergio Gomez,ManCity,Defender,0,5,15,0,1,0,0.08,0,0,0.02,0,0,17,5,15,1,0,0.08,0,0,0.02,0,0,17,WestHam,9,4,0,0,1
368,Stones,ManCity,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WestHam,9,4,0,0,0
369,Walker,ManCity,Defender,0,18,450,0,0,0.04,0.7000000000000001,2,3,3.7099999999999995,0,0,105,18,450,0,0.04,0.7000000000000001,2,3,3.7099999999999995,0,0,105,WestHam,9,4,0,0,2
566,Matheus N.,ManCity,Midfielder,0,2,203,0,0,0.05,0.26,0,5,3.75,0,0,17,2,203,0,0.05,0.26,0,5,3.75,0,0,17,WestHam,9,4,0,0,1
616,Gvardiol,ManCity,Defender,0,10,281,0,0,0.08,0.41,1,2,2.03,0,0,60,10,281,0,0.08,0.41,1,2,2.03,0,0,60,WestHam,9,4,0,0,1
678,Doku,ManCity,Midfielder,0,11,164,1,0,0.09,0.64,0,2,2.37,0,2,47,11,164,0,0.09,0.64,0,2,2.37,0,2,47,WestHam,9,4,0,0,9
209,Mount,ManUtd,Midfielder,0,5,151,0,0,0,0.05,1,2,2.9299999999999997,0,0,16,5,151,0,0,0.05,1,2,2.9299999999999997,0,0,16,Brighton,12,6,0,0,0
372,Antony,ManUtd,Midfielder,0,8,308,0,0,0.67,0.62,1,4,5.45,0,0,31,8,308,0,0.67,0.62,1,4,5.45,0,0,31,Brighton,12,6,0,0,0
373,B.Fernandes,ManUtd,Midfielder,0,19,450,1,1,2.07,2.23,1,10,9.47,0,3,83,19,450,1,2.07,2.23,1,10,9.47,0,3,83,Brighton,12,6,0,0,1
376,Casemiro,ManUtd,Midfielder,0,16,423,1,0,1.4900000000000002,0.19,1,9,8.48,0,0,72,16,423,0,1.4900000000000002,0.19,1,9,8.48,0,0,72,Brighton,12,6,0,0,2
377,Dalot,ManUtd,Defender,0,4,294,0,0,0.03,0.15000000000000002,0,9,5.95,0,0,48,4,294,0,0.03,0.15000000000000002,0,9,5.95,0,0,48,Brighton,12,6,0,0,1
379,Eriksen,ManUtd,Midfielder,0,20,316,1,1,0.34,0.19999999999999998,0,9,7.03,0,4,81,20,316,1,0.34,0.19999999999999998,0,9,7.03,0,4,81,Brighton,12,6,0,0,2
382,Garnacho,ManUtd,Midfielder,0,7,143,0,0,0.32999999999999996,0.09,1,3,3.92,0,0,13,7,143,0,0.32999999999999996,0.09,1,3,3.92,0,0,13,Brighton,12,6,0,0,1
386,Lindelof,ManUtd,Defender,0,4,263,0,0,0.15,0.03,0,4,5.71,0,0,36,4,263,0,0.15,0.03,0,4,5.71,0,0,36,Brighton,12,6,0,0,1
387,Maguire,ManUtd,Defender,0,0,23,0,0,0,0,0,2,1.2,0,0,3,0,23,0,0,0,0,2,1.2,0,0,3,Brighton,12,6,0,0,0
389,Malacia,ManUtd,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,12,6,0,0,0
390,Martial,ManUtd,Forward,0,5,156,0,0,0.09,0.03,0,4,3.13,0,0,18,5,156,0,0.09,0.03,0,4,3.13,0,0,18,Brighton,12,6,0,0,1
391,L.Martinez,ManUtd,Defender,0,5,375,0,1,0,0.08,0,8,5.510000000000001,0,0,74,5,375,1,0,0.08,0,8,5.510000000000001,0,0,74,Brighton,12,6,0,0,4
392,McTominay,ManUtd,Midfielder,0,4,91,0,0,0,0.01,0,3,1.64,0,0,14,4,91,0,0,0.01,0,3,1.64,0,0,14,Brighton,12,6,0,0,2
395,R.Varane,ManUtd,Defender,0,15,225,1,0,0.5800000000000001,0.04,1,4,5.04,0,2,65,15,225,0,0.5800000000000001,0.04,1,4,5.04,0,2,65,Brighton,12,6,0,0,0
396,Rashford,ManUtd,Midfielder,0,21,441,1,2,1.92,1.18,1,10,8.950000000000001,0,0,50,21,441,2,1.92,1.18,1,10,8.950000000000001,0,0,50,Brighton,12,6,0,0,2
397,Sancho,ManUtd,Midfielder,0,3,76,0,0,0,0.07,0,1,1.86,0,0,11,3,76,0,0,0.07,0,1,1.86,0,0,11,Brighton,12,6,0,0,0
398,Shaw,ManUtd,Defender,0,6,180,0,0,0,0.51,1,2,4.07,0,0,48,6,180,0,0,0.51,1,2,4.07,0,0,48,Brighton,12,6,0,0,0
401,Wan-Bissaka,ManUtd,Defender,0,15,340,0,1,0,0.93,1,6,7.77,0,3,86,15,340,1,0,0.93,1,6,7.77,0,3,86,Brighton,12,6,0,0,1
508,Reguilon,ManUtd,Defender,0,1,84,0,0,0,0.03,0,3,1.16,0,0,13,1,84,0,0,0.03,0,3,1.16,0,0,13,Brighton,12,6,0,0,1
597,A.Onana,Everton,Midfielder,0,13,450,0,0,0,0,1,10,9.47,20,1,87,13,450,0,0,0,1,10,9.47,20,1,87,Arsenal,8,4,0,0,2
