Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Fabio Vieira,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel,16,151,2,90,0,0,0,0.01,0,1,0.51,0,0,18
Havertz,16,151,2,90,0,0,0.02,0.27,0,1,0.51,0,0,6
G.Jesus,16,151,2,81,0,0,0.04,0.17,0,1,0.42,0,0,3
Jorginho,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Kiwior,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Martinelli,16,151,2,69,0,0,0.07,0.1,0,1,0.41,0,0,1
Nketiah,16,151,1,8,0,0,0.05,0,0,0,0.09,0,0,2
Odegaard,16,151,2,90,0,0,0.38,0.14,0,1,0.51,0,0,9
Thomas,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Ramsdale,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Saka,16,151,2,90,0,0,0.39,0.09,0,1,0.51,0,0,4
Saliba,16,151,2,90,0,0,0.36,0.01,0,1,0.51,0,0,11
Smith Rowe,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Tavares,16,160,0,0,0,0,0,0,0,0,0,0,0,0
Tomiyasu,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Trossard,16,151,1,20,0,0,0,0,0,0,0.11,0,0,2
Turner,16,160,3,90,0,0,0,0,0,1,1.17,3,0,14
White,16,151,2,90,0,0,0,0.01,0,1,0.51,0,0,10
Zinchenko,16,151,1,90,0,0,0,0.04,0,1,0.42,0,0,13
Archer,16,158,2,90,0,0,0.12,0.1,1,0,0.64,0,0,12
Bailey,16,151,4,45,0,1,0,0.33,0,0,0.72,0,0,13
Cash,16,151,1,24,0,0,0.02,0,0,0,0.12,0,0,4
Coutinho,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,16,151,6,90,0,0,0,0.01,1,0,1.36,0,1,26
Digne,16,151,5,77,0,0,0.09,0.01,1,0,1.32,0,0,13
Douglas Luiz,16,151,2,90,0,0,0.01,0.01,1,0,1.36,0,0,7
Duran,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Kamara,16,151,3,66,0,0,0,0.01,1,0,1.25,0,0,7
Konsa,16,151,6,65,0,0,0,0,1,0,1.25,0,0,20
Martinez,16,151,10,90,0,0,0,0,1,0,1.36,3,3,29
McGinn,16,151,9,90,1,0,0.2,0.02,1,0,1.36,0,2,27
Mings,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Nakamba,16,156,1,71,0,0,0,0.01,0,2,1.52,0,0,8
Olsen,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Tielemans,16,151,1,55,0,0,0,0.01,0,0,0.72,0,0,1
Bertrand Traore,16,151,0,0,0,0,0,0,0,0,0,0,0,0
Watkins,16,151,2,90,0,0,0.17,0,1,0,1.36,0,0,-1
Billing,16,157,6,32,1,0,0.32,0.19,0,0,0.37,0,0,27
Brooks,16,157,0,0,0,0,0,0,0,0,0,0,0,0
Christie,16,157,3,90,0,0,0,0.01,1,0,1.16,0,0,10
L.Cook,16,157,8,87,0,1,0,0.23,1,0,1.16,0,2,31
Kelly,16,157,0,0,0,0,0,0,0,0,0,0,0,0
Kluivert,16,157,3,71,0,0,0,0.01,1,0,1.09,0,0,5
Lowe,16,157,0,0,0,0,0,0,0,0,0,0,0,0
Mepham,16,157,0,0,0,0,0,0,0,0,0,0,0,0
Moore,16,157,0,0,0,0,0,0,0,0,0,0,0,0
N.Neto,16,157,7,90,0,0,0,0,1,0,1.16,3,0,27
Rothwell,16,157,1,2,0,0,0,0,0,0,0,0,0,3
Semenyo,16,157,1,57,0,0,0,0.05,0,0,0.8,0,0,2
Senesi,16,157,15,90,1,0,0.11,0.01,1,0,1.16,0,3,39
Solanke,16,157,7,90,1,0,0.87,0.03,1,0,1.16,0,1,28
Tavernier,16,157,9,87,0,2,0.1,0.22,1,0,1.16,0,1,28
Hamed Traorè,16,157,0,0,0,0,0,0,0,0,0,0,0,0
Zabarnyi,16,157,6,90,0,0,0.07,0.01,1,0,1.16,0,0,23
Ajer,16,158,0,0,0,0,0,0,0,0,0,0,0,0
Collins,16,158,0,0,0,0,0,0,0,0,0,0,0,0
Damsgaard,16,158,1,25,0,0,0,0.01,0,0,0.27,0,0,1
Dasilva,16,158,0,0,0,0,0,0,0,0,0,0,0,0
Flekken,16,158,3,90,0,0,0,0,0,1,0.89,3,0,18
Henry,16,158,0,0,0,0,0,0,0,0,0,0,0,0
Hickey,16,158,0,0,0,0,0,0,0,0,0,0,0,0
Janelt,16,158,2,90,0,0,0,0.21,0,1,0.89,0,0,15
Jensen,16,158,0,0,0,0,0,0,0,0,0,0,0,0
Lewis-Potter,16,158,2,65,0,0,0,0.06,0,1,0.61,0,0,6
Mbeumo,16,158,0,0,0,0,0,0,0,0,0,0,0,0
Mee,16,158,2,90,0,0,0.12,0.05,0,1,0.89,0,0,11
Norgaard,16,158,2,90,0,0,0.14,0.22,0,1,0.89,0,0,14
Onyeka,16,158,0,45,0,0,0.09,0.04,0,1,0.12,0,0,-1
Pinnock,16,158,2,90,0,0,0.05,0.01,0,1,0.89,0,0,17
Raya,16,151,2,90,0,0,0,0,0,1,0.51,2,0,14
Schade,16,158,0,0,0,0,0,0,0,0,0,0,0,0
Toney,16,158,0,0,0,0,0,0,0,0,0,0,0,0
Wissa,16,158,2,90,0,0,0.15,0,0,1,0.89,0,0,3
Adingra,16,152,10,90,1,0,0.61,0.21,0,1,0.94,0,3,31
Caicedo,16,154,2,90,0,0,0,0.03,0,2,1.08,0,0,17
Dahoud,16,152,1,45,0,0,0.08,0.01,0,1,0.28,0,0,0
