Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Fabio Vieira,15,146,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel,15,146,1,90,0,0,0,0.02,0,3,0.5,0,0,12
Havertz,15,146,7,90,1,0,0.92,0.07,0,3,0.5,0,0,25
G.Jesus,15,146,11,90,1,1,0.7,0.44,0,3,0.5,0,3,48
Jorginho,15,146,0,0,0,0,0,0,0,0,0,0,0,0
Kiwior,15,146,1,63,0,0,0.05,0.02,0,3,0.48,0,0,8
Martinelli,15,146,7,63,1,0,0.23,0.04,0,3,0.48,0,0,22
Nketiah,15,146,0,0,0,0,0,0,0,0,0,0,0,0
Odegaard,15,146,5,90,0,1,0.06,0.44,0,3,0.5,0,0,24
Thomas,15,146,0,0,0,0,0,0,0,0,0,0,0,0
Ramsdale,15,146,0,0,0,0,0,0,0,0,0,0,0,0
Saka,15,146,5,90,0,1,0.1,0.39,0,3,0.5,0,0,22
Saliba,15,146,1,90,0,0,0,0.01,0,3,0.5,0,0,14
Smith Rowe,15,146,0,0,0,0,0,0,0,0,0,0,0,0
Tavares,15,145,0,0,0,0,0,0,0,0,0,0,0,0
Tomiyasu,15,146,0,0,0,0,0,0,0,0,0,0,0,0
Trossard,15,146,1,26,0,0,0.2,0.02,0,0,0.02,0,0,-1
Turner,15,145,0,0,0,0,0,0,0,0,0,0,0,0
White,15,146,4,90,0,1,0,0.51,0,3,0.5,0,0,29
Zinchenko,15,146,1,26,0,0,0,0.34,0,0,0.02,0,0,4
Archer,15,147,2,90,0,0,0.48,0.01,0,2,1.78,0,0,0
Bailey,15,141,9,84,1,0,0.38,0.05,1,0,0.83,0,1,26
Cash,15,141,0,0,0,0,0,0,0,0,0,0,0,0
Coutinho,15,141,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,15,141,6,90,0,0,0,0.01,1,0,0.83,0,0,24
Digne,15,141,6,89,0,0,0.02,0.07,1,0,0.83,0,0,22
Douglas Luiz,15,141,3,90,0,0,0.39,0.48,1,0,0.83,0,0,14
Duran,15,141,1,1,0,0,0,0,0,0,0,0,0,3
Kamara,15,141,2,90,0,0,0,0.1,1,0,0.83,0,0,13
Konsa,15,141,8,90,0,0,0.74,0.02,1,0,0.83,0,2,27
Martinez,15,141,9,90,0,0,0,0,1,0,0.83,2,3,28
McGinn,15,141,3,90,0,0,0.18,0.06,1,0,0.83,0,0,10
Mings,15,141,0,0,0,0,0,0,0,0,0,0,0,0
Nakamba,15,146,0,0,0,0,0,0,0,0,0,0,0,0
Olsen,15,141,0,0,0,0,0,0,0,0,0,0,0,0
Tielemans,15,141,6,84,0,1,0.04,0.05,1,0,0.83,0,0,17
Bertrand Traore,15,141,0,0,0,0,0,0,0,0,0,0,0,0
